지역,연도,당해계획예산_백만원,세부사업수,예산금액_존재_사업수,예산결측_사업수,음수예산_사업수,합계출산율,예산_QA_그룹수,예산_QA_일치건수,예산_QA_불일치건수,예산_QA_판정불가건수,예산_QA_허용초과건수,예산_QA_최대절대오차율,원자료_누락주의,소비자물가지수,기준연도,20_39세_인구_명,실질계획예산_2020년가격_백만원,log1p_실질계획예산,20_39세_1인당_실질예산_원,log1p_20_39세_1인당_실질예산,총액기준_재정대응지수_z,재정대응지수_z,재정대응점수_0_100,실질예산_전년증감액_백만원,실질예산_전년증감률,log실질예산_전년변화,log1인당실질예산_전년변화,전년도_합계출산율,전전년도_합계출산율,직전1년_출산율하락도,세출예산순계액_백만원,세출예산순계액_원,예산단계,자치단체수,출처,포함회계,계획예산_총세출비율_pct,분모대안,분자분모_단위
광주,2020,194720.0,179,178,1,0,0.811,5,5,0,0,0,0.0,,100.0,2020=100,395242,194720.0,12.17932304378746,492660.1929956837,13.107576981467526,-2.3759169029838305,-3.758621300876112,0.0,-899139.2699086128,-0.8219880698032864,-1.7259004859868463,-1.7129597094641262,0.913,0.972,0.0589999999999999,5992342.346,5992342346000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,3.249480566309421,지역통합_3개회계_순계,백만원
광주,2021,824741.7,195,195,0,0,0.896,8,8,0,0,0,0.0,,102.59,2020=100,387661,803920.1676576664,13.597256493176838,2073771.0722968427,14.544879764093483,-0.8133682308498333,-0.8931928780813412,43.74693761122667,609200.1676576664,3.1285957665245805,1.417933449389377,1.4373027826259577,0.811,0.913,0.1019999999999999,6576718.245,6576718245000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,12.5403228369562,지역통합_3개회계_순계,백만원
광주,2022,870927.5,204,196,8,0,0.844,7,6,1,0,0,0.0,,108.06,2020=100,376036,805966.592633722,13.599798813029947,2143322.960125419,14.577868434344255,-0.8105666194538073,-0.8274261694174435,44.75100809434455,2046.4249760556268,0.0025455574550619,0.0025423198531093,0.0329886702507735,0.896,0.811,-0.0849999999999999,7351309.295,7351309295000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,11.847243328373656,지역통합_3개회계_순계,백만원
광주,2023,1223803.0,198,198,0,0,0.706,7,6,1,0,0,0.29,,111.62,2020=100,364980,1096401.1825837663,13.907544634090806,3004003.459323158,14.915456776326833,-0.4714337608132876,-0.1544049786049525,55.02612640171128,290434.5899500443,0.360355618464244,0.307745821060859,0.337588341982574,0.844,0.896,0.052,7552199.99,7552199990000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,16.204589412627566,지역통합_3개회계_순계,백만원
광주,2024,1240977.0,200,200,0,0,0.699,8,7,1,0,0,0.0,,114.24,2020=100,355795,1086289.3907563025,13.898279138535624,3053132.817370403,14.931679102191232,-0.4816442455032761,-0.1220639060226204,55.51988254417305,-10111.791827463778,-0.0092227115294005,-0.0092654955551818,0.0162223258644012,0.706,0.844,0.138,7337396.771,7337396771000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,16.913042032901675,지역통합_3개회계_순계,백만원
대구,2016,774602.0,160,158,2,0,1.186,6,2,4,0,0,0.12,,95.718,2020=100,663695,809254.2677448337,13.603869681183223,1219316.5049380118,14.01380183799251,-0.8060805629113962,-1.951957810956764,27.58261010787898,,,,,,,,7213154.474,7213154474000,당초예산,9,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,10.738741320348437,지역통합_3개회계_순계,백만원
대구,2017,959658.5,163,163,0,0,1.067,6,0,0,6,0,,,97.492,2020=100,656227,984345.8950477988,13.799733649525992,1500008.2213133546,14.22098181359578,-0.5902404021586592,-1.5389206987326318,33.88851139504734,175091.62730296503,0.2163616977775064,0.1958639683427669,0.2071799756032692,1.186,,,7510292.544,7510292544000,당초예산,9,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,12.777911038454484,지역통합_3개회계_순계,백만원
대구,2018,1446836.0,232,230,2,0,0.987,6,0,0,6,0,,,99.158,2020=100,648823,1459121.8056031787,14.193345995040994,2248874.9714531987,14.62594108111179,-0.1564834807143721,-0.7315878185342737,46.21418697660037,474775.91055537993,0.4823262970302988,0.3936123455150024,0.4049592675160109,1.067,1.186,0.119,8258854.381,8258854381000,당초예산,9,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,17.518604073326863,지역통합_3개회계_순계,백만원
대구,2019,1765898.0,235,235,0,0,0.932,5,4,1,0,0,0.0,,99.467,2020=100,629627,1775360.6723838055,14.389514719225057,2819702.2560719373,14.85214220903412,0.0596925179688021,-0.2806298512556713,53.09903180569613,316238.86678062705,0.2167323286967799,0.1961687241840621,0.2262011279223301,0.987,1.067,0.0799999999999999,8991961.705,8991961705000,당초예산,9,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,19.63862901037566,지역통합_3개회계_순계,백만원
대구,2020,1929459.0,238,238,0,0,0.807,6,5,1,0,0,0.0,,100.0,2020=100,615844,1929459.0,14.47275072898566,3133032.0665623113,14.957512124159614,0.1514177795325053,-0.0705628052875047,56.306157791129365,154098.32761619426,0.0867983221737609,0.0832360097606041,0.1053699151254932,0.932,0.987,0.0549999999999999,9916317.896,9916317896000,당초예산,9,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,19.457413731948797,지역통합_3개회계_순계,백만원
대구,2021,2164115.0,267,267,0,0,0.785,8,8,0,0,0,0.0,,102.59,2020=100,593786,2109479.4814309385,14.561952257804476,3552592.1484018457,15.08318835913092,0.249716984243549,0.1799872250259987,60.13134374148204,180020.48143093847,0.0933010141345001,0.0892015288188154,0.1256762349713067,0.807,0.932,0.125,10125520.177,10125520177000,당초예산,9,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,21.372877266254054,지역통합_3개회계_순계,백만원
대구,2022,2523629.0,278,278,0,0,0.757,8,8,0,0,0,0.0,,108.06,2020=100,573820,2335396.076253933,14.663692488697787,4069910.5577601567,15.219131826902611,0.3618337149359595,0.4510061649146446,64.26903169084825,225916.59482299443,0.1070958958414456,0.101740230893311,0.1359434677716908,0.785,0.807,0.022,10923797.052,10923797052000,당초예산,9,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,23.10212271417069,지역통합_3개회계_순계,백만원
대구,2023,2696432.0,266,266,0,0,0.702,8,8,0,0,0,0.0,,111.62,2020=100,562435,2415724.7805052856,14.697510330148578,4295118.156774179,15.272989856152837,0.399100642573591,0.5583783412401875,65.90829926477487,80328.7042513527,0.0343961801889309,0.0338178414507908,0.0538580292502253,0.757,0.785,0.028,11628223.16,11628223160000,당초예산,9,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,23.18868465885204,지역통합_3개회계_순계,백만원
대구,2024,2848338.0,253,253,0,0,0.754,8,8,0,0,0,0.0,,114.24,2020=100,550732,2493293.067226891,14.729115312720127,4527234.784299606,15.325622109068751,0.4339290215579941,0.6633067914484678,67.51025809521994,77568.28672160534,0.0321097367330813,0.0316049825715509,0.0526322529159166,0.702,0.757,0.055,11677339.559,11677339559000,당초예산,10,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,24.392011430417977,지역통합_3개회계_순계,백만원
대전,2016,709547.0,230,230,0,0,1.192,6,0,6,0,2,24192.52,,95.718,2020=100,435675,741288.9947554274,13.516147183663708,1701472.415804045,14.347005148824575,-0.9027498897224886,-1.287678684130643,37.724261976243874,,,,,,,,4016882.713,4016882713000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,17.664120431091114,지역통합_3개회계_순계,백만원
대전,2017,935218.2,236,232,4,0,1.075,6,0,0,6,0,,,97.492,2020=100,429257,959276.863742666,13.773936055112577,2234737.846424557,14.6196349319653,-0.6186690966875142,-0.7441598522220676,46.02224779954364,217987.86898723865,0.2940659722854231,0.2577888714488683,0.272629783140724,1.192,,,4032992.448,4032992448000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,23.189187980349026,지역통합_3개회계_순계,백만원
대전,2018,997696.4,260,257,3,0,0.952,6,0,0,6,0,,,99.158,2020=100,422995,1006168.3374009156,13.821660942912644,2378676.6685207053,14.682055289782085,-0.5660767411775584,-0.6197176890179814,47.92212549552376,46891.47365824971,0.0488821063350786,0.0477248878000704,0.0624203578167819,1.075,1.192,0.1169999999999999,4596154.462,4596154462000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,21.70719909978517,지역통합_3개회계_순계,백만원
대전,2019,685088.0,192,192,0,0,0.883,6,2,4,0,0,0.23,,99.467,2020=100,413109,688759.0859279962,13.442648283157643,1667257.5178173224,14.32669122938378,-0.9837449529523712,-1.328176819142722,37.10597070375887,-317409.2514729195,-0.3154633669877104,-0.3790126597550021,-0.355364060398303,0.952,1.075,0.123,5043640.457,5043640457000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,13.583204549189777,지역통합_3개회계_순계,백만원
대전,2020,1247751.0,299,299,0,0,0.805,6,2,4,0,0,0.04,,100.0,2020=100,406576,1247751.0,14.036854090215764,3068924.3831411595,14.936838020220987,-0.3289360159089453,-0.1117790095261974,55.67690364502752,558991.9140720038,0.8115927985455884,0.5942058070581204,0.6101467908372076,0.883,0.952,0.0689999999999999,5698709.818,5698709818000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,21.89532437778884,지역통합_3개회계_순계,백만원
대전,2021,1337995.0,294,294,0,0,0.81,8,4,4,0,0,0.02,,102.59,2020=100,399066,1304215.8105078468,14.081113273374998,3268170.7048654775,14.999741274850292,-0.2801628327211319,0.0136258640188175,57.59147918824306,56464.81050784676,0.0452532680862181,0.0442591831592338,0.0629032546293046,0.805,0.883,0.0779999999999999,6015945.285,6015945285000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,22.240810655910078,지역통합_3개회계_순계,백만원
대전,2022,1500606.3,322,322,0,0,0.842,8,7,1,0,0,0.0,,108.06,2020=100,391878,1388678.7895613548,14.143864062086468,3543650.8034678004,15.080668336294467,-0.2110120826498259,0.1749632696361174,60.054642239795825,84462.97905350802,0.0647615052455308,0.0627507887114706,0.080927061444175,0.81,0.805,-0.005,6814220.276,6814220276000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,22.021687577156925,지역통합_3개회계_순계,백만원
대전,2023,1222344.0,235,235,0,0,0.787,8,7,1,0,0,0.0,,111.62,2020=100,387193,1095094.0691632323,13.906351738617635,2828289.9462625417,14.855183181280498,-0.4727483198558136,-0.2745673232949436,53.191589354980714,-293584.72039812244,-0.2114129794485143,-0.237512323468831,-0.2254851550139687,0.842,0.81,-0.0319999999999999,7046459.578,7046459578000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,17.346924174749024,지역통합_3개회계_순계,백만원
대전,2024,1676350.0,162,162,0,0,0.792,8,8,0,0,0,0.0,,114.24,2020=100,384407,1467393.2072829132,14.19899873764821,3817290.5469539138,15.155051709987816,-0.1502542141302283,0.3232550810350174,62.31863619264289,372299.1381196808,0.3399700067813871,0.2926469990305733,0.2998685287073162,0.787,0.842,0.0549999999999999,7070570.075,7070570075000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,23.708837932703748,지역통합_3개회계_순계,백만원
부산,2016,1757736.53,552,551,1,0,1.095,6,2,4,0,0,1.59,,95.718,2020=100,938715,1836369.8886311871,14.42330183881987,1956259.2359035355,14.486545165667664,0.0969255904242442,-1.0094896099754185,41.971417471171115,,,,,,,,10573185.713,10573185713000,당초예산,17,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,16.62447419077127,지역통합_3개회계_순계,백만원
부산,2017,3477747.6,513,507,6,0,0.976,6,0,0,6,0,,,97.492,2020=100,919415,3567213.3098100354,15.08729554378378,3879872.8646041616,15.171313201948385,0.8286401024441779,0.3556742357351392,62.81358442683807,1730843.421178848,0.9425352876315144,0.6639937049639091,0.6847680362807207,1.095,,,10791668.762,10791668762000,당초예산,17,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,32.22622632975881,지역통합_3개회계_순계,백만원
부산,2018,2341626.0,570,569,1,0,0.899,6,0,0,6,0,,,99.158,2020=100,899448,2361509.9134714296,14.67481218972259,2625510.2167901085,14.780786184300062,0.3740875157601915,-0.4228862942836723,50.92718075248743,-1205703.3963386058,-0.3379958784698561,-0.4124833540611892,-0.3905270176483224,0.976,1.095,0.119,11717637.267,11717637267000,당초예산,17,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,19.983772723487906,지역통합_3개회계_순계,백만원
부산,2019,2525413.0,556,556,0,0,0.827,6,4,2,0,0,0.08,,99.467,2020=100,871859,2538945.579941086,14.747259820662832,2912105.7188617494,14.88438733558796,0.4539240903001865,-0.2163454824776629,54.080471177183114,177435.6664696564,0.0751365325453261,0.0724476309402408,0.1036011512878971,0.899,0.976,0.0769999999999999,12543135.277,12543135277000,당초예산,17,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,20.13382574794342,지역통합_3개회계_순계,백만원
부산,2020,3494318.0,545,545,0,0,0.747,6,4,2,0,0,0.0,,100.0,2020=100,850001,3494318.0,15.066649064878954,4110957.5165205686,15.2291667749803,0.8058878863857502,0.4710119881765629,64.57446367970483,955372.420058914,0.3762870805923626,0.3193892442161221,0.3447794393923402,0.827,0.899,0.072,13774503.587,13774503587000,당초예산,17,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,25.368014011756053,지역통합_3개회계_순계,백만원
부산,2021,3944822.1,685,685,0,0,0.728,8,7,1,0,0,0.0,,102.59,2020=100,820849,3845230.6267667417,15.162344400139126,4684455.5171130635,15.35976046204042,0.9113432017283664,0.7313655248586226,68.54932127359423,350912.6267667413,0.1004237813406625,0.0956953352601726,0.1305936870601201,0.747,0.827,0.0799999999999999,14415991.457,14415991457000,당초예산,17,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,27.364209473671025,지역통합_3개회계_순계,백만원
부산,2022,5106355.100000001,748,748,0,0,0.723,8,4,4,0,0,0.0,,108.06,2020=100,791825,4725481.306681474,15.368480189188777,5967835.451875697,15.601895016313907,1.13850280756003,1.2140886103092638,75.91912906035134,880250.6799147325,0.2289201260874411,0.2061357890496484,0.2421345542734876,0.728,0.747,0.019,15653932.673,15653932673000,당초예산,17,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,32.620269977316774,지역통합_3개회계_순계,백만원
부산,2023,4317819.0,722,722,0,0,0.664,8,4,4,0,0,0.0,,111.62,2020=100,768246,3868320.1935137073,15.168331170761814,5035262.394485239,15.43197639547463,0.9179405638900952,0.8753362947913009,70.7473452200246,-857161.1131677665,-0.1813912821866008,-0.2001490184269609,-0.1699186208392777,0.723,0.728,0.005,16813047.287,16813047287000,당초예산,17,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,25.681358806018327,지역통합_3개회계_순계,백만원
부산,2024,4796613.0,683,683,0,0,0.683,8,6,2,0,0,0.0,,114.24,2020=100,747346,4198715.861344538,15.250289527372471,5618168.6412244635,15.541516482207603,1.0082578642876687,1.0937170575326167,74.08139800149961,330395.66783083044,0.085410630791326,0.0819583566106576,0.1095400867329754,0.664,0.723,0.0589999999999999,17229915.871,17229915871000,당초예산,17,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,27.838864890067576,지역통합_3개회계_순계,백만원
서울,2016,4173074.0,103,102,1,0,0.94,5,4,1,0,0,0.0,,95.718,2020=100,3063675,4359758.87502873,15.287927539273864,1423048.7486527555,14.168312836863388,1.0497345820727042,-1.6439223620932086,32.285434808115895,,,,,,,,27534501.217,27534501217000,당초예산,26,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,15.15580023444737,지역통합_3개회계_순계,백만원
서울,2017,4761473.0,128,124,4,0,0.836,5,0,0,5,0,,,97.492,2020=100,3026304,4883962.7866901895,15.401467699502644,1613837.4686383752,14.294126041414692,1.174854718476682,-1.393099267167065,36.11478967801931,524203.91166145913,0.1202369045370668,0.11354016022878,0.1258132045513047,0.94,,,29961328.578,29961328578000,당초예산,26,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,15.892062288239961,지역통합_3개회계_순계,백만원
서울,2018,5912413.0,184,184,0,0,0.761,5,0,0,5,0,,,99.158,2020=100,2998560,5962618.245628189,15.601020413245534,1988493.89227769,14.5028885749958,1.3947598402678116,-0.9769071435805146,42.46885901019498,1078655.4589379998,0.220856608874572,0.1995527137428894,0.2087625335811083,0.836,0.94,0.1039999999999999,31985643.433,31985643433000,당초예산,26,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,18.484583598840747,지역통합_3개회계_순계,백만원
서울,2019,5907309.0,162,162,0,0,0.717,6,5,0,1,0,0.0,,99.467,2020=100,2966582,5938963.676395186,15.59704537924419,2001955.0028939657,14.509635262039374,1.390379392015347,-0.9634568469220488,42.6742067634627,-23654.569233003072,-0.0039671446768114,-0.0039750340013444,0.0067466870435737,0.761,0.836,0.0749999999999999,36427604.106,36427604106000,당초예산,26,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,16.21657296705661,지역통합_3개회계_순계,백만원
서울,2020,6677517.0,177,176,1,0,0.642,6,5,1,0,0,0.0,,100.0,2020=100,2935517,6677517.0,15.71425691958224,2274732.866476331,14.63737362175564,1.5195453530785206,-0.7087957337337454,46.56215725003892,738553.3236048138,0.1243572723874779,0.1172115403380491,0.1277383597162664,0.717,0.761,0.044,40235802.629,40235802629000,당초예산,26,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,16.595958235432768,지역통합_3개회계_순계,백만원
서울,2021,7529092.0,228,228,0,0,0.626,8,7,1,0,0,0.0,,102.59,2020=100,2861556,7339011.599571108,15.808714868322443,2564692.6356049324,14.757349589143477,1.6236370806839795,-0.4696098425206836,50.21384513627055,661494.5995711079,0.0990629600150936,0.0944579487402048,0.1199759673878357,0.642,0.717,0.0749999999999999,40740257.041,40740257041000,당초예산,26,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,18.48071796018102,지역통합_3개회계_순계,백만원
서울,2022,7957659.899999999,227,227,0,0,0.593,8,8,0,0,0,0.0,,108.06,2020=100,2815291,7364112.437534703,15.812129225553058,2615755.3295679567,14.777063841031232,1.627399668666642,-0.4303072137523018,50.81388443057287,25100.837963595055,0.003420193253961,0.0034143572306142,0.0197142518877555,0.626,0.642,0.016,44918585.22,44918585220000,당초예산,26,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,17.71574029107411,지역통합_3개회계_순계,백만원
서울,2023,8314712.0,230,230,0,0,0.552,8,6,2,0,0,0.01,,111.62,2020=100,2783216,7449123.812936749,15.82360710868145,2676444.7362104664,14.80000025444994,1.640048182635265,-0.3845808353431134,51.51199610125388,85011.37540204637,0.0115440083408755,0.0114778831283928,0.0229364134187068,0.593,0.626,0.033,47811752.081,47811752081000,당초예산,26,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,17.390519355813776,지역통합_3개회계_순계,백만원
서울,2024,4872683.0,237,237,0,0,0.581,8,8,0,0,0,0.0,,114.24,2020=100,2750925,4265303.7464986,15.266024189227169,1550498.013031471,14.254087380973887,1.025597306416016,-1.4729209421993108,34.896139855926236,-3183820.0664381497,-0.4274086652860932,-0.5575829194542816,-0.5459128734760519,0.552,0.593,0.0409999999999999,47888961.761,47888961761000,당초예산,26,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,10.174960618937941,지역통합_3개회계_순계,백만원
세종,2016,97707.0,114,114,0,0,1.821,5,5,0,0,0,0.0,,95.718,2020=100,72474,102077.97906349902,11.533502097191407,1408477.234090833,14.158020412924516,-3.087605214571767,-1.664441493100534,31.97216607075252,,,,,,,,1048827.518,1048827518000,당초예산,1,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,9.315831089778865,지역통합_3개회계_순계,백만원
세종,2017,89445.0,102,102,0,0,1.668,5,0,0,5,0,,,97.492,2020=100,82673,91745.98941451608,11.426789952457655,1109745.4962867692,13.919642165481807,-3.205200945264277,-2.139675948815145,24.71668834900404,-10331.989648982955,-0.1012166359852775,-0.106712144733752,-0.2383782474427089,1.821,,,1195710.363,1195710363000,당초예산,1,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,7.480490490655721,지역통합_3개회계_순계,백만원
세종,2018,104743.0,93,90,3,0,1.566,5,0,0,5,0,,,99.158,2020=100,92412,105632.42501865709,11.56773012496878,1143059.6136720025,13.9492199717051,-3.04988626564907,-2.080709189924375,25.61694295030891,13886.43560414102,0.1513574129262582,0.1409401725111259,0.0295778062232923,1.668,1.821,0.153,1423054.846,1423054846000,당초예산,1,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,7.360433105893096,지역통합_3개회계_순계,백만원
세종,2019,129545.0,100,100,0,0,1.472,6,5,1,0,0,0.0,,99.467,2020=100,97804,130239.17480169302,11.777135523386058,1331634.4403265002,14.10191839917301,-2.819123582551698,-1.776287310643505,30.264598726474993,24606.749783035935,0.2329469363094696,0.2094053984172763,0.1526984274679108,1.566,1.668,0.1019999999999998,1468577.881,1468577881000,당초예산,1,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,8.82111883040134,지역통합_3개회계_순계,백만원
세종,2020,209363.0,107,107,0,0,1.277,6,4,2,0,0,0.09,,100.0,2020=100,98945,209363.0,12.251829642867902,2115953.3073929963,14.565016477867534,-2.2960153461351047,-0.8530480229489881,44.35983530530827,79123.82519830698,0.6075270771546568,0.4746941194818443,0.4630980786945233,1.472,1.566,0.094,1520953.72,1520953720000,당초예산,1,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,13.765244612439623,지역통합_3개회계_순계,백만원
세종,2021,175466.0,93,93,0,0,1.277,8,7,1,0,0,0.0,,102.59,2020=100,100229,171036.16336874937,12.04963614151394,1706453.854361007,14.349928591872604,-2.518830589820068,-1.2818504641456163,37.813242309530565,-38326.836631250626,-0.1830640401181231,-0.2021935013539604,-0.2150878859949312,1.277,1.472,0.195,1665746.65,1665746650000,당초예산,1,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,10.533774748999196,지역통합_3개회계_순계,백만원
세종,2022,231310.4,108,108,0,0,1.121,8,8,0,0,0,0.0,,108.06,2020=100,99462,214057.3755321118,12.274004039665844,2152152.3348827874,14.581979449994442,-2.271579379632645,-0.819230386849575,44.87613437068756,43021.21216336242,0.251532841453008,0.2243678981519021,0.2320508581218394,1.277,1.277,0.0,1771604.264,1771604264000,당초예산,1,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,13.056550195794742,지역통합_3개회계_순계,백만원
세종,2023,318453.0,112,112,0,0,0.971,8,8,0,0,0,0.0,,111.62,2020=100,97150,285301.0213223437,12.561303622077803,2936706.344028242,14.892799560690287,-1.9549780742640583,-0.1995747441206979,54.33651262591026,71243.64579023188,0.3328249989664302,0.2872995824119595,0.310820110695845,1.121,1.277,0.1559999999999999,1893247.236,1893247236000,당초예산,1,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,16.820465597130287,지역통합_3개회계_순계,백만원
세종,2024,329034.0,120,120,0,0,1.028,8,8,0,0,0,0.0,,114.24,2020=100,95902,288019.9579831933,12.570788527245396,3003273.737598729,14.915213830492586,-1.9445258023458512,-0.1548893190703433,55.01873190113556,2718.9366608496057,0.0095300628376568,0.0094849051675929,0.0224142698022991,0.971,1.121,0.15,1792182.76,1792182760000,당초예산,1,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,18.35939990852272,지역통합_3개회계_순계,백만원
울산,2016,577145.0,155,155,0,0,1.418,6,4,2,0,1,262.31,,95.718,2020=100,335848,602963.9148331557,13.309614289660257,1795347.641889056,14.40070979050907,-1.130347101295473,-1.1806123035607776,39.35886091921151,,,,,,,,3723980.614,3723980614000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,15.498066714694234,지역통합_3개회계_순계,백만원
울산,2017,2222729.4,154,154,0,0,1.261,6,0,0,6,0,,,97.492,2020=100,328031,2279909.531038444,14.639646759388071,6950286.805327679,15.754293627522085,0.3353355584677766,1.517912771390015,80.55765938058151,1676945.6162052883,2.7811707715034837,1.3300324697278167,1.353583837013014,1.418,,,4199822.615,4199822615000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,52.92436380673187,지역통합_3개회계_순계,백만원
울산,2018,948045.0,189,189,0,0,1.131,6,0,0,6,0,,,99.158,2020=100,319567,956095.3226164303,13.770613942832933,2991846.225099683,14.911401555643057,-0.6223300316442786,-0.1624895274894701,54.902698347165455,-1323814.2084220136,-0.580643306411833,-0.8690328165551389,-0.842892071879028,1.261,1.418,0.157,4361542.03,4361542030000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,21.7364636974506,지역통합_3개회계_순계,백만원
울산,2019,356752.0,160,160,0,0,1.084,6,4,1,1,0,0.01,,99.467,2020=100,308880,358663.6774005449,12.790143184739367,1161174.8167590809,13.964943684838484,-1.702799133903678,-2.0493621591742146,26.095522902826783,-597431.6452158855,-0.624866193865447,-0.9804707580935652,-0.946457870804574,1.131,1.261,0.1299999999999999,4457310.384,4457310384000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,8.003750451855453,지역통합_3개회계_순계,백만원
울산,2020,1240133.6,194,194,0,0,0.984,6,4,2,0,2,25.6,,100.0,2020=100,296274,1240133.6,14.030730480077366,4185765.878882386,15.247200489773752,-0.3356841738669506,0.5069642729438146,65.12335275548219,881469.9225994551,2.45765037872808,1.240587295337999,1.282256804935269,1.084,1.131,0.0469999999999999,4720368.466,4720368466000,당초예산,6,행정안전부 지방재정365 기능별 회계별 세출예산,일반회계+기타특별회계+공기업특별회계,26.271966032577087,지역통합_3개회계_순계,백만원
