모형버전,모형,종속변수,설명변수,누락주의관측치_제외,계수,군집표준오차,t값,p값,95%신뢰구간_하한,95%신뢰구간_상한,관측치,지역수,연도수,잔차자유도,추론자유도,지역고정효과,연도고정효과,지역군집표준오차
강건성체크_2년시차(F_t-2),4-1. 일·가정 양립 여건,합계출산율,log1p_인구1인당_실질예산_전전년도,False,-0.0042409772007414165,0.0045793992479453115,-0.9260990298332825,0.3681534734823756,-0.01394886993371051,0.005466915532227678,119,17,7,95.0,16.0,True,True,True
강건성체크_2년시차(F_t-2),4-2. 사회적 가치관,합계출산율,log1p_인구1인당_실질예산_전전년도,False,-0.0012865129220216744,0.004120789240594957,-0.3122006118022014,0.7589199164787211,-0.010022195870132852,0.007449170026089504,119,17,7,95.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),1-1. 고용여건,합계출산율,log1p_인구1인당_실질예산_전년도,False,-0.0001583238145486535,0.0027165348447326446,-0.05828153276062078,0.9542460681027067,-0.005917120427416575,0.005600472798319268,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),1-2. 주거안정성,합계출산율,log1p_인구1인당_실질예산_전년도,False,-0.0012463360540750086,0.001556202268444975,-0.800883072430168,0.43493155055399,-0.004545337489611648,0.0020526653814616313,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),1-3. 경제적 여건,합계출산율,log1p_인구1인당_실질예산_전년도,False,0.004361123456351661,0.005374127131444104,0.8115035892684149,0.4289843285511211,-0.0070315171282854146,0.015753764040988737,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),2-1. 돌봄 여건,합계출산율,log1p_인구1인당_실질예산_전년도,False,-0.005711754038448633,0.008271389852440138,-0.6905434443721222,0.49974831661364894,-0.023246317218561394,0.011822809141664128,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),2-2. 여가 인프라,합계출산율,log1p_인구1인당_실질예산_전년도,False,0.0003800068001936826,0.0034370749627991646,0.11056110335289396,0.9133393552014547,-0.006906266627264963,0.0076662802276523286,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),2-3. 가사수행 격차,합계출산율,log1p_인구1인당_실질예산_전년도,False,0.00893641819267867,0.004478289207526937,1.9954982312573024,0.06330464649062713,-0.0005571308298030382,0.018429967215160378,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),3-1. 의료서비스 여건,합계출산율,log1p_인구1인당_실질예산_전년도,False,0.0005906729747299196,0.005618548297726834,0.10512910870035513,0.9175800299576707,-0.011320117335551754,0.012501463285011595,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),3-2. 산후조리 여건,합계출산율,log1p_인구1인당_실질예산_전년도,False,-0.0028196285751641566,0.006963458433126634,-0.40491784394814384,0.6908999870720749,-0.017581501008456242,0.011942243858127928,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),3-3. 아동안전 수준,합계출산율,log1p_인구1인당_실질예산_전년도,False,0.00545162925895187,0.00523292743287535,1.041793399370025,0.31299430255352456,-0.00564168133644086,0.0165449398543446,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),4-1. 일·가정 양립 여건,합계출산율,log1p_인구1인당_실질예산_전년도,False,-0.00433713462023997,0.008694844214319897,-0.4988168290694575,0.6246964596577335,-0.022769380946079984,0.014095111705600044,136,17,8,110.0,16.0,True,True,True
강건성체크_S통제(F_t-1+S_t-1),4-2. 사회적 가치관,합계출산율,log1p_인구1인당_실질예산_전년도,False,0.0028431812878507556,0.0034823335235291417,0.8164586386226892,0.42622743183115186,-0.004539036002334495,0.010225398578036006,136,17,8,110.0,16.0,True,True,True
