연도,지역,분모대안,예산단계,행정범위,회계범위,금액기준,분모금액_원,분모금액_백만원,출처
2016,울산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,3723980614000,3723980.614,행정안전부 지방재정365 기능별 회계별 세출예산
2016,인천,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8960219625000,8960219.625,행정안전부 지방재정365 기능별 회계별 세출예산
2016,전남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11703884511000,11703884.511,행정안전부 지방재정365 기능별 회계별 세출예산
2016,전북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9478473289000,9478473.289,행정안전부 지방재정365 기능별 회계별 세출예산
2016,제주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,3890498595000,3890498.595,행정안전부 지방재정365 기능별 회계별 세출예산
2016,충남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10288195424000,10288195.424,행정안전부 지방재정365 기능별 회계별 세출예산
2016,충북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7126733448000,7126733.448,행정안전부 지방재정365 기능별 회계별 세출예산
2017,강원,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9521900642000,9521900.642,행정안전부 지방재정365 기능별 회계별 세출예산
2017,경기,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,38770100561000,38770100.561,행정안전부 지방재정365 기능별 회계별 세출예산
2017,경남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14218184687000,14218184.687,행정안전부 지방재정365 기능별 회계별 세출예산
2017,경북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15604746586000,15604746.586,행정안전부 지방재정365 기능별 회계별 세출예산
2017,광주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4236416938000,4236416.938,행정안전부 지방재정365 기능별 회계별 세출예산
2017,대구,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7510292544000,7510292.544,행정안전부 지방재정365 기능별 회계별 세출예산
2017,대전,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4032992448000,4032992.448,행정안전부 지방재정365 기능별 회계별 세출예산
2017,부산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10791668762000,10791668.762,행정안전부 지방재정365 기능별 회계별 세출예산
2017,서울,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,29961328578000,29961328.578,행정안전부 지방재정365 기능별 회계별 세출예산
2017,세종,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1195710363000,1195710.363,행정안전부 지방재정365 기능별 회계별 세출예산
2017,울산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4199822615000,4199822.615,행정안전부 지방재정365 기능별 회계별 세출예산
2017,인천,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9324193142000,9324193.142,행정안전부 지방재정365 기능별 회계별 세출예산
2017,전남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12035927742000,12035927.742,행정안전부 지방재정365 기능별 회계별 세출예산
2017,전북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9784204602000,9784204.602,행정안전부 지방재정365 기능별 회계별 세출예산
2017,제주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4285850389000,4285850.389,행정안전부 지방재정365 기능별 회계별 세출예산
2017,충남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10253514801000,10253514.801,행정안전부 지방재정365 기능별 회계별 세출예산
2017,충북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7426389159000,7426389.159,행정안전부 지방재정365 기능별 회계별 세출예산
2018,강원,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10154992436000,10154992.436,행정안전부 지방재정365 기능별 회계별 세출예산
2018,경기,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,43263494672000,43263494.672,행정안전부 지방재정365 기능별 회계별 세출예산
2018,경남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15365527269000,15365527.269,행정안전부 지방재정365 기능별 회계별 세출예산
2018,경북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16565209477000,16565209.477,행정안전부 지방재정365 기능별 회계별 세출예산
2018,광주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4731652999000,4731652.999,행정안전부 지방재정365 기능별 회계별 세출예산
2018,대구,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8258854381000,8258854.381,행정안전부 지방재정365 기능별 회계별 세출예산
2018,대전,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4596154462000,4596154.462,행정안전부 지방재정365 기능별 회계별 세출예산
2018,부산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11717637267000,11717637.267,행정안전부 지방재정365 기능별 회계별 세출예산
2018,서울,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,31985643433000,31985643.433,행정안전부 지방재정365 기능별 회계별 세출예산
2018,세종,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1423054846000,1423054.846,행정안전부 지방재정365 기능별 회계별 세출예산
2018,울산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4361542030000,4361542.03,행정안전부 지방재정365 기능별 회계별 세출예산
2018,인천,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10316113071000,10316113.071,행정안전부 지방재정365 기능별 회계별 세출예산
2018,전남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13185409095000,13185409.095,행정안전부 지방재정365 기능별 회계별 세출예산
2018,전북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10738753671000,10738753.671,행정안전부 지방재정365 기능별 회계별 세출예산
2018,제주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4784074371000,4784074.371,행정안전부 지방재정365 기능별 회계별 세출예산
2018,충남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11213848862000,11213848.862,행정안전부 지방재정365 기능별 회계별 세출예산
2018,충북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8016426191000,8016426.191,행정안전부 지방재정365 기능별 회계별 세출예산
2019,강원,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11146370678000,11146370.678,행정안전부 지방재정365 기능별 회계별 세출예산
2019,경기,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,46970041034000,46970041.034,행정안전부 지방재정365 기능별 회계별 세출예산
2019,경남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,17016014614000,17016014.614,행정안전부 지방재정365 기능별 회계별 세출예산
2019,경북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,17575618782000,17575618.782,행정안전부 지방재정365 기능별 회계별 세출예산
2019,광주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5328381528000,5328381.528,행정안전부 지방재정365 기능별 회계별 세출예산
2019,대구,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8991961705000,8991961.705,행정안전부 지방재정365 기능별 회계별 세출예산
2019,대전,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5043640457000,5043640.457,행정안전부 지방재정365 기능별 회계별 세출예산
2019,부산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12543135277000,12543135.277,행정안전부 지방재정365 기능별 회계별 세출예산
2019,서울,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,36427604106000,36427604.106,행정안전부 지방재정365 기능별 회계별 세출예산
2019,세종,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1468577881000,1468577.881,행정안전부 지방재정365 기능별 회계별 세출예산
2019,울산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4457310384000,4457310.384,행정안전부 지방재정365 기능별 회계별 세출예산
2019,인천,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11539820376000,11539820.376,행정안전부 지방재정365 기능별 회계별 세출예산
2019,전남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14541430272000,14541430.272,행정안전부 지방재정365 기능별 회계별 세출예산
2019,전북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11891403652000,11891403.652,행정안전부 지방재정365 기능별 회계별 세출예산
2019,제주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5116992495000,5116992.495,행정안전부 지방재정365 기능별 회계별 세출예산
2019,충남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12225713132000,12225713.132,행정안전부 지방재정365 기능별 회계별 세출예산
2019,충북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8731174047000,8731174.047,행정안전부 지방재정365 기능별 회계별 세출예산
2020,강원,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12186115761000,12186115.761,행정안전부 지방재정365 기능별 회계별 세출예산
2020,경기,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,50838024122000,50838024.122,행정안전부 지방재정365 기능별 회계별 세출예산
2020,경남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,18952472124000,18952472.124,행정안전부 지방재정365 기능별 회계별 세출예산
2020,경북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,19253998100000,19253998.1,행정안전부 지방재정365 기능별 회계별 세출예산
2020,광주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5992342346000,5992342.346,행정안전부 지방재정365 기능별 회계별 세출예산
2020,대구,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9916317896000,9916317.896,행정안전부 지방재정365 기능별 회계별 세출예산
2020,대전,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5698709818000,5698709.818,행정안전부 지방재정365 기능별 회계별 세출예산
2020,부산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13774503587000,13774503.587,행정안전부 지방재정365 기능별 회계별 세출예산
2020,서울,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,40235802629000,40235802.629,행정안전부 지방재정365 기능별 회계별 세출예산
2020,세종,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1520953720000,1520953.72,행정안전부 지방재정365 기능별 회계별 세출예산
2020,울산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4720368466000,4720368.466,행정안전부 지방재정365 기능별 회계별 세출예산
2020,인천,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12535613166000,12535613.166,행정안전부 지방재정365 기능별 회계별 세출예산
2020,전남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15974487009000,15974487.009,행정안전부 지방재정365 기능별 회계별 세출예산
2020,전북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13008886514000,13008886.514,행정안전부 지방재정365 기능별 회계별 세출예산
2020,제주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5647320940000,5647320.94,행정안전부 지방재정365 기능별 회계별 세출예산
2020,충남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13362276827000,13362276.827,행정안전부 지방재정365 기능별 회계별 세출예산
2020,충북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9608095076000,9608095.076,행정안전부 지방재정365 기능별 회계별 세출예산
2021,강원,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12917687435000,12917687.435,행정안전부 지방재정365 기능별 회계별 세출예산
2021,경기,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,51454732035000,51454732.035,행정안전부 지방재정365 기능별 회계별 세출예산
2021,경남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,19977703680000,19977703.68,행정안전부 지방재정365 기능별 회계별 세출예산
2021,경북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,20110469353000,20110469.353,행정안전부 지방재정365 기능별 회계별 세출예산
2021,광주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6576718245000,6576718.245,행정안전부 지방재정365 기능별 회계별 세출예산
2021,대구,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10125520177000,10125520.177,행정안전부 지방재정365 기능별 회계별 세출예산
2021,대전,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6015945285000,6015945.285,행정안전부 지방재정365 기능별 회계별 세출예산
2021,부산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14415991457000,14415991.457,행정안전부 지방재정365 기능별 회계별 세출예산
2021,서울,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,40740257041000,40740257.041,행정안전부 지방재정365 기능별 회계별 세출예산
2021,세종,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1665746650000,1665746.65,행정안전부 지방재정365 기능별 회계별 세출예산
2021,울산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4865303731000,4865303.731,행정안전부 지방재정365 기능별 회계별 세출예산
2021,인천,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13307454090000,13307454.09,행정안전부 지방재정365 기능별 회계별 세출예산
2021,전남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16695307870000,16695307.87,행정안전부 지방재정365 기능별 회계별 세출예산
2021,전북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13989774511000,13989774.511,행정안전부 지방재정365 기능별 회계별 세출예산
2021,제주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5559803500000,5559803.5,행정안전부 지방재정365 기능별 회계별 세출예산
2021,충남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14422887284000,14422887.284,행정안전부 지방재정365 기능별 회계별 세출예산
2021,충북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10250433486000,10250433.486,행정안전부 지방재정365 기능별 회계별 세출예산
2022,강원,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13816924422000,13816924.422,행정안전부 지방재정365 기능별 회계별 세출예산
2022,경기,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,56853640643000,56853640.643,행정안전부 지방재정365 기능별 회계별 세출예산
2022,경남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,21459177621000,21459177.621,행정안전부 지방재정365 기능별 회계별 세출예산
2022,경북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,21998328107000,21998328.107,행정안전부 지방재정365 기능별 회계별 세출예산
2022,광주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7351309295000,7351309.295,행정안전부 지방재정365 기능별 회계별 세출예산
2022,대구,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10923797052000,10923797.052,행정안전부 지방재정365 기능별 회계별 세출예산
2022,대전,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6814220276000,6814220.276,행정안전부 지방재정365 기능별 회계별 세출예산
2022,부산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15653932673000,15653932.673,행정안전부 지방재정365 기능별 회계별 세출예산
2022,서울,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,44918585220000,44918585.22,행정안전부 지방재정365 기능별 회계별 세출예산
2022,세종,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1771604264000,1771604.264,행정안전부 지방재정365 기능별 회계별 세출예산
2022,울산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5286892471000,5286892.471,행정안전부 지방재정365 기능별 회계별 세출예산
2022,인천,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14562995311000,14562995.311,행정안전부 지방재정365 기능별 회계별 세출예산
2022,전남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,18502101927000,18502101.927,행정안전부 지방재정365 기능별 회계별 세출예산
2022,전북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15129740896000,15129740.896,행정안전부 지방재정365 기능별 회계별 세출예산
2022,제주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6094351579000,6094351.579,행정안전부 지방재정365 기능별 회계별 세출예산
2022,충남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15895999923000,15895999.923,행정안전부 지방재정365 기능별 회계별 세출예산
2022,충북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11274717944000,11274717.944,행정안전부 지방재정365 기능별 회계별 세출예산
2023,강원,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14912819337000,14912819.337,행정안전부 지방재정365 기능별 회계별 세출예산
2023,경기,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,58197529785000,58197529.785,행정안전부 지방재정365 기능별 회계별 세출예산
2023,경남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,23135534545000,23135534.545,행정안전부 지방재정365 기능별 회계별 세출예산
2023,경북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,24172297929000,24172297.929,행정안전부 지방재정365 기능별 회계별 세출예산
2023,광주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7552199990000,7552199.99,행정안전부 지방재정365 기능별 회계별 세출예산
2023,대구,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11628223160000,11628223.16,행정안전부 지방재정365 기능별 회계별 세출예산
2023,대전,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7046459578000,7046459.578,행정안전부 지방재정365 기능별 회계별 세출예산
2023,부산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16813047287000,16813047.287,행정안전부 지방재정365 기능별 회계별 세출예산
2023,서울,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,47811752081000,47811752.081,행정안전부 지방재정365 기능별 회계별 세출예산
2023,세종,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1893247236000,1893247.236,행정안전부 지방재정365 기능별 회계별 세출예산
2023,울산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5644715797000,5644715.797,행정안전부 지방재정365 기능별 회계별 세출예산
2023,인천,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15533484476000,15533484.476,행정안전부 지방재정365 기능별 회계별 세출예산
2023,전남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,19545034459000,19545034.459,행정안전부 지방재정365 기능별 회계별 세출예산
2023,전북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16148751730000,16148751.73,행정안전부 지방재정365 기능별 회계별 세출예산
2023,제주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6701520126000,6701520.126,행정안전부 지방재정365 기능별 회계별 세출예산
2023,충남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16624199177000,16624199.177,행정안전부 지방재정365 기능별 회계별 세출예산
2023,충북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12050078674000,12050078.674,행정안전부 지방재정365 기능별 회계별 세출예산
2024,강원,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14634273729000,14634273.729,행정안전부 지방재정365 기능별 회계별 세출예산
2024,경기,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,60548416965000,60548416.965,행정안전부 지방재정365 기능별 회계별 세출예산
2024,경남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,23125498568000,23125498.568,행정안전부 지방재정365 기능별 회계별 세출예산
2024,경북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,24554048663000,24554048.663,행정안전부 지방재정365 기능별 회계별 세출예산
2024,광주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7337396771000,7337396.771,행정안전부 지방재정365 기능별 회계별 세출예산
2024,대구,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11677339559000,11677339.559,행정안전부 지방재정365 기능별 회계별 세출예산
2024,대전,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7070570075000,7070570.075,행정안전부 지방재정365 기능별 회계별 세출예산
2024,부산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,17229915871000,17229915.871,행정안전부 지방재정365 기능별 회계별 세출예산
2024,서울,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,47888961761000,47888961.761,행정안전부 지방재정365 기능별 회계별 세출예산
2024,세종,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1792182760000,1792182.76,행정안전부 지방재정365 기능별 회계별 세출예산
2024,울산,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5780757929000,5780757.929,행정안전부 지방재정365 기능별 회계별 세출예산
2024,인천,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16563973976000,16563973.976,행정안전부 지방재정365 기능별 회계별 세출예산
2024,전남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,19174871341000,19174871.341,행정안전부 지방재정365 기능별 회계별 세출예산
2024,전북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16229932294000,16229932.294,행정안전부 지방재정365 기능별 회계별 세출예산
2024,제주,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6871871526000,6871871.526,행정안전부 지방재정365 기능별 회계별 세출예산
2024,충남,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,17359127235000,17359127.235,행정안전부 지방재정365 기능별 회계별 세출예산
2024,충북,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12242686246000,12242686.246,행정안전부 지방재정365 기능별 회계별 세출예산
2016,강원,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,12439345023000,12439345.023,행정안전부 지방재정365 기능별 회계별 세출예산
2016,경기,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,47124571518000,47124571.518,행정안전부 지방재정365 기능별 회계별 세출예산
2016,경남,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,18897926368000,18897926.368,행정안전부 지방재정365 기능별 회계별 세출예산
2016,경북,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,20737266442000,20737266.442,행정안전부 지방재정365 기능별 회계별 세출예산
2016,광주,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5917328537000,5917328.537,행정안전부 지방재정365 기능별 회계별 세출예산
2016,대구,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,10142136000000,10142136.0,행정안전부 지방재정365 기능별 회계별 세출예산
2016,대전,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5636043167000,5636043.167,행정안전부 지방재정365 기능별 회계별 세출예산
2016,부산,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,14696969244000,14696969.244,행정안전부 지방재정365 기능별 회계별 세출예산
2016,서울,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,39210741290000,39210741.29,행정안전부 지방재정365 기능별 회계별 세출예산
2016,세종,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,1117265816000,1117265.816,행정안전부 지방재정365 기능별 회계별 세출예산
2016,울산,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5051290919000,5051290.919,행정안전부 지방재정365 기능별 회계별 세출예산
2016,인천,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,12151803113000,12151803.113,행정안전부 지방재정365 기능별 회계별 세출예산
2016,전남,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,16028080727000,16028080.727,행정안전부 지방재정365 기능별 회계별 세출예산
2016,전북,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,13099890400000,13099890.4,행정안전부 지방재정365 기능별 회계별 세출예산
2016,제주,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,4102809954000,4102809.954,행정안전부 지방재정365 기능별 회계별 세출예산
2016,충남,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,13853262572000,13853262.572,행정안전부 지방재정365 기능별 회계별 세출예산
2016,충북,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,9808174364000,9808174.364,행정안전부 지방재정365 기능별 회계별 세출예산
2017,강원,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,12386132413000,12386132.413,행정안전부 지방재정365 기능별 회계별 세출예산
2017,경기,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,50549773355000,50549773.355,행정안전부 지방재정365 기능별 회계별 세출예산
