세부영역,지역,종속변수,설명변수,추정가능,추정제외사유,지역별_반응계수,구조환경1점당_예산변화율_pct,군집표준오차,t값,p값,95%신뢰구간_하한,95%신뢰구간_상한,관측치,지역수,연도수,설계행렬_모수수,설계행렬_계수,지역고정효과,연도고정효과,지역군집표준오차,FDR_q값,FDR_0.05_유의
1-1. 고용여건,강원,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.09991712254440846,10.507932811738751,0.01656898125491435,6.0303721156527414,1.748994011008948e-05,0.06479245137941789,0.13504179370939903,119,17,7,40,40,True,True,True,0.0007638312513921585,True
1-1. 고용여건,경기,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.03614932121623446,3.681065276038089,0.031927939320102475,1.1322159207899183,0.27422716353205673,-0.03153488654166543,0.10383352897413435,119,17,7,40,40,True,True,True,0.5594234136053957,False
1-1. 고용여건,경남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.09602396601972388,10.07854451235419,0.03680688991949233,2.6088584563856654,0.01899579192812298,0.0179968450315387,0.17405108700790906,119,17,7,40,40,True,True,True,0.1358755394627355,False
1-1. 고용여건,경북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.05205837999304194,5.34372403769882,0.03620960763596004,1.4376952248812098,0.16979099185017021,-0.024702559117152148,0.12881931910323602,119,17,7,40,40,True,True,True,0.46389324559064365,False
1-1. 고용여건,광주,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.11880519657939248,12.615051894596593,0.05755174122052523,2.064319759226014,0.055592470517474776,-0.003199044613409266,0.2408094377721942,119,17,7,40,40,True,True,True,0.2835215996391214,False
1-1. 고용여건,대구,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.025948677506044182,2.6288275447984555,0.02472751288725722,1.0493848542048991,0.3095941939633742,-0.02647130810021426,0.07836866311230262,119,17,7,40,40,True,True,True,0.584789033041929,False
1-1. 고용여건,대전,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.05571215946179331,-5.4188660442087855,0.025056899103285298,-2.2234259407816626,0.04094036580097809,-0.10883041265290011,-0.002593906270686508,119,17,7,40,40,True,True,True,0.2319954062055425,False
1-1. 고용여건,부산,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.006883724831559412,-0.6860086269334098,0.013379662525826414,-0.5144916636179677,0.6139416388341716,-0.035247342321850866,0.021479892658732038,119,17,7,40,40,True,True,True,0.8500492259412136,False
1-1. 고용여건,서울,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.019842526475655042,2.004069797496734,0.028742164719531303,0.6903629795904466,0.4998587672403464,-0.041088140824369554,0.08077319377567964,119,17,7,40,40,True,True,True,0.8002585084683996,False
1-1. 고용여건,세종,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.010348546006928055,-1.0295184036266434,0.030339981743723085,-0.34108609867799355,0.7374767299195741,-0.07466643408372274,0.05396934206986663,119,17,7,40,40,True,True,True,0.8764555854356343,False
1-1. 고용여건,울산,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.06175913223208984,6.370610135454216,0.02912637829945028,2.120384882635939,0.04995407675744615,1.3968527962239519e-05,0.12350429593621745,119,17,7,40,40,True,True,True,0.2635508187548021,False
1-1. 고용여건,인천,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.001879489364872755,0.18812567120724036,0.02017001457475774,0.09318235036006806,0.9269155448621912,-0.04087903141752612,0.04463801014727163,119,17,7,40,40,True,True,True,0.9582302592156436,False
1-1. 고용여건,전남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.1422494985856425,15.286425065732875,0.0548164826893905,2.595013244313362,0.01953765926915151,0.026043746447733412,0.2584552507235516,119,17,7,40,40,True,True,True,0.1358755394627355,False
1-1. 고용여건,전북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.05286703914865992,-5.149388172046695,0.027687918471525835,-1.9093901624648386,0.07431066059450323,-0.1115628042408536,0.005828725943533751,119,17,7,40,40,True,True,True,0.29919818607786824,False
1-1. 고용여건,제주,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.02116284186017431,2.138836287691661,0.03159935652442345,0.6697238231359978,0.5125838812411971,-0.04582480148793269,0.08815048520828131,119,17,7,40,40,True,True,True,0.8002585084683996,False
1-1. 고용여건,충남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.011948097331440533,-1.1877002248544002,0.024640204174960354,-0.4849025294840016,0.6343174152499634,-0.06418299673583266,0.04028680207295161,119,17,7,40,40,True,True,True,0.8500492259412136,False
1-1. 고용여건,충북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.053836648078703475,5.5312200798848865,0.0313848794823482,1.7153689600427755,0.1055753322103474,-0.012696324251346897,0.12036962040875385,119,17,7,40,40,True,True,True,0.360771303640952,False
1-2. 주거안정성,강원,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.24004037772268078,27.130048150336567,0.13659729838779253,1.7572849577245577,0.09798380049336124,-0.04953295898890753,0.5296137144342691,119,17,7,40,40,True,True,True,0.34864003431358764,False
1-2. 주거안정성,경기,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.03586503981076594,3.651594866224178,0.052001513584837594,0.689692228905109,0.500269414078384,-0.07437324440525733,0.14610332402678922,119,17,7,40,40,True,True,True,0.8002585084683996,False
1-2. 주거안정성,경남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.2398392253598749,27.104478212580418,0.10692112320045362,2.2431416560245916,0.03939747547882917,0.013176569688544637,0.46650188103120516,119,17,7,40,40,True,True,True,0.2318389903177255,False
1-2. 주거안정성,경북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.05767823092806157,-5.604636633958302,0.09298870314872046,-0.6202713767909477,0.5438133886411375,-0.2548054755007462,0.1394490136446231,119,17,7,40,40,True,True,True,0.8055854666232117,False
1-2. 주거안정성,광주,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.233939483901214,26.35680236866686,0.10428712522880318,2.2432249751631086,0.0393910713371091,0.01286065448812354,0.4550183133143044,119,17,7,40,40,True,True,True,0.2318389903177255,False
1-2. 주거안정성,대구,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.2510930057799025,-22.204998565361947,0.06613462295320825,-3.796695203926036,0.0015837368197589316,-0.3912921434404083,-0.11089386811939672,119,17,7,40,40,True,True,True,0.0186393641094705,True
1-2. 주거안정성,대전,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.016180528983221698,-1.605032741342424,0.07407451102232054,-0.2184358527637947,0.8298513005400038,-0.17321147743666226,0.14085041947021887,119,17,7,40,40,True,True,True,0.9200525288595693,False
1-2. 주거안정성,부산,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.12730401103911804,-11.953403946606242,0.09025934990086633,-1.410424639430027,0.17755961579856344,-0.31864528519823,0.06403726311999391,119,17,7,40,40,True,True,True,0.46839002098586563,False
1-2. 주거안정성,서울,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.0331499637407367,-3.2606525233667685,0.03284252155325202,-1.0093611017956152,0.3278232593430533,-0.10277299922126393,0.03647307173979053,119,17,7,40,40,True,True,True,0.6116702277986238,False
1-2. 주거안정성,세종,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.057111735314698,-5.551146925277396,0.03573379155125817,-1.5982556799989818,0.12954454636376775,-0.1328639893854779,0.0186405187560819,119,17,7,40,40,True,True,True,0.39118503276673927,False
1-2. 주거안정성,울산,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.044512737938497304,-4.35365833561512,0.09029620836462594,-0.4929635335157154,0.6287352820161755,-0.2359321485502544,0.1469066726732598,119,17,7,40,40,True,True,True,0.8500492259412136,False
1-2. 주거안정성,인천,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.09766461396158221,10.259292881527333,0.07978674347340574,1.2240706878096292,0.23864513120909733,-0.07147572633529747,0.2668049542584619,119,17,7,40,40,True,True,True,0.5361220040160006,False
1-2. 주거안정성,전남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.12396923988785913,13.198105059958042,0.11619894649543305,1.0668706010405307,0.3018645253728812,-0.12236152255173643,0.3703000023274547,119,17,7,40,40,True,True,True,0.584623701038618,False
1-2. 주거안정성,전북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.03489830609281444,-3.42963825617085,0.0900072738525606,-0.3877276202141259,0.7033271747270399,-0.22570520290131632,0.15590859071568744,119,17,7,40,40,True,True,True,0.8598532716153982,False
1-2. 주거안정성,제주,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.09074376327551625,-8.674831045741733,0.07224540343233794,-1.2560489521039648,0.2271300315502972,-0.24389717685610687,0.062409650305074366,119,17,7,40,40,True,True,True,0.5208604150032656,False
1-2. 주거안정성,충남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.37371717839780505,45.31261168784378,0.09751114437998379,3.832558634954533,0.0014683456322126098,0.16700278669354857,0.5804315701020615,119,17,7,40,40,True,True,True,0.0186393641094705,True
1-2. 주거안정성,충북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.03305809434383136,-3.251764729605199,0.07792510132376915,-0.4242290838542394,0.6770477268677941,-0.19825192958244278,0.13213574089478006,119,17,7,40,40,True,True,True,0.8500492259412136,False
1-3. 경제적 여건,강원,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.04629609734182163,4.738449281165194,0.024024203393409046,1.9270606639353876,0.07192117928622627,-0.004632938741435458,0.09722513342507871,119,17,7,40,40,True,True,True,0.29919818607786824,False
1-3. 경제적 여건,경기,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.046745598364158376,4.785539904043714,0.029569620693776184,1.580865674546762,0.13347282200566313,-0.015939197240540222,0.10943039396885698,119,17,7,40,40,True,True,True,0.392718110901278,False
1-3. 경제적 여건,경남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.06488291602609812,6.703408447920549,0.033134707883425804,1.9581556672951077,0.06788327401836648,-0.00535952680412452,0.13512535885632077,119,17,7,40,40,True,True,True,0.29919818607786824,False
1-3. 경제적 여건,경북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.02619109749648943,2.6537098400523056,0.031200090230203145,0.8394558253916594,0.41358109623719036,-0.039950139118699504,0.09233233411167836,119,17,7,40,40,True,True,True,0.72733227269299,False
1-3. 경제적 여건,광주,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.04142812874566866,4.229824787696276,0.026393609819673317,1.569627232830762,0.1360648588690016,-0.014523824576634946,0.09738008206797227,119,17,7,40,40,True,True,True,0.3927910076784386,False
1-3. 경제적 여건,대구,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.06103103134233119,6.293189787902633,0.031203327428514917,1.9559142044113687,0.06816737308302653,-0.005117067826713506,0.1271791305113759,119,17,7,40,40,True,True,True,0.29919818607786824,False
1-3. 경제적 여건,대전,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.0644078503295962,6.652729357768875,0.024141831299512372,2.667894143179484,0.016842570073182867,0.013229454224854373,0.11558624643433803,119,17,7,40,40,True,True,True,0.12884566105984893,False
1-3. 경제적 여건,부산,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.03321323041026275,3.3770947144813914,0.028132389082980613,1.1806046870848916,0.2550138115771525,-0.026424770286502024,0.09285123110702753,119,17,7,40,40,True,True,True,0.5446454778342362,False
1-3. 경제적 여건,서울,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.043567895337784296,4.453091068356043,0.03758776521538346,1.1590977832316927,0.263423303004794,-0.03611460732819145,0.12325039800376004,119,17,7,40,40,True,True,True,0.5446454778342362,False
1-3. 경제적 여건,세종,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.05453107512868878,5.604529264720807,0.03987919035398178,1.3674067764328135,0.1904011228132577,-0.03000903183137034,0.1390711820887479,119,17,7,40,40,True,True,True,0.47213092673189144,False
1-3. 경제적 여건,울산,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.019233966451534898,1.9420130828534978,0.028623475582854153,0.6719647443183421,0.511193327958883,-0.041445091118687806,0.0799130240217576,119,17,7,40,40,True,True,True,0.8002585084683996,False
1-3. 경제적 여건,인천,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.037616432457118154,3.833288569319731,0.026652444964048994,1.41136891973169,0.1772858461468882,-0.018884226859372147,0.09411709177360846,119,17,7,40,40,True,True,True,0.46839002098586563,False
1-3. 경제적 여건,전남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.008002076961374421,0.8034179150153411,0.025019066710507513,0.3198391472378027,0.7532287961955338,-0.04503597513980054,0.06104012906254938,119,17,7,40,40,True,True,True,0.8797252352512724,False
1-3. 경제적 여건,전북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.0363615221712638,3.7030688316133107,0.022589590642332787,1.6096583044370214,0.12702249870401325,-0.011526270738656336,0.08424931508118394,119,17,7,40,40,True,True,True,0.39118503276673927,False
1-3. 경제적 여건,제주,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.11282636301571758,11.943754031360635,0.031310120548501554,3.603510974700391,0.0023814830422278638,0.04645187254569284,0.17920085348574233,119,17,7,40,40,True,True,True,0.0260262075329188,True
1-3. 경제적 여건,충남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.03505883114572486,3.5680637285855945,0.020630953530361127,1.699331593866044,0.10861241658062497,-0.008676836571275146,0.07879449886272487,119,17,7,40,40,True,True,True,0.360771303640952,False
1-3. 경제적 여건,충북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.0327550182548293,3.3297369238760735,0.020306601009916023,1.613023185851464,0.12628629281031653,-0.010293052835263355,0.07580308934492196,119,17,7,40,40,True,True,True,0.39118503276673927,False
2-1. 돌봄 여건,강원,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.023122436677438518,2.339183257252799,0.05464329570535669,0.4231523076887147,0.6778170298354775,-0.09271617545526116,0.1389610488101382,119,17,7,40,40,True,True,True,0.8500492259412136,False
2-1. 돌봄 여건,경기,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,-0.05997899456562572,-5.821568403487705,0.05082535360391927,-1.180099897248931,0.2552088214951022,-0.16772393100536828,0.04776594187411684,119,17,7,40,40,True,True,True,0.5446454778342362,False
2-1. 돌봄 여건,경남,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.013451675726938839,1.3542556559494494,0.03467959688392153,0.3878844316433051,0.7032134120641008,-0.06006578548214332,0.086969136936021,119,17,7,40,40,True,True,True,0.8598532716153982,False
2-1. 돌봄 여건,경북,log1p_인구1인당_실질예산_t+2,구조환경지수_t,True,,0.013823451237761741,1.3919436914302423,0.035324330615164413,0.3913294603756047,0.7007159741456936,-0.061060784424768894,0.08870768690029238,119,17,7,40,40,True,True,True,0.8598532716153982,False
