지역,구조환경연도,예산연도,세부영역,구조환경지수_t,인구1인당_실질예산_t+2_원,log1p_인구1인당_실질예산_t+2
인천,2021,2023,1-1. 고용여건,54.19027562379388,10186.546003902213,9.228921273259385
인천,2022,2024,1-1. 고용여건,59.63763180599904,8509.405794750763,9.049044904890101
전남,2016,2018,1-1. 고용여건,34.359471316463186,609.4055070028473,6.414123501887032
전남,2017,2019,1-1. 고용여건,34.117370892018776,13445.498233218046,9.506473996724312
전남,2018,2020,1-1. 고용여건,35.59390696098424,20922.982001815428,9.948651244320729
전남,2019,2021,1-1. 고용여건,39.45009124717041,17601.953244420023,9.775821964928147
전남,2020,2022,1-1. 고용여건,21.18397408830136,3828.039608392433,8.250369295741482
전남,2021,2023,1-1. 고용여건,31.603016743557134,19673.948849761007,9.887101473524208
전남,2022,2024,1-1. 고용여건,31.114019053499728,21860.791952679392,9.992495732418389
전북,2016,2018,1-1. 고용여건,44.60891934686857,205.1014604069974,5.3283685737859
전북,2017,2019,1-1. 고용여건,38.96284001900104,2088.1442169918423,7.644509795550803
전북,2018,2020,1-1. 고용여건,33.85894673231954,1103.0743239454953,7.006762546985387
전북,2019,2021,1-1. 고용여건,35.05819993737266,39971.96663628644,10.595958670524425
전북,2020,2022,1-1. 고용여건,25.313380504572745,41137.665119431294,10.62470371541342
전북,2021,2023,1-1. 고용여건,47.86505723723836,34548.58399112537,10.450150788345479
전북,2022,2024,1-1. 고용여건,33.040973014917476,24075.597144976964,10.088995574859544
제주,2016,2018,1-1. 고용여건,43.39637532663992,4817.752226705042,8.48027029940337
제주,2017,2019,1-1. 고용여건,53.876566358163245,4897.130012372396,8.496608781131325
제주,2018,2020,1-1. 고용여건,51.332216167545056,2429.971762664134,7.796046358725888
제주,2019,2021,1-1. 고용여건,47.16003071741051,13813.375712613066,9.533465047238598
제주,2020,2022,1-1. 고용여건,28.720146569471197,13267.903147511312,9.493178467354722
제주,2021,2023,1-1. 고용여건,36.467242943008785,15102.332035344773,9.622670663052535
제주,2022,2024,1-1. 고용여건,44.6787394185243,9120.363740512674,9.11837460484039
충남,2016,2018,1-1. 고용여건,67.4923682557054,1154.1152444977938,7.05195539676429
충남,2017,2019,1-1. 고용여건,71.7318048754237,490.51405541518807,6.197490536157355
충남,2018,2020,1-1. 고용여건,84.3077201389788,1861.4240541985428,7.529634173153101
충남,2019,2021,1-1. 고용여건,80.79951873567651,20409.96699800979,9.923827633319961
충남,2020,2022,1-1. 고용여건,53.5951680486653,25242.65867948141,10.136330261755544
충남,2021,2023,1-1. 고용여건,71.0389194056404,23003.301239490705,10.043436487839658
충남,2022,2024,1-1. 고용여건,75.58452438298386,4728.130174756409,8.46149656917481
충북,2016,2018,1-1. 고용여건,65.8395502428776,3191.370752045646,8.068519102215005
충북,2017,2019,1-1. 고용여건,68.8037333074033,6743.228090690793,8.816442320386573
충북,2018,2020,1-1. 고용여건,78.56041795199486,23736.650766087932,10.074817706489014
충북,2019,2021,1-1. 고용여건,75.48478000061841,25338.911585825943,10.140135964754045
충북,2020,2022,1-1. 고용여건,50.55266500751272,25758.718302087636,10.156567244680533
충북,2021,2023,1-1. 고용여건,61.83179044519251,11597.867790522389,9.358662768065539
충북,2022,2024,1-1. 고용여건,65.27532738394268,31083.27986138563,10.344457499678953
강원,2016,2018,1-2. 주거안정성,88.02802305891036,34860.51100629123,10.45913866312292
강원,2017,2019,1-2. 주거안정성,87.62740200113974,66665.57743152711,11.107459018334074
강원,2018,2020,1-2. 주거안정성,86.35916719518048,57341.395352507054,10.956795513111516
강원,2019,2021,1-2. 주거안정성,87.64560718463683,60707.18554884669,11.013833820490346
강원,2020,2022,1-2. 주거안정성,87.44301532492295,52018.10382806812,10.859366311404578
강원,2021,2023,1-2. 주거안정성,83.01881852185461,58455.83449695837,10.976043889011665
강원,2022,2024,1-2. 주거안정성,81.88132875587625,16241.634085886755,9.69539479796991
경기,2016,2018,1-2. 주거안정성,55.007375001252235,881.8836875064192,6.783193467699271
경기,2017,2019,1-2. 주거안정성,55.07922527867567,1697.3218297090627,7.437395883487304
경기,2018,2020,1-2. 주거안정성,55.47926092463627,1213.44245273318,7.102040363814596
경기,2019,2021,1-2. 주거안정성,55.682748661292074,572.8912080341405,6.3524398453143425
경기,2020,2022,1-2. 주거안정성,50.864946035119026,924.2829097886708,6.830099539170516
경기,2021,2023,1-2. 주거안정성,41.315325404904094,751.9028777603978,6.623936239083329
경기,2022,2024,1-2. 주거안정성,43.68215837782596,2456.062333671786,7.806721742029157
경남,2016,2018,1-2. 주거안정성,80.30541135600616,0.0,0.0
경남,2017,2019,1-2. 주거안정성,79.6420842314167,2439.096997426911,7.799793070540932
경남,2018,2020,1-2. 주거안정성,81.65561183954429,38966.659404161306,10.57048733504994
경남,2019,2021,1-2. 주거안정성,84.02422102121884,2714.8637549862815,7.9068653235714
경남,2020,2022,1-2. 주거안정성,80.2175650951705,1582.9692355856475,7.3676891502070045
경남,2021,2023,1-2. 주거안정성,77.49671282681227,1793.114734855199,7.492266995342507
경남,2022,2024,1-2. 주거안정성,78.64947932146569,1488.0528314510684,7.305895513217139
경북,2016,2018,1-2. 주거안정성,89.99840691826384,0.0,0.0
경북,2017,2019,1-2. 주거안정성,91.18696414170492,392.05512979324936,5.973949881403166
경북,2018,2020,1-2. 주거안정성,89.9930336169655,2692.153054894127,7.898467925542718
경북,2019,2021,1-2. 주거안정성,89.6363499880756,1034.445375167652,6.942586927312522
경북,2020,2022,1-2. 주거안정성,88.59256623537671,3026.6514604073277,8.01554250238639
경북,2021,2023,1-2. 주거안정성,85.20718851714483,61.70507883385413,4.1384424464932135
경북,2022,2024,1-2. 주거안정성,81.50998041717651,1897.7760782244025,7.548964788232731
광주,2016,2018,1-2. 주거안정성,80.05117098779796,1275.7820786276538,7.152098190434485
광주,2017,2019,1-2. 주거안정성,82.58646072840226,28785.82530376762,10.26767310672941
광주,2018,2020,1-2. 주거안정성,82.36208118676946,5316.265925521371,8.578714526457427
광주,2019,2021,1-2. 주거안정성,78.16075933317184,5450.34067271514,8.603616852399085
광주,2020,2022,1-2. 주거안정성,79.3983129602208,1810.680127193857,7.502009940773411
광주,2021,2023,1-2. 주거안정성,77.71111136759416,1457.429524867265,7.285115467857327
광주,2022,2024,1-2. 주거안정성,75.64522650528646,7970.6224412853535,8.983643319609701
대구,2016,2018,1-2. 주거안정성,75.31960441996247,154.43903461013306,5.046253594358526
대구,2017,2019,1-2. 주거안정성,74.82782332094489,146.97874927818157,4.997068677496432
대구,2018,2020,1-2. 주거안정성,74.0670840482319,293.8259455203998,5.68638516702728
대구,2019,2021,1-2. 주거안정성,71.72376784548727,333.77653826933647,5.813463259305989
대구,2020,2022,1-2. 주거안정성,67.73489830982449,8773.502074415046,9.07960530306768
대구,2021,2023,1-2. 주거안정성,62.4342812327859,4919.645791969428,8.501195059403079
대구,2022,2024,1-2. 주거안정성,67.49563499401324,8010.563417524493,8.988641204228188
대전,2016,2018,1-2. 주거안정성,70.98380199029039,1463.772005444769,7.289454881657171
대전,2017,2019,1-2. 주거안정성,74.46581326449808,2269.211534583099,7.727628293174819
대전,2018,2020,1-2. 주거안정성,72.08575718213372,2372.3879385239147,7.772073723278257
대전,2019,2021,1-2. 주거안정성,72.57402023826289,2663.0312517634775,7.887595762733917
대전,2020,2022,1-2. 주거안정성,69.34322570488463,2571.198956245831,7.85251643704924
대전,2021,2023,1-2. 주거안정성,64.44560313202976,2823.708131212127,7.946160321857948
대전,2022,2024,1-2. 주거안정성,64.31863363312482,7758.0138928553315,8.956610529439496
부산,2016,2018,1-2. 주거안정성,79.64133253057524,198.1847808606162,5.294232940929642
부산,2017,2019,1-2. 주거안정성,73.77280913319944,9321.491150615018,9.140185162802327
부산,2018,2020,1-2. 주거안정성,74.36303464801738,8706.897103282345,9.071985605941302
부산,2019,2021,1-2. 주거안정성,75.46201657004897,6966.43155912158,8.849001936433309
부산,2020,2022,1-2. 주거안정성,72.50203260843242,11193.853223905728,9.323209418085426
부산,2021,2023,1-2. 주거안정성,68.8016074066189,17821.629388410944,9.788224242800524
부산,2022,2024,1-2. 주거안정성,65.94497877435974,9193.050384528491,9.126311856504355
서울,2016,2018,1-2. 주거안정성,29.359514535810344,27075.29344720592,10.206413843478098
서울,2017,2019,1-2. 주거안정성,27.073185303562425,4599.820428359473,8.433989920565194
서울,2018,2020,1-2. 주거안정성,26.61206447690597,7460.335596665687,8.917489711578648
서울,2019,2021,1-2. 주거안정성,24.001627298898757,81887.65668054303,11.313115758179793
서울,2020,2022,1-2. 주거안정성,22.223662376868432,103898.2779784731,11.551177227866571
서울,2021,2023,1-2. 주거안정성,2.2364196527922076,77410.26761987421,11.256887625466753
서울,2022,2024,1-2. 주거안정성,9.984973176126177,77927.39000333054,11.263545607100657
세종,2016,2018,1-2. 주거안정성,62.51824306255938,56272.581355892326,10.937980456321545
세종,2017,2019,1-2. 주거안정성,63.42708080948416,438.3992109929706,6.085408364302495
세종,2018,2020,1-2. 주거안정성,68.20612630240582,138.05205280918156,4.93484834367191
세종,2019,2021,1-2. 주거안정성,63.67437818487245,56.89137436779915,4.0585683988317145
세종,2020,2022,1-2. 주거안정성,58.518707156096795,2637.5260677361844,7.87797573255291
세종,2021,2023,1-2. 주거안정성,45.630992024150885,2589.6283482257763,7.859655730762207
세종,2022,2024,1-2. 주거안정성,49.358111066051706,1323.316738548959,7.188651936397674
울산,2016,2018,1-2. 주거안정성,70.96327267839769,1045.8026744934225,6.953495725575752
울산,2017,2019,1-2. 주거안정성,76.54332027592987,2271.994288393962,7.728853311044266
울산,2018,2020,1-2. 주거안정성,71.90842977407229,3202.8957315188654,8.07212276443738
울산,2019,2021,1-2. 주거안정성,75.97077880652063,4970.145540238968,8.511405583525463
울산,2020,2022,1-2. 주거안정성,76.63701850741349,5046.736744217358,8.526695252349548
울산,2021,2023,1-2. 주거안정성,76.62435130201375,9295.68795224087,9.137413481542866
울산,2022,2024,1-2. 주거안정성,72.83375995175973,13056.794368921606,9.477140504105478
인천,2016,2018,1-2. 주거안정성,75.60841975077088,2890.5439024634957,7.96954586076625
인천,2017,2019,1-2. 주거안정성,71.90506000674462,4903.215932932262,8.497850508647536
인천,2018,2020,1-2. 주거안정성,71.35634659075347,32467.329523205204,10.388020416998136
인천,2019,2021,1-2. 주거안정성,71.46854557493884,142466.0354166321,11.866865921520237
인천,2020,2022,1-2. 주거안정성,67.2230896469717,237496.7339374815,12.377913361095446
인천,2021,2023,1-2. 주거안정성,63.70120891643926,2304.1200158995784,7.742888021710669
인천,2022,2024,1-2. 주거안정성,62.414162741051335,15084.69021949613,9.62150190589916
전남,2016,2018,1-2. 주거안정성,98.29760773669004,2525.7288483009584,7.834680799810981
전남,2017,2019,1-2. 주거안정성,92.36484775426337,3278.2505634220897,8.095370188509554
전남,2018,2020,1-2. 주거안정성,90.54817640294044,1899.73346653268,7.549995125679385
전남,2019,2021,1-2. 주거안정성,93.43116626409568,3291.21468796463,8.099315774726636
전남,2020,2022,1-2. 주거안정성,91.77530160427916,5282.1805164879015,8.572283565894944
전남,2021,2023,1-2. 주거안정성,87.0554365668962,3873.298043543284,8.262119775324448
전남,2022,2024,1-2. 주거안정성,89.10601460613866,4722.668978806688,8.46034110263657
전북,2016,2018,1-2. 주거안정성,85.2941963436094,1827.723717510674,7.511373580398208
전북,2017,2019,1-2. 주거안정성,92.45000292516876,3452.036417990446,8.147009244102533
전북,2018,2020,1-2. 주거안정성,90.13797793082568,65504.37802231097,11.089887525463585
전북,2019,2021,1-2. 주거안정성,88.57186392600019,2643.5925324932036,7.880272280437727
전북,2020,2022,1-2. 주거안정성,89.40775720472303,8034.639543638654,8.991641869732018
전북,2021,2023,1-2. 주거안정성,82.97241336471453,16289.172666106448,9.698317301055353
전북,2022,2024,1-2. 주거안정성,87.79070800887051,14988.29578590778,9.615091611067667
제주,2016,2018,1-2. 주거안정성,83.30706068226566,518.0378738392518,6.251976855145473
제주,2017,2019,1-2. 주거안정성,76.52453796522435,941.4266014697024,6.848458039864921
제주,2018,2020,1-2. 주거안정성,68.69965271894529,1202.2856804819062,7.092811161167131
제주,2019,2021,1-2. 주거안정성,72.45033430129348,26050.430527944023,10.167827960374103
제주,2020,2022,1-2. 주거안정성,71.48322889123288,30656.167569747933,10.330621766219256
제주,2021,2023,1-2. 주거안정성,70.44987318109007,57662.898429612265,10.962386579548802
제주,2022,2024,1-2. 주거안정성,64.14510527509168,15552.651677884383,9.652050724628689
충남,2016,2018,1-2. 주거안정성,80.92922256264319,2091.4952318129035,7.646112523657523
충남,2017,2019,1-2. 주거안정성,82.765483388621,176.84464842421883,5.180910407552191
충남,2018,2020,1-2. 주거안정성,83.06721829426532,140.57629575978575,4.95283876441983
충남,2019,2021,1-2. 주거안정성,83.45732407622386,463.9703642675036,6.141973670798281
충남,2020,2022,1-2. 주거안정성,82.72479779294063,715.0725531392587,6.573781493027068
충남,2021,2023,1-2. 주거안정성,77.17658919855958,1837.342800981963,7.516619793132413
충남,2022,2024,1-2. 주거안정성,76.87568290630382,0.0,0.0
충북,2016,2018,1-2. 주거안정성,86.97873223065204,27.37518929519967,3.3455151469757785
충북,2017,2019,1-2. 주거안정성,85.32684018090265,18209.01287806614,9.809726879918886
충북,2018,2020,1-2. 주거안정성,86.23712188614682,4517.256910268072,8.415881559127088
충북,2019,2021,1-2. 주거안정성,86.68709132795546,40057.18617965243,10.598088330602447
충북,2020,2022,1-2. 주거안정성,82.27842177880973,5375.899653875897,8.589867214533232
충북,2021,2023,1-2. 주거안정성,79.03203675208212,2896.094914297251,7.971463760193392
충북,2022,2024,1-2. 주거안정성,75.8475577536619,11559.996153790558,9.355392310986966
강원,2016,2018,1-3. 경제적 여건,11.949351076031132,32865.49525540645,10.400209036556273
강원,2017,2019,1-3. 경제적 여건,14.653015543499215,75074.3988684735,11.226248205770798
강원,2018,2020,1-3. 경제적 여건,21.07489381241043,49659.19888316575,10.81295906395075
강원,2019,2021,1-3. 경제적 여건,27.316800467753463,143826.080388341,11.876367026346792
강원,2020,2022,1-3. 경제적 여건,38.126260549005345,160026.16019399918,11.983098831022351
강원,2021,2023,1-3. 경제적 여건,47.85998121279257,302069.039267645,12.618414187572945
강원,2022,2024,1-3. 경제적 여건,57.01674919492798,314363.3471826355,12.65830793356065
경기,2016,2018,1-3. 경제적 여건,12.363093533354093,19703.625046035027,9.888608661081406
경기,2017,2019,1-3. 경제적 여건,15.447152547682286,62562.86972005095,11.043943229445102
경기,2018,2020,1-3. 경제적 여건,23.0456911682334,90955.85839697203,11.418140589536092
경기,2019,2021,1-3. 경제적 여건,30.603327149337197,32339.17101801317,10.384065421243683
경기,2020,2022,1-3. 경제적 여건,36.51794387238758,131108.7333543288,11.783789910735974
경기,2021,2023,1-3. 경제적 여건,41.434536192923325,163528.4390744595,12.00474830861268
경기,2022,2024,1-3. 경제적 여건,49.64188927903311,203721.58979925423,12.22451449346071
경남,2016,2018,1-3. 경제적 여건,7.902766257954007,4370.076192989611,8.382764526189222
경남,2017,2019,1-3. 경제적 여건,9.330268374665598,75711.7431369054,11.234701762601931
경남,2018,2020,1-3. 경제적 여건,16.03592370463648,94974.15688695072,11.461370629930753
경남,2019,2021,1-3. 경제적 여건,22.561607421039135,87675.04657612828,11.38140401193318
경남,2020,2022,1-3. 경제적 여건,27.37810411530469,102442.4406045426,11.537066126283444
경남,2021,2023,1-3. 경제적 여건,31.69558860831294,146734.45711934092,11.896386633081796
경남,2022,2024,1-3. 경제적 여건,41.58219621547669,147309.79624455608,11.900299894025222
경북,2016,2018,1-3. 경제적 여건,7.369497968030257,13770.129487028242,9.530329613560578
경북,2017,2019,1-3. 경제적 여건,9.32464413361232,69888.78142849574,11.154674729101794
경북,2018,2020,1-3. 경제적 여건,13.784358375011788,83336.8529981479,11.330658142683331
경북,2019,2021,1-3. 경제적 여건,18.444495549703134,75406.78592419348,11.230665810259014
경북,2020,2022,1-3. 경제적 여건,27.705849323761697,90387.72407690852,11.411874804937861
경북,2021,2023,1-3. 경제적 여건,35.511069133495525,83106.32344861918,11.327888105102712
경북,2022,2024,1-3. 경제적 여건,41.16182697432952,81182.46777257026,11.304466906560735
광주,2016,2018,1-3. 경제적 여건,15.554021832171136,24691.435823736698,10.114252233760446
광주,2017,2019,1-3. 경제적 여건,18.19633234046824,71765.05597797445,11.181166885284105
광주,2018,2020,1-3. 경제적 여건,23.999710364181652,2064.8981906922813,7.63332037000083
광주,2019,2021,1-3. 경제적 여건,29.36133988186401,100268.03878047048,11.51561224015977
광주,2020,2022,1-3. 경제적 여건,38.87031776233325,122332.82945024052,11.714508893811932
광주,2021,2023,1-3. 경제적 여건,47.87210291365569,134621.48878929802,11.810229760909026
광주,2022,2024,1-3. 경제적 여건,57.10882381708844,71879.02489452735,11.182753687231983
대구,2016,2018,1-3. 경제적 여건,5.392832840641009,5747.004075795255,8.656607956279258
대구,2017,2019,1-3. 경제적 여건,7.384791381725664,65210.51393455629,11.08539132641213
대구,2018,2020,1-3. 경제적 여건,14.674031072364736,65920.46498317561,11.096219387988954
대구,2019,2021,1-3. 경제적 여건,21.6892230787067,75247.23633590575,11.228547744939862
대구,2020,2022,1-3. 경제적 여건,27.46074938040547,99642.402015905,11.509353111867371
대구,2021,2023,1-3. 경제적 여건,32.39377157343411,122419.71432269824,11.71521886940436
대구,2022,2024,1-3. 경제적 여건,40.42200614667585,156259.71757835092,11.959281157747736
대전,2016,2018,1-3. 경제적 여건,16.328609378408892,6236.30281242053,8.738303126320872
대전,2017,2019,1-3. 경제적 여건,19.199974667611,11674.680619927873,9.365263378047977
대전,2018,2020,1-3. 경제적 여건,25.71758974873419,86251.90938072932,11.365039066275182
대전,2019,2021,1-3. 경제적 여건,32.582877265159674,102634.43595732604,11.53893853179
대전,2020,2022,1-3. 경제적 여건,42.248180867835785,173868.46510354418,12.066060096101069
대전,2021,2023,1-3. 경제적 여건,51.586263354933315,98371.34894206932,11.496515036864281
대전,2022,2024,1-3. 경제적 여건,61.884407569567074,215869.42911718457,12.28243364147697
부산,2016,2018,1-3. 경제적 여건,4.127076320234944,27867.056635809822,10.235236388436226
부산,2017,2019,1-3. 경제적 여건,6.270374627274697,63464.99922887063,11.058259596264167
부산,2018,2020,1-3. 경제적 여건,12.910799736740175,62425.81173566787,11.04175013732463
부산,2019,2021,1-3. 경제적 여건,20.42245106643373,63276.37039319398,11.055283046476866
부산,2020,2022,1-3. 경제적 여건,26.00525111625939,85235.24964810285,11.353182087686008
부산,2021,2023,1-3. 경제적 여건,31.604412221863942,111523.55326072342,11.622000054256306
부산,2022,2024,1-3. 경제적 여건,44.49278222322601,160226.93946423772,11.984352702056775
서울,2016,2018,1-3. 경제적 여건,32.93169792129281,23744.73741536248,10.075158316106924
서울,2017,2019,1-3. 경제적 여건,35.38994655207695,63326.535889857536,11.056075519703406
서울,2018,2020,1-3. 경제적 여건,39.040378658297186,68439.08811195457,11.133714015438887
서울,2019,2021,1-3. 경제적 여건,43.09574689504588,55296.089404819395,10.920475553301028
서울,2020,2022,1-3. 경제적 여건,47.62434581248869,73896.24425930862,11.210430816109858
서울,2021,2023,1-3. 경제적 여건,54.16535459073976,103762.3534635103,11.549868137892798
서울,2022,2024,1-3. 경제적 여건,63.553339905234665,143356.47849488867,11.873096639430253
세종,2016,2018,1-3. 경제적 여건,42.64770046981454,17615.668920833665,9.776600830586766
세종,2017,2019,1-3. 경제적 여건,42.94628973778,138722.999564668,11.840241623523967
세종,2018,2020,1-3. 경제적 여건,44.25744143475362,128048.09474979994,11.76016902209702
세종,2019,2021,1-3. 경제적 여건,48.07592492984822,125664.06312988391,11.741375417440976
세종,2020,2022,1-3. 경제적 여건,56.077096012315266,148533.7825439644,11.908574435683573
세종,2021,2023,1-3. 경제적 여건,64.58136955998445,215143.03979723167,12.279063035337039
세종,2022,2024,1-3. 경제적 여건,65.96870494470052,232107.7082560119,12.35496111097279
울산,2016,2018,1-3. 경제적 여건,27.05322205005367,102981.15640083182,11.542311013377319
울산,2017,2019,1-3. 경제적 여건,27.42134580507958,91506.04561085076,11.424171249510655
울산,2018,2020,1-3. 경제적 여건,29.357156977727417,99979.62214233504,11.512731667616084
울산,2019,2021,1-3. 경제적 여건,33.53443279208862,88342.69879553803,11.388990154271028
울산,2020,2022,1-3. 경제적 여건,43.24166407551659,107013.28276223702,11.580717588295103
울산,2021,2023,1-3. 경제적 여건,54.621813312340144,147590.3751347709,11.902202755394907
울산,2022,2024,1-3. 경제적 여건,62.334872096392935,185520.86473372317,12.130928023268092
인천,2016,2018,1-3. 경제적 여건,5.886668146885915,16165.287813898442,9.69068335379103
