지역,기준연도,세부영역,구조환경지수_t,구조환경지수_t1,구조환경_t1연도,구조환경지수_변화_t_t1,예산_t2연도,예산_t3연도,계획예산비중_t2_pct,계획예산비중_t3_pct,계획예산비중_변화_t2_t3_pp,예산누락주의_두연도,후행예산비중_증가,대응방향
경북,2020,2-2. 여가 인프라,29.073489922283812,26.742467329603173,2021.0,-2.3310225926806396,2022,2023.0,0.3917690134663374,0.4146087883560827,0.0228397748897453,False,True,하락 후 비중 증가
광주,2019,2-2. 여가 인프라,22.21855370443669,21.76896795112929,2020.0,-0.4495857533073994,2021,2022.0,0.3874910168844379,0.5770859227662464,0.1895949058818085,False,True,하락 후 비중 증가
광주,2020,2-2. 여가 인프라,21.76896795112929,19.673147021728077,2021.0,-2.0958209294012136,2022,2023.0,0.5770859227662464,0.1983979447672542,-0.3786879779989922,False,False,하락 후 비중 비증가
부산,2017,2-2. 여가 인프라,8.00415688847064,7.096130111010664,2018.0,-0.9080267774599752,2019,2020.0,0.1342354696043775,0.0349710587302014,-0.099264410874176,False,False,하락 후 비중 비증가
서울,2019,2-2. 여가 인프라,22.37908527959588,22.073603771084137,2020.0,-0.3054815085117432,2021,2022.0,0.0975017970294426,0.0936745235870158,-0.0038272734424267,False,False,하락 후 비중 비증가
세종,2016,2-2. 여가 인프라,50.10878965176204,45.363396972832696,2017.0,-4.745392678929342,2018,2019.0,0.0544189110489483,0.147439113821452,0.0930202027725037,False,True,하락 후 비중 증가
세종,2019,2-2. 여가 인프라,57.967582881742835,49.59109588856163,2020.0,-8.376486993181203,2021,2022.0,2.143435195422475,3.7616121021795825,1.6181769067571077,False,True,하락 후 비중 증가
세종,2020,2-2. 여가 인프라,49.59109588856163,40.74370408542411,2021.0,-8.84739180313752,2022,2023.0,3.7616121021795825,1.5616119176142162,-2.2000001845653663,False,False,하락 후 비중 비증가
울산,2021,2-2. 여가 인프라,29.325340473092268,29.06337982533183,2022.0,-0.2619606477604392,2023,2024.0,0.0871800860433596,0.2639345253852383,0.1767544393418787,False,True,하락 후 비중 증가
전북,2020,2-2. 여가 인프라,33.35734739494906,33.142073684062005,2021.0,-0.2152737108870539,2022,2023.0,0.1924436960697854,0.0742027196038762,-0.1182409764659092,False,False,하락 후 비중 비증가
제주,2016,2-2. 여가 인프라,60.93407237666027,60.76318356587757,2017.0,-0.1708888107826993,2018,2019.0,0.2227492694077139,0.4048847384575197,0.1821354690498058,False,True,하락 후 비중 증가
제주,2017,2-2. 여가 인프라,60.76318356587757,58.86057790339065,2018.0,-1.90260566248692,2019,2020.0,0.4048847384575197,0.1316691979814805,-0.2732155404760392,False,False,하락 후 비중 비증가
제주,2018,2-2. 여가 인프라,58.86057790339065,55.62953692228711,2019.0,-3.23104098110354,2020,2021.0,0.1316691979814805,0.2369008990594934,0.1052317010780129,False,True,하락 후 비중 증가
충남,2019,2-2. 여가 인프라,30.244381420257056,29.75684230231171,2020.0,-0.4875391179453459,2021,2022.0,0.6552894813708168,0.7388166695661041,0.0835271881952873,False,True,하락 후 비중 증가
충북,2019,2-2. 여가 인프라,26.91818806931011,26.61272022961751,2020.0,-0.3054678396926,2021,2022.0,4.309894782419206,4.039064490582282,-0.2708302918369236,False,False,하락 후 비중 비증가
충북,2020,2-2. 여가 인프라,26.61272022961751,26.558556994453447,2021.0,-0.0541632351640615,2022,2023.0,4.039064490582282,5.111000185586935,1.0719356950046528,False,True,하락 후 비중 증가
경기,2020,2-3. 가사수행 격차,44.9982584465343,44.89194075400972,2021.0,-0.1063176925245841,2022,2023.0,0.0055818542079796,0.004012889433419,-0.0015689647745606,False,False,하락 후 비중 비증가
경기,2021,2-3. 가사수행 격차,44.89194075400972,44.785623061485126,2022.0,-0.1063176925245912,2023,2024.0,0.004012889433419,0.0045798918725875,0.0005670024391684,False,True,하락 후 비중 증가
경남,2020,2-3. 가사수행 격차,27.965367965367964,26.993746993746985,2021.0,-0.9716209716209788,2022,2023.0,0.0,0.0,0.0,False,False,하락 후 비중 비증가
경남,2021,2-3. 가사수행 격차,26.993746993746985,26.022126022126024,2022.0,-0.9716209716209612,2023,2024.0,0.0,7.423645945538648e-05,7.423645945538648e-05,False,True,하락 후 비중 증가
부산,2020,2-3. 가사수행 격차,22.33965268448028,21.908079149458462,2021.0,-0.431573535021819,2022,2023.0,0.0025282221363727,0.0004863566536716,-0.0020418654827011,False,False,하락 후 비중 비증가
부산,2021,2-3. 가사수행 격차,21.908079149458462,21.476505614436668,2022.0,-0.4315735350217942,2023,2024.0,0.0004863566536716,0.0004378089289254,-4.854772474619998e-05,False,False,하락 후 비중 비증가
서울,2020,2-3. 가사수행 격차,33.00144300144299,31.643528884908186,2021.0,-1.3579141165348076,2022,2023.0,0.0,0.0,0.0,False,False,하락 후 비중 비증가
서울,2021,2-3. 가사수행 격차,31.643528884908186,30.28561476837339,2022.0,-1.357914116534797,2023,2024.0,0.0,0.0011082190243034,0.0011082190243034,False,True,하락 후 비중 증가
강원,2017,3-1. 의료서비스 여건,29.602522458370306,29.56325256845751,2018.0,-0.039269889912795,2019,2020.0,0.4761573536407685,0.5235219931954307,0.0473646395546621,False,True,하락 후 비중 증가
강원,2018,3-1. 의료서비스 여건,29.56325256845751,28.607719605248487,2019.0,-0.9555329632090236,2020,2021.0,0.5235219931954307,0.4650616940865429,-0.0584602991088877,False,False,하락 후 비중 비증가
경기,2018,3-1. 의료서비스 여건,31.273649930033148,31.088683960367693,2019.0,-0.1849659696654555,2020,2021.0,1.719223777649668,0.3773862718771988,-1.3418375057724692,True,False,하락 후 비중 비증가
경기,2020,3-1. 의료서비스 여건,32.86464674556255,32.417330946117225,2021.0,-0.4473157994453274,2022,2023.0,0.397674558736466,0.3516284191364522,-0.0460461396000138,False,False,하락 후 비중 비증가
경남,2018,3-1. 의료서비스 여건,35.1418723973094,32.74518990164722,2019.0,-2.3966824956621764,2020,2021.0,0.7424841560869176,0.4430750872295074,-0.2994090688574102,False,False,하락 후 비중 비증가
경남,2019,3-1. 의료서비스 여건,32.74518990164722,32.60108642839666,2020.0,-0.1441034732505599,2021,2022.0,0.4430750872295074,0.4506088882221309,0.0075338009926235,False,True,하락 후 비중 증가
경북,2018,3-1. 의료서비스 여건,23.72369534347041,21.743477550484265,2019.0,-1.9802177929861455,2020,2021.0,0.4604164643567375,0.4589859767098573,-0.0014304876468801,False,False,하락 후 비중 비증가
경북,2020,3-1. 의료서비스 여건,22.80914137869747,19.301334896287617,2021.0,-3.507806482409851,2022,2023.0,0.4257918433810565,0.585412932741502,0.1596210893604454,False,True,하락 후 비중 증가
경북,2021,3-1. 의료서비스 여건,19.301334896287617,14.892547612462208,2022.0,-4.40878728382541,2023,2024.0,0.585412932741502,0.4508571380749677,-0.1345557946665342,False,False,하락 후 비중 비증가
광주,2017,3-1. 의료서비스 여건,53.00822586442532,52.926918952921945,2018.0,-0.0813069115033755,2019,2020.0,0.2127700640332197,1.3090591618734593,1.0962890978402395,False,True,하락 후 비중 증가
광주,2018,3-1. 의료서비스 여건,52.926918952921945,52.83179260252096,2019.0,-0.0951263504009816,2020,2021.0,1.3090591618734593,0.2776626912401786,-1.0313964706332808,False,False,하락 후 비중 비증가
광주,2019,3-1. 의료서비스 여건,52.83179260252096,51.271556978930555,2020.0,-1.5602356235904082,2021,2022.0,0.2776626912401786,0.273960806152062,-0.0037018850881166,True,False,하락 후 비중 비증가
광주,2021,3-1. 의료서비스 여건,53.267036525193575,52.74465192790742,2022.0,-0.5223845972861554,2023,2024.0,0.2744722802607936,0.559397958221627,0.2849256779608333,False,True,하락 후 비중 증가
대구,2017,3-1. 의료서비스 여건,42.68340294647537,41.876961496521,2018.0,-0.8064414499543702,2019,2020.0,0.2370465338315123,0.3163062806724579,0.0792597468409456,False,True,하락 후 비중 증가
대전,2018,3-1. 의료서비스 여건,76.4521638203912,75.75274470246913,2019.0,-0.6994191179220763,2020,2021.0,0.4322977901840992,0.4273558570846677,-0.0049419330994314,False,False,하락 후 비중 비증가
대전,2019,3-1. 의료서비스 여건,75.75274470246913,71.81256466741875,2020.0,-3.940180035050375,2021,2022.0,0.4273558570846677,0.4084215826629543,-0.0189342744217134,False,False,하락 후 비중 비증가
대전,2021,3-1. 의료서비스 여건,74.00180524559265,72.67566589857492,2022.0,-1.3261393470177296,2023,2024.0,0.0517039393165917,0.3098398305843052,0.2581358912677135,False,True,하락 후 비중 증가
부산,2018,3-1. 의료서비스 여건,60.37196651206336,56.17812764180724,2019.0,-4.193838870256123,2020,2021.0,0.2858926978025469,0.4080057247701995,0.1221130269676525,False,True,하락 후 비중 증가
부산,2019,3-1. 의료서비스 여건,56.17812764180724,53.73503966338807,2020.0,-2.4430879784191646,2021,2022.0,0.4080057247701995,0.3173300658232719,-0.0906756589469275,False,False,하락 후 비중 비증가
서울,2021,3-1. 의료서비스 여건,56.3567676746562,53.08158358368327,2022.0,-3.275184090972928,2023,2024.0,1.3533481376143877,3.296315397492511,1.9429672598781231,False,True,하락 후 비중 증가
세종,2016,3-1. 의료서비스 여건,13.598146847710444,9.567778576811095,2017.0,-4.0303682708993485,2018,2019.0,0.4382154416046895,4.632367131112741,4.194151689508051,False,True,하락 후 비중 증가
세종,2018,3-1. 의료서비스 여건,28.121551057856287,23.06200177904267,2019.0,-5.059549278813616,2020,2021.0,2.8285800260791065,0.3322581012845794,-2.496321924794527,False,False,하락 후 비중 비증가
울산,2017,3-1. 의료서비스 여건,35.13000027860628,34.47442845945281,2018.0,-0.6555718191534723,2019,2020.0,3.8819684262456833,1.4744379153987923,-2.407530510846891,False,False,하락 후 비중 비증가
울산,2019,3-1. 의료서비스 여건,34.64175305250671,34.55801912304294,2020.0,-0.0837339294637686,2021,2022.0,1.0321687303905325,3.8613120478922425,2.82914331750171,False,True,하락 후 비중 증가
인천,2019,3-1. 의료서비스 여건,32.240289234019734,27.851461563233535,2020.0,-4.388827670786199,2021,2022.0,0.3570695814048157,15.90212521632244,15.545055634917626,True,True,하락 후 비중 증가
인천,2021,3-1. 의료서비스 여건,28.479950721469123,28.16011827164385,2022.0,-0.3198324498252738,2023,2024.0,18.17112164487017,16.79542166786335,-1.3756999770068177,False,False,하락 후 비중 비증가
전남,2017,3-1. 의료서비스 여건,10.16253438977978,9.93097807328394,2018.0,-0.2315563164958405,2019,2020.0,0.4799617744497773,0.4885129907947463,0.008551216344969,False,True,하락 후 비중 증가
전남,2019,3-1. 의료서비스 여건,11.917822185015226,9.396500834406178,2020.0,-2.521321350609048,2021,2022.0,0.3160554290582547,0.259954259100037,-0.0561011699582176,True,False,하락 후 비중 비증가
전남,2021,3-1. 의료서비스 여건,10.3472577905818,8.407393057652016,2022.0,-1.9398647329297845,2023,2024.0,0.2077304179791156,0.1293369943852259,-0.0783934235938897,False,False,하락 후 비중 비증가
전북,2018,3-1. 의료서비스 여건,47.1237777347055,45.65825886859021,2019.0,-1.4655188661152891,2020,2021.0,1.8009800827486706,1.0390270359021032,-0.7619530468465674,False,False,하락 후 비중 비증가
전북,2019,3-1. 의료서비스 여건,45.65825886859021,45.12044369179129,2020.0,-0.5378151767989223,2021,2022.0,1.0390270359021032,1.5584098064420857,0.5193827705399825,False,True,하락 후 비중 증가
전북,2020,3-1. 의료서비스 여건,45.12044369179129,44.16968881201424,2021.0,-0.950754879777044,2022,2023.0,1.5584098064420857,1.464205164583487,-0.0942046418585986,False,False,하락 후 비중 비증가
전북,2021,3-1. 의료서비스 여건,44.16968881201424,41.51222734278776,2022.0,-2.657461469226483,2023,2024.0,1.464205164583487,1.512639092898599,0.048433928315112,False,True,하락 후 비중 증가
제주,2018,3-1. 의료서비스 여건,27.22952052828397,26.758102239548418,2019.0,-0.4714182887355527,2020,2021.0,1.3917740434079662,0.1523035738111662,-1.2394704695968,False,False,하락 후 비중 비증가
제주,2020,3-1. 의료서비스 여건,28.256499169615843,28.01253704667603,2021.0,-0.2439621229398128,2022,2023.0,0.2417956745513447,0.2817729962559887,0.0399773217046439,False,True,하락 후 비중 증가
충남,2017,3-1. 의료서비스 여건,38.59929561779702,37.51157774553992,2018.0,-1.0877178722571017,2019,2020.0,0.2596123446581872,0.4749982105991476,0.2153858659409603,True,True,하락 후 비중 증가
충남,2018,3-1. 의료서비스 여건,37.51157774553992,33.752694050006966,2019.0,-3.758883695532951,2020,2021.0,0.4749982105991476,0.7337390685328571,0.2587408579337095,True,True,하락 후 비중 증가
충남,2019,3-1. 의료서비스 여건,33.752694050006966,31.720782483254855,2020.0,-2.031911566752111,2021,2022.0,0.7337390685328571,0.4714485389834372,-0.2622905295494199,False,False,하락 후 비중 비증가
충남,2021,3-1. 의료서비스 여건,33.00496871612401,30.494482183516936,2022.0,-2.510486532607075,2023,2024.0,0.7407166892968888,1.3937827448451907,0.6530660555483019,False,True,하락 후 비중 증가
충북,2016,3-1. 의료서비스 여건,33.31959238327993,33.089153394420414,2017.0,-0.2304389888595182,2018,2019.0,0.9398014125979172,0.4277576308656357,-0.5120437817322815,False,False,하락 후 비중 비증가
충북,2017,3-1. 의료서비스 여건,33.089153394420414,32.12842579248667,2018.0,-0.9607276019337476,2019,2020.0,0.4277576308656357,0.2094211179492337,-0.2183365129164019,False,False,하락 후 비중 비증가
충북,2018,3-1. 의료서비스 여건,32.12842579248667,31.293176481733937,2019.0,-0.8352493107527295,2020,2021.0,0.2094211179492337,0.2311261469478162,0.0217050289985824,False,True,하락 후 비중 증가
충북,2019,3-1. 의료서비스 여건,31.293176481733937,27.605929794371445,2020.0,-3.687246687362492,2021,2022.0,0.2311261469478162,0.2481444538588339,0.0170183069110177,False,True,하락 후 비중 증가
충북,2021,3-1. 의료서비스 여건,29.647817179441404,28.868275975158276,2022.0,-0.7795412042831273,2023,2024.0,0.2646747002344368,0.30369260334261,0.0390179031081732,False,True,하락 후 비중 증가
강원,2021,3-3. 아동안전 수준,59.332718658733015,58.54926671652524,2022.0,-0.7834519422077761,2023,2024.0,0.0712265901229618,0.0005905495536035,-0.0706360405693583,False,False,하락 후 비중 비증가
경기,2020,3-3. 아동안전 수준,74.25428824790757,70.4425400577412,2021.0,-3.8117481901663695,2022,2023.0,0.0664147330480937,0.0552281030542565,-0.0111866299938371,False,False,하락 후 비중 비증가
경기,2021,3-3. 아동안전 수준,70.4425400577412,68.83975568278068,2022.0,-1.602784374960521,2023,2024.0,0.0552281030542565,0.058040904584356,0.0028128015300994,False,True,하락 후 비중 증가
광주,2020,3-3. 아동안전 수준,72.98206087498771,65.14442950335754,2021.0,-7.837631371630167,2022,2023.0,0.0165340972698645,0.0061284373383624,-0.010405659931502,False,False,하락 후 비중 비증가
광주,2021,3-3. 아동안전 수준,65.14442950335754,59.33611490540024,2022.0,-5.808314597957306,2023,2024.0,0.0061284373383624,0.0028203584756204,-0.003308078862742,False,False,하락 후 비중 비증가
대구,2016,3-3. 아동안전 수준,31.21134023927024,28.821809417907797,2017.0,-2.3895308213624418,2018,2019.0,0.0770647122410556,0.1154653326522822,0.0384006204112266,False,True,하락 후 비중 증가
대구,2018,3-3. 아동안전 수준,31.99576473487752,29.734984346735075,2019.0,-2.260780388142443,2020,2021.0,0.0489774594847571,0.1912560099625019,0.1422785504777448,False,True,하락 후 비중 증가
대전,2020,3-3. 아동안전 수준,76.71817449806296,76.12148905518136,2021.0,-0.5966854428816077,2022,2023.0,0.303703909546428,0.1193608345932078,-0.1843430749532202,False,False,하락 후 비중 비증가
부산,2020,3-3. 아동안전 수준,81.77348553019358,80.07519617750934,2021.0,-1.6982893526842415,2022,2023.0,0.1421934013167239,0.1672603691817558,0.0250669678650319,False,True,하락 후 비중 증가
세종,2020,3-3. 아동안전 수준,100.0,93.12061631169352,2021.0,-6.879383688306476,2022,2023.0,0.0,0.0,0.0,False,False,하락 후 비중 비증가
세종,2021,3-3. 아동안전 수준,93.12061631169352,82.45456136985874,2022.0,-10.666054941834789,2023,2024.0,0.0,0.264714284845943,0.264714284845943,False,True,하락 후 비중 증가
울산,2020,3-3. 아동안전 수준,87.17973323297979,85.64213661714149,2021.0,-1.5375966158382963,2022,2023.0,0.001918759713721,0.0021119507840927,0.0001931910703717,False,True,하락 후 비중 증가
울산,2021,3-3. 아동안전 수준,85.64213661714149,82.47352616617002,2022.0,-3.168610450971471,2023,2024.0,0.0021119507840927,0.0045560126405785,0.0024440618564858,False,True,하락 후 비중 증가
전남,2020,3-3. 아동안전 수준,60.64034266210704,59.116283152208645,2021.0,-1.5240595098983931,2022,2023.0,0.2016116358361384,0.0018804137942731,-0.1997312220418653,False,False,하락 후 비중 비증가
전남,2021,3-3. 아동안전 수준,59.116283152208645,55.83913099662709,2022.0,-3.277152155581554,2023,2024.0,0.0018804137942731,0.0005339775645512,-0.0013464362297219,False,False,하락 후 비중 비증가
전북,2021,3-3. 아동안전 수준,70.52573995757314,68.99269906090923,2022.0,-1.5330408966639055,2023,2024.0,0.0308683313552125,0.02738630230775,-0.0034820290474625,False,False,하락 후 비중 비증가
제주,2020,3-3. 아동안전 수준,59.50079635926041,48.46459017123534,2021.0,-11.03620618802507,2022,2023.0,0.7241824256377005,0.5822909759854826,-0.1418914496522179,False,False,하락 후 비중 비증가
제주,2021,3-3. 아동안전 수준,48.46459017123534,47.44567966364062,2022.0,-1.0189105075947251,2023,2024.0,0.5822909759854826,0.5612806135700427,-0.0210103624154399,False,False,하락 후 비중 비증가
충남,2018,3-3. 아동안전 수준,59.889757605938755,59.2959678055697,2019.0,-0.593789800369052,2020,2021.0,0.0065962227502319,0.0491606772042897,0.0425644544540578,False,True,하락 후 비중 증가
충북,2021,3-3. 아동안전 수준,60.06094713502119,59.33859599560993,2022.0,-0.7223511394112592,2023,2024.0,0.0,0.0083277852481431,0.0083277852481431,False,True,하락 후 비중 증가
강원,2017,4-1. 일·가정 양립 여건,32.77511961722488,27.903828503036024,2018.0,-4.871291114188857,2019,2020.0,0.0183830150877354,0.0184510075061131,6.79924183776999e-05,False,True,하락 후 비중 증가
강원,2020,4-1. 일·가정 양립 여건,50.00614610844014,48.68214740304379,2021.0,-1.323998705396349,2022,2023.0,0.1082115877256622,0.0069404244050137,-0.1012711633206484,False,False,하락 후 비중 비증가
경기,2017,4-1. 일·가정 양립 여건,29.361103292991828,23.029136006012884,2018.0,-6.331967286978944,2019,2020.0,0.0310356678743807,0.0255246997946122,-0.0055109680797684,False,False,하락 후 비중 비증가
경기,2020,4-1. 일·가정 양립 여건,37.81813085297097,34.54718703428592,2021.0,-3.2709438186850477,2022,2023.0,0.0313490995467597,0.0515082440865638,0.0201591445398041,False,True,하락 후 비중 증가
경남,2017,4-1. 일·가정 양립 여건,19.589079650999167,16.792269854332247,2018.0,-2.7968097966669205,2019,2020.0,0.1083677722440041,0.1256108489944691,0.0172430767504649,False,True,하락 후 비중 증가
경남,2020,4-1. 일·가정 양립 여건,32.93303852230283,31.113255454279106,2021.0,-1.8197830680237248,2022,2023.0,0.106839640435445,0.0618663291797202,-0.0449733112557248,False,False,하락 후 비중 비증가
경북,2017,4-1. 일·가정 양립 여건,18.173374613003087,16.59984982011859,2018.0,-1.5735247928844984,2019,2020.0,0.2125647493729452,0.1339874257372992,-0.078577323635646,False,False,하락 후 비중 비증가
경북,2020,4-1. 일·가정 양립 여건,36.173990559761705,33.42337582934511,2021.0,-2.7506147304165935,2022,2023.0,0.0760300017008435,0.0941638933130133,0.0181338916121698,True,True,하락 후 비중 증가
광주,2017,4-1. 일·가정 양립 여건,28.90796509991557,25.352284454451645,2018.0,-3.5556806454639265,2019,2020.0,0.0833617486298619,0.1966926869350863,0.1133309383052244,False,True,하락 후 비중 증가
광주,2020,4-1. 일·가정 양립 여건,41.822147125262184,41.7550636977134,2021.0,-0.0670834275487806,2022,2023.0,0.0583286209242445,0.0134825621443974,-0.0448460587798471,True,False,하락 후 비중 비증가
대구,2017,4-1. 일·가정 양립 여건,26.194764987334647,19.762053647026963,2018.0,-6.432711340307684,2019,2020.0,0.0284274629678497,0.0327552956554142,0.0043278326875644,False,True,하락 후 비중 증가
대구,2020,4-1. 일·가정 양립 여건,40.931496379835664,35.22610024767871,2021.0,-5.705396132156956,2022,2023.0,0.0172370819958084,0.0136105787203237,-0.0036265032754846,False,False,하락 후 비중 비증가
대전,2018,4-1. 일·가정 양립 여건,43.771271282057626,42.12756824524415,2019.0,-1.643703036813477,2020,2021.0,0.3915845389023932,0.3458906797110602,-0.045693859191333,False,False,하락 후 비중 비증가
대전,2020,4-1. 일·가정 양립 여건,58.88866395513767,56.37789711223377,2021.0,-2.510766842903905,2022,2023.0,0.0211247946913191,0.0322331520423056,0.0111083573509864,False,True,하락 후 비중 증가
부산,2017,4-1. 일·가정 양립 여건,29.84238671545172,26.473090397079904,2018.0,-3.3692963183718163,2019,2020.0,0.0601485776781857,0.0439284575702612,-0.0162201201079244,False,False,하락 후 비중 비증가
부산,2020,4-1. 일·가정 양립 여건,45.74721316218803,41.97717239653847,2021.0,-3.770040765649562,2022,2023.0,0.0341182696048694,0.0304088707748055,-0.0037093988300638,False,False,하락 후 비중 비증가
서울,2017,4-1. 일·가정 양립 여건,46.97438784126091,39.074502162562936,2018.0,-7.899885678697977,2019,2020.0,0.0865368647551702,0.1788389306983419,0.0923020659431717,False,True,하락 후 비중 증가
서울,2020,4-1. 일·가정 양립 여건,54.40673070828132,49.369600861791106,2021.0,-5.037129846490217,2022,2023.0,0.0785155445007143,0.1159751534388683,0.037459608938154,False,True,하락 후 비중 증가
세종,2020,4-1. 일·가정 양립 여건,70.71582700065672,66.31524750228262,2021.0,-4.4005794983741,2022,2023.0,0.6834971536083115,0.6964921040153492,0.0129949504070376,False,True,하락 후 비중 증가
울산,2017,4-1. 일·가정 양립 여건,15.826062482409236,14.764674953133609,2018.0,-1.0613875292756276,2019,2020.0,0.0678342377898372,0.2885656835682865,0.2207314457784492,False,True,하락 후 비중 증가
울산,2020,4-1. 일·가정 양립 여건,27.988592075814463,27.42530380202843,2021.0,-0.5632882737860321,2022,2023.0,0.0317661330382707,0.0041617853686534,-0.0276043476696173,False,False,하락 후 비중 비증가
인천,2017,4-1. 일·가정 양립 여건,25.29974669293555,22.22425795453089,2018.0,-3.0754887384046583,2019,2020.0,0.0715852770139675,0.0276632184199377,-0.0439220585940298,False,False,하락 후 비중 비증가
인천,2020,4-1. 일·가정 양립 여건,41.07351551305128,34.86107443605722,2021.0,-6.212441076994054,2022,2023.0,0.0311117939981418,0.0609837218796016,0.0298719278814597,False,True,하락 후 비중 증가
전남,2020,4-1. 일·가정 양립 여건,40.71688521141061,36.86383984560074,2021.0,-3.853045365809877,2022,2023.0,0.0088361693629821,0.0175136578878381,0.008677488524856,True,True,하락 후 비중 증가
전북,2017,4-1. 일·가정 양립 여건,22.74134534196454,21.50674527965577,2018.0,-1.2346000623087685,2019,2020.0,0.0620285645730978,0.0782797868213501,0.0162512222482523,False,True,하락 후 비중 증가
전북,2018,4-1. 일·가정 양립 여건,21.50674527965577,21.162689494794584,2019.0,-0.3440557848611867,2020,2021.0,0.0782797868213501,0.0182269496214507,-0.0600528371998994,False,False,하락 후 비중 비증가
제주,2017,4-1. 일·가정 양립 여건,39.09653813678582,34.931254422777016,2018.0,-4.165283714008801,2019,2020.0,2.444400908451062,0.0783891039145558,-2.366011804536506,False,False,하락 후 비중 비증가
제주,2020,4-1. 일·가정 양립 여건,56.81823955440812,56.68464322720748,2021.0,-0.1335963272006424,2022,2023.0,0.0821316829318426,0.0792673503267908,-0.0028643326050517,False,False,하락 후 비중 비증가
충남,2020,4-1. 일·가정 양립 여건,38.34667507175422,35.81779830269397,2021.0,-2.528876769060247,2022,2023.0,0.0463110156629613,0.0473463604699214,0.00103534480696,False,True,하락 후 비중 증가
충북,2020,4-1. 일·가정 양립 여건,46.622307474243506,46.32683619148994,2021.0,-0.2954712827535672,2022,2023.0,0.033003695030198,0.0159988736792929,-0.0170048213509051,False,False,하락 후 비중 비증가
강원,2020,4-2. 사회적 가치관,63.025729618708944,60.47996702925007,2021.0,-2.5457625894588745,2022,2023.0,0.0883894538979416,0.0281106575063404,-0.0602787963916012,False,False,하락 후 비중 비증가
강원,2021,4-2. 사회적 가치관,60.47996702925007,57.93420443979114,2022.0,-2.5457625894589313,2023,2024.0,0.0281106575063404,0.4191720731478299,0.3910614156414895,False,True,하락 후 비중 증가
경기,2020,4-2. 사회적 가치관,47.97797612339636,43.257337031313575,2021.0,-4.720639092082784,2022,2023.0,0.0372651705308003,0.0156201517702458,-0.0216450187605545,False,False,하락 후 비중 비증가
경기,2021,4-2. 사회적 가치관,43.257337031313575,38.53669793923081,2022.0,-4.720639092082763,2023,2024.0,0.0156201517702458,0.0221687025238677,0.0065485507536219,True,True,하락 후 비중 증가
경남,2020,4-2. 사회적 가치관,64.5020984539899,54.55779833089615,2021.0,-9.944300123093754,2022,2023.0,0.01470435805599,0.0154087992975642,0.0007044412415742,False,True,하락 후 비중 증가
경남,2021,4-2. 사회적 가치관,54.55779833089615,44.61349820780233,2022.0,-9.944300123093818,2023,2024.0,0.0154087992975642,0.0123479977560792,-0.0030608015414849,False,False,하락 후 비중 비증가
경북,2016,4-2. 사회적 가치관,60.070866111372666,57.49659176312784,2017.0,-2.5742743482448276,2018,2019.0,0.0650498024986682,0.0803221487093131,0.0152723462106449,False,True,하락 후 비중 증가
경북,2017,4-2. 사회적 가치관,57.49659176312784,54.92231741488304,2018.0,-2.574274348244799,2019,2020.0,0.0803221487093131,0.1337984981770379,0.0534763494677247,False,True,하락 후 비중 증가
경북,2018,4-2. 사회적 가치관,54.92231741488304,49.71995961107984,2019.0,-5.202357803803203,2020,2021.0,0.1337984981770379,0.0156889433827912,-0.1181095547942467,False,False,하락 후 비중 비증가
경북,2019,4-2. 사회적 가치관,49.71995961107984,44.517601807276584,2020.0,-5.2023578038032525,2021,2022.0,0.0156889433827912,0.0775792023624594,0.0618902589796682,False,True,하락 후 비중 증가
대구,2016,4-2. 사회적 가치관,41.84296720109421,41.42472875592035,2017.0,-0.4182384451738627,2018,2019.0,0.0276465335393921,0.0282009493187035,0.0005544157793113,False,True,하락 후 비중 증가
대구,2017,4-2. 사회적 가치관,41.42472875592035,41.00649031074651,2018.0,-0.4182384451738414,2019,2020.0,0.0282009493187035,0.0277279797083016,-0.0004729696104018,False,False,하락 후 비중 비증가
대구,2020,4-2. 사회적 가치관,47.1974059050227,43.26395930182932,2021.0,-3.9334466031933815,2022,2023.0,0.016107755934014,0.0066754882007037,-0.0094322677333102,False,False,하락 후 비중 비증가
대구,2021,4-2. 사회적 가치관,43.26395930182932,39.33051269863595,2022.0,-3.9334466031933673,2023,2024.0,0.0066754882007037,0.0051257961660449,-0.0015496920346587,False,False,하락 후 비중 비증가
대전,2016,4-2. 사회적 가치관,47.661077300812465,45.21278403942595,2017.0,-2.448293261386518,2018,2019.0,0.0110755135530207,0.0706478583773179,0.0595723448242971,False,True,하락 후 비중 증가
대전,2017,4-2. 사회적 가치관,45.21278403942595,42.76449077803942,2018.0,-2.4482932613865245,2019,2020.0,0.0706478583773179,0.0531356015743525,-0.0175122568029653,False,False,하락 후 비중 비증가
부산,2016,4-2. 사회적 가치관,53.08654522860261,52.50486387025011,2017.0,-0.5816813583524976,2018,2019.0,1.47640998178189,0.0246692323196245,-1.4517407494622656,False,False,하락 후 비중 비증가
부산,2017,4-2. 사회적 가치관,52.50486387025011,51.92318251189765,2018.0,-0.581681358352462,2019,2020.0,0.0246692323196245,0.0112468298534935,-0.013422402466131,False,False,하락 후 비중 비증가
부산,2020,4-2. 사회적 가치관,57.499682892989114,48.22730183085562,2021.0,-9.27238106213349,2022,2023.0,0.0221194957632304,0.0381210977115993,0.0160016019483689,False,True,하락 후 비중 증가
