지역,기준연도,세부영역,구조환경지수_t,구조환경지수_t1,구조환경_t1연도,구조환경지수_변화_t_t1,예산_t2연도,예산_t3연도,계획예산비중_t2_pct,계획예산비중_t3_pct,계획예산비중_변화_t2_t3_pp,예산누락주의_두연도,후행예산비중_증가,대응방향
세종,2020,2-1. 돌봄 여건,32.18257088272893,32.12534778476271,2021.0,-0.0572230979662222,2022,2023.0,24.51035491702924,34.76525578342801,10.25490086639877,False,True,하락 후 비중 증가
세종,2021,2-1. 돌봄 여건,32.12534778476271,31.795104234652428,2022.0,-0.330243550110282,2023,2024.0,34.76525578342801,32.44375961146873,-2.321496171959282,False,False,하락 후 비중 비증가
울산,2021,2-1. 돌봄 여건,38.22960934171101,37.01620334590769,2022.0,-1.2134059958033203,2023,2024.0,12.824324206807187,30.589618732438733,17.765294525631546,False,True,하락 후 비중 증가
인천,2021,2-1. 돌봄 여건,37.381776166670235,35.52426390932854,2022.0,-1.857512257341696,2023,2024.0,30.406023560629254,27.09829985788023,-3.3077237027490227,False,False,하락 후 비중 비증가
제주,2017,2-1. 돌봄 여건,50.453032878268544,50.401862489118145,2018.0,-0.0511703891503998,2019,2020.0,51.28554532459712,54.30111214541179,3.0155668208146693,False,True,하락 후 비중 증가
충남,2018,2-1. 돌봄 여건,52.500156307701594,52.08238999841209,2019.0,-0.4177663092895045,2020,2021.0,59.43477388288757,44.86246981326923,-14.57230406961834,True,False,하락 후 비중 비증가
충북,2017,2-1. 돌봄 여건,52.2836628326616,50.769995724709155,2018.0,-1.5136671079524433,2019,2020.0,43.20919345941071,32.00963926735557,-11.199554192055146,False,False,하락 후 비중 비증가
경기,2019,2-2. 여가 인프라,22.52047056880382,19.750589618345725,2020.0,-2.769880950458095,2021,2022.0,0.4624236075811833,0.619257025906694,0.1568334183255106,False,True,하락 후 비중 증가
경기,2020,2-2. 여가 인프라,19.750589618345725,17.667350365765323,2021.0,-2.0832392525804018,2022,2023.0,0.619257025906694,0.5224814601252282,-0.0967755657814657,False,False,하락 후 비중 비증가
경남,2019,2-2. 여가 인프라,29.599955431036825,29.419184348013967,2020.0,-0.1807710830228579,2021,2022.0,0.4024004090379808,0.5287133864115553,0.1263129773735745,False,True,하락 후 비중 증가
경남,2020,2-2. 여가 인프라,29.419184348013967,28.85256442904647,2021.0,-0.566619918967497,2022,2023.0,0.5287133864115553,0.374767680248924,-0.1539457061626313,False,False,하락 후 비중 비증가
경북,2019,2-2. 여가 인프라,29.84333331288233,29.073489922283812,2020.0,-0.7698433905985169,2021,2022.0,0.0240428369409985,0.3917690134663374,0.3677261765253389,False,True,하락 후 비중 증가
