분모대안,지역,연도,주기준_비율_pct,계획예산_총세출비율_pct,주기준_순위,순위,순위차,절대순위차,100pct_초과
광역본청_3개회계_순계,대전,2018,21.70719909978517,42.793103349535734,4.0,12.0,8.0,8.0,False
광역본청_3개회계_순계,부산,2018,19.983772723487903,38.680567110635025,5.0,13.0,8.0,8.0,False
광역본청_3개회계_순계,서울,2018,18.484583598840747,34.26967587154767,6.0,14.0,8.0,8.0,False
광역본청_3개회계_순계,전남,2018,12.49522095317286,76.80835736332057,14.0,6.0,-8.0,8.0,False
광역본청_3개회계_순계,대구,2019,19.63862901037566,37.344450520340864,3.0,11.0,8.0,8.0,False
광역본청_3개회계_순계,인천,2019,18.521180836099347,36.88407495944781,4.0,12.0,8.0,8.0,False
광역본청_3개회계_순계,경남,2020,9.060603539025683,58.797456108465674,16.0,8.0,-8.0,8.0,False
광역본청_3개회계_순계,경북,2020,13.74528545320673,89.81163720503434,12.0,4.0,-8.0,8.0,False
광역본청_3개회계_순계,대전,2020,21.89532437778884,42.31434039829803,4.0,12.0,8.0,8.0,False
광역본청_3개회계_순계,부산,2020,25.368014011756053,52.31849112429395,2.0,10.0,8.0,8.0,False
광역본청_3개회계_순계,울산,2020,26.271966032577087,54.98212492916124,1.0,9.0,8.0,8.0,False
