지역,기준연도,세부영역,구조환경지수_t,구조환경지수_t1,구조환경_t1연도,구조환경지수_변화_t_t1,예산_t2연도,예산_t3연도,계획예산비중_t2_pct,계획예산비중_t3_pct,계획예산비중_변화_t2_t3_pp,예산누락주의_두연도
충북,2018,1-1. 고용여건,78.56041795199486,75.48478000061841,2019.0,-3.07563795137645,2020,2021.0,1.922651180024127,1.9579270154809751,0.03527583545684809,False
충북,2019,1-1. 고용여건,75.48478000061841,50.55266500751272,2020.0,-24.932114993105692,2021,2022.0,1.9579270154809751,2.084263249355894,0.126336233874919,False
충북,2020,1-1. 고용여건,50.55266500751272,61.83179044519251,2021.0,11.279125437679788,2022,2023.0,2.084263249355894,0.9629722067566444,-1.1212910425992497,False
충북,2021,1-1. 고용여건,61.83179044519251,65.27532738394268,2022.0,3.443536938750171,2023,2024.0,0.9629722067566444,2.23849962276038,1.2755274160037358,False
강원,2016,1-2. 주거안정성,88.02802305891036,87.62740200113974,2017.0,-0.4006210577706213,2018,2019.0,4.360661953901573,5.55688735807505,1.196225404173477,False
강원,2017,1-2. 주거안정성,87.62740200113974,86.35916719518048,2018.0,-1.268234805959267,2019,2020.0,5.55688735807505,5.233935795900767,-0.3229515621742829,False
강원,2018,1-2. 주거안정성,86.35916719518048,87.64560718463683,2019.0,1.2864399894563547,2020,2021.0,5.233935795900767,4.261101099860238,-0.972834696040529,False
강원,2019,1-2. 주거안정성,87.64560718463683,87.44301532492295,2020.0,-0.20259185971387694,2021,2022.0,4.261101099860238,5.724190075031849,1.463088975171611,False
강원,2020,1-2. 주거안정성,87.44301532492295,83.01881852185461,2021.0,-4.424196803068341,2022,2023.0,5.724190075031849,3.3833987374631316,-2.3407913375687177,False
강원,2021,1-2. 주거안정성,83.01881852185461,81.88132875587625,2022.0,-1.1374897659783585,2023,2024.0,3.3833987374631316,0.9705091363921438,-2.412889601070988,False
경기,2016,1-2. 주거안정성,55.007375001252235,55.07922527867567,2017.0,0.07185027742343664,2018,2019.0,0.1417515736407213,0.2264145703318918,0.0846629966911705,True
경기,2017,1-2. 주거안정성,55.07922527867567,55.47926092463627,2018.0,0.4000356459605996,2019,2020.0,0.2264145703318918,0.1402825697382503,-0.08613200059364151,False
경기,2018,1-2. 주거안정성,55.47926092463627,55.682748661292074,2019.0,0.2034877366558021,2020,2021.0,0.1402825697382503,0.069333687614999,-0.07094888212325129,False
경기,2019,1-2. 주거안정성,55.682748661292074,50.864946035119026,2020.0,-4.817802626173048,2021,2022.0,0.069333687614999,0.128923036246124,0.059589348631125,False
경기,2020,1-2. 주거안정성,50.864946035119026,41.315325404904094,2021.0,-9.549620630214932,2022,2023.0,0.128923036246124,0.0815113078828776,-0.047411728363246405,False
경기,2021,1-2. 주거안정성,41.315325404904094,43.68215837782596,2022.0,2.3668329729218627,2023,2024.0,0.0815113078828776,0.2433564978427841,0.1618451899599065,False
경남,2016,1-2. 주거안정성,80.30541135600616,79.6420842314167,2017.0,-0.6633271245894576,2018,2019.0,0.0,0.2522341139486418,0.2522341139486418,False
경남,2017,1-2. 주거안정성,79.6420842314167,81.65561183954429,2018.0,2.013527608127589,2019,2020.0,0.2522341139486418,6.634780184741238,6.382546070792596,False
경남,2018,1-2. 주거안정성,81.65561183954429,84.02422102121884,2019.0,2.368609181674543,2020,2021.0,6.634780184741238,0.2481886420386156,-6.3865915427026225,False
경남,2019,1-2. 주거안정성,84.02422102121884,80.2175650951705,2020.0,-3.806655926048336,2021,2022.0,0.2481886420386156,0.1477051263211106,-0.100483515717505,False
경남,2020,1-2. 주거안정성,80.2175650951705,77.49671282681227,2021.0,-2.720852268358229,2022,2023.0,0.1477051263211106,0.1462808679982095,-0.0014242583229011063,False
경남,2021,1-2. 주거안정성,77.49671282681227,78.64947932146569,2022.0,1.1527664946534202,2023,2024.0,0.1462808679982095,0.1188773170745588,-0.027403550923650696,False
경북,2016,1-2. 주거안정성,89.99840691826384,91.18696414170492,2017.0,1.1885572234410802,2018,2019.0,0.0,0.0407658423454963,0.0407658423454963,False
경북,2017,1-2. 주거안정성,91.18696414170492,89.9930336169655,2018.0,-1.1939305247394145,2019,2020.0,0.0407658423454963,0.2350258849650314,0.1942600426195351,False
경북,2018,1-2. 주거안정성,89.9930336169655,89.6363499880756,2019.0,-0.3566836288899111,2020,2021.0,0.2350258849650314,0.0762570156454393,-0.1587688693195921,False
경북,2019,1-2. 주거안정성,89.6363499880756,88.59256623537671,2020.0,-1.0437837526988858,2021,2022.0,0.0762570156454393,0.2218038254948199,0.1455468098493806,False
경북,2020,1-2. 주거안정성,88.59256623537671,85.20718851714483,2021.0,-3.3853777182318794,2022,2023.0,0.2218038254948199,0.0045203365243778,-0.21728348897044208,False
경북,2021,1-2. 주거안정성,85.20718851714483,81.50998041717651,2022.0,-3.6972080999683214,2023,2024.0,0.0045203365243778,0.1182463116947177,0.1137259751703399,False
광주,2016,1-2. 주거안정성,80.05117098779796,82.58646072840226,2017.0,2.5352897406042985,2018,2019.0,0.049887361992602,3.355057631735918,3.305170269743316,False
광주,2017,1-2. 주거안정성,82.58646072840226,82.36208118676946,2018.0,-0.22437954163279983,2019,2020.0,3.355057631735918,3.465488907148726,0.11043127541280784,False
광주,2018,1-2. 주거안정성,82.36208118676946,78.16075933317184,2019.0,-4.201321853597619,2020,2021.0,3.465488907148726,0.8555405892535809,-2.609948317895145,False
광주,2019,1-2. 주거안정성,78.16075933317184,79.3983129602208,2020.0,1.2375536270489675,2021,2022.0,0.8555405892535809,0.281424113947487,-0.5741164753060939,False
광주,2020,1-2. 주거안정성,79.3983129602208,77.71111136759416,2021.0,-1.68720159262665,2022,2023.0,0.281424113947487,0.1651409581444072,-0.1162831558030798,False
광주,2021,1-2. 주거안정성,77.71111136759416,75.64522650528646,2022.0,-2.0658848623076977,2023,2024.0,0.1651409581444072,0.9046098356375664,0.7394688774931591,False
대구,2016,1-2. 주거안정성,75.31960441996247,74.82782332094489,2017.0,-0.4917810990175866,2018,2019.0,0.0228083901699985,0.0176680646334046,-0.005140325536593899,False
대구,2017,1-2. 주거안정성,74.82782332094489,74.0670840482319,2018.0,-0.760739272712982,2019,2020.0,0.0176680646334046,0.0322370156608666,0.014568951027461998,False
대구,2018,1-2. 주거안정성,74.0670840482319,71.72376784548727,2019.0,-2.3433162027446315,2020,2021.0,0.0322370156608666,0.0330389096697726,0.0008018940089059984,False
대구,2019,1-2. 주거안정성,71.72376784548727,67.73489830982449,2020.0,-3.9888695356627863,2021,2022.0,0.0330389096697726,0.7772933343213285,0.7442544246515559,False
대구,2020,1-2. 주거안정성,67.73489830982449,62.4342812327859,2021.0,-5.300617077038588,2022,2023.0,0.7772933343213285,0.4233742961068552,-0.35391903821447335,False
대구,2021,1-2. 주거안정성,62.4342812327859,67.49563499401324,2022.0,5.061353761227345,2023,2024.0,0.4233742961068552,0.6647385247116038,0.2413642286047486,False
대전,2016,1-2. 주거안정성,70.98380199029039,74.46581326449808,2017.0,3.482011274207693,2018,2019.0,0.1897370783336494,0.4253468167593068,0.2356097384256574,False
대전,2017,1-2. 주거안정성,74.46581326449808,72.08575718213372,2018.0,-2.380056082364362,2019,2020.0,0.4253468167593068,0.2436383541267448,-0.181708462632562,False
