지역,연도,세부영역,당해계획예산_백만원_provisional,사업수,예산결측_사업수,지역연도_전체계획예산_백만원,계획예산비중_pct,예산누락주의
전남,2023,4-1. 일·가정 양립 여건,475.0,10,0,2712169.0,0.01751365788783811,False
전남,2024,4-1. 일·가정 양립 여건,268.0,8,0,2621833.0,0.010221856235694646,False
전남,2016,4-2. 사회적 가치관,369.0,17,1,1883686.0,0.01958925213650258,True
전남,2017,4-2. 사회적 가치관,8405.0,21,0,1197280.0,0.7020078845382868,False
전남,2018,4-2. 사회적 가치관,249.0,22,1,1647546.0,0.015113386818941626,True
전남,2019,4-2. 사회적 가치관,495.0,36,0,1540331.0,0.032135950000357065,False
전남,2020,4-2. 사회적 가치관,616.0,27,0,1840688.0,0.033465747590031555,False
전남,2021,4-2. 사회적 가치관,289.4,27,0,1966392.4200000002,0.014717306528266619,False
전남,2022,4-2. 사회적 가치관,1224.8,23,0,2258897.4,0.054221143465834266,False
전남,2023,4-2. 사회적 가치관,263.0,19,0,2712169.0,0.009697035841055628,False
전남,2024,4-2. 사회적 가치관,561.0,8,1,2621833.0,0.021397243836659315,True
전남,2016,지표체계 외,877491.3,144,2,1883686.0,46.583735293461864,True
전남,2017,지표체계 외,868022.0,157,2,1197280.0,72.49949886409193,True
전남,2018,지표체계 외,1090887.0,156,0,1647546.0,66.21284018777017,False
전남,2019,지표체계 외,1324387.0,159,0,1540331.0,85.98067558206645,False
전남,2020,지표체계 외,1627895.0,183,0,1840688.0,88.43948567057535,False
전남,2021,지표체계 외,1725952.1,168,0,1966392.4200000002,87.77251592538177,False
전남,2022,지표체계 외,1768155.9,169,0,2258897.4,78.27517531340733,False
전남,2023,지표체계 외,2053135.0,204,0,2712169.0,75.7008505000979,False
전남,2024,지표체계 외,2101491.0,148,1,2621833.0,80.15350329330663,True
전북,2016,1-1. 고용여건,3900.0,1,0,1401390.0,0.27829512127245093,False
전북,2017,1-1. 고용여건,3900.0,1,0,1500137.7000000002,0.2599761341908812,False
전북,2018,1-1. 고용여건,327.0,3,0,1629235.5,0.020070763250616623,False
전북,2019,1-1. 고용여건,3307.0,3,0,1908798.0,0.17325039108381296,False
전북,2020,1-1. 고용여건,1742.0,3,0,2018401.0,0.08630594217898227,False
전북,2021,1-1. 고용여건,64140.4,42,0,2200038.999,2.915421046133919,False
전북,2022,1-1. 고용여건,68859.4,42,0,2540795.1,2.710151637178456,False
전북,2023,1-1. 고용여건,59234.0,40,0,2695319.0,2.1976619465080014,False
전북,2024,1-1. 고용여건,41860.0,44,0,2862745.0,1.462232926788799,False
전북,2016,1-2. 주거안정성,2231.0,2,0,1401390.0,0.15919908091252258,False
전북,2017,1-2. 주거안정성,2300.0,2,0,1500137.7000000002,0.1533192586253915,False
전북,2018,1-2. 주거안정성,2914.0,3,0,1629235.5,0.17885689330977628,False
전북,2019,1-2. 주거안정성,5467.0,4,0,1908798.0,0.28641061023743736,False
전북,2020,1-2. 주거안정성,103446.0,6,0,2018401.0,5.1251460933679684,False
전북,2021,1-2. 주거안정성,4242.0,8,0,2200038.999,0.19281476382592072,False
전북,2022,1-2. 주거안정성,13449.0,14,0,2540795.1,0.5293224943640673,False
전북,2023,1-2. 주거안정성,27928.0,16,0,2695319.0,1.0361667765485272,False
전북,2024,1-2. 주거안정성,26060.0,18,0,2862745.0,0.9103150996683254,False
전북,2016,1-3. 경제적 여건,15603.0,24,2,1401390.0,1.1133945582600133,True
전북,2017,1-3. 경제적 여건,17367.0,24,0,1500137.7000000002,1.1576937237161629,False
전북,2018,1-3. 경제적 여건,19789.0,26,1,1629235.5,1.2146187583071937,True
전북,2019,1-3. 경제적 여건,116769.0,32,0,1908798.0,6.117410014050727,False
전북,2020,1-3. 경제적 여건,130195.0,41,0,2018401.0,6.450403066585876,False
전북,2021,1-3. 경제적 여건,144098.5,44,0,2200038.999,6.549815710789589,False
전북,2022,1-3. 경제적 여건,203208.3,51,0,2540795.1,7.997823201091657,False
전북,2023,1-3. 경제적 여건,259056.0,30,0,2695319.0,9.611329864850877,False
전북,2024,1-3. 경제적 여건,302911.0,49,0,2862745.0,10.581138033600618,False
전북,2016,2-1. 돌봄 여건,570128.0,54,0,1401390.0,40.68303612841536,False
전북,2017,2-1. 돌봄 여건,597104.4,85,0,1500137.7000000002,39.80330605650401,False
전북,2018,2-1. 돌봄 여건,585952.0,99,4,1629235.5,35.96484363371655,True
전북,2019,2-1. 돌봄 여건,578414.0,90,0,1908798.0,30.30252546366876,False
전북,2020,2-1. 돌봄 여건,468384.0,98,0,2018401.0,23.205695994007137,False
전북,2021,2-1. 돌봄 여건,421123.4,89,0,2200038.999,19.14163340701762,False
전북,2022,2-1. 돌봄 여건,599679.4,100,0,2540795.1,23.602037015893174,False
전북,2023,2-1. 돌봄 여건,548536.0,104,0,2695319.0,20.35143150031592,False
전북,2024,2-1. 돌봄 여건,578772.0,103,0,2862745.0,20.217378774567766,False
전북,2016,2-2. 여가 인프라,2294.0,6,2,1401390.0,0.16369461748692368,True
전북,2017,2-2. 여가 인프라,11278.0,2,0,1500137.7000000002,0.7517976516422458,False
전북,2018,2-2. 여가 인프라,19347.2,16,0,1629235.5,1.1875017454505503,False
전북,2019,2-2. 여가 인프라,1587.0,14,0,1908798.0,0.08314132768370462,False
전북,2020,2-2. 여가 인프라,785.0,14,0,2018401.0,0.03889217256630372,False
전북,2021,2-2. 여가 인프라,1060.0,11,0,2200038.999,0.048180964086627996,False
전북,2022,2-2. 여가 인프라,4889.6,18,0,2540795.1,0.1924436960697854,False
전북,2023,2-2. 여가 인프라,2000.0,15,0,2695319.0,0.0742027196038762,False
전북,2024,2-2. 여가 인프라,3331.0,17,0,2862745.0,0.11635685329989223,False
전북,2016,2-3. 가사수행 격차,0.0,0,0,1401390.0,0.0,False
전북,2017,2-3. 가사수행 격차,5.0,1,0,1500137.7000000002,0.0003333027361421554,False
전북,2018,2-3. 가사수행 격차,15.0,1,0,1629235.5,0.0009206772133310378,False
전북,2019,2-3. 가사수행 격차,20.0,1,0,1908798.0,0.001047779806978004,False
전북,2020,2-3. 가사수행 격차,40.0,2,0,2018401.0,0.0019817667549708903,False
전북,2021,2-3. 가사수행 격차,30.0,2,0,2200038.999,0.001363612191130981,False
전북,2022,2-3. 가사수행 격차,30.0,2,0,2540795.1,0.0011807327556637682,False
전북,2023,2-3. 가사수행 격차,20.0,1,0,2695319.0,0.000742027196038762,False
전북,2024,2-3. 가사수행 격차,19.0,1,0,2862745.0,0.0006636986528663922,False
전북,2016,3-1. 의료서비스 여건,30823.0,27,0,1401390.0,2.1994591084566038,False
전북,2017,3-1. 의료서비스 여건,32703.0,27,0,1500137.7000000002,2.179999876011382,False
전북,2018,3-1. 의료서비스 여건,32308.0,33,0,1629235.5,1.983015960553278,False
전북,2019,3-1. 의료서비스 여건,36294.0,31,0,1908798.0,1.901406015722984,False
전북,2020,3-1. 의료서비스 여건,36351.0,34,0,2018401.0,1.8009800827486706,False
전북,2021,3-1. 의료서비스 여건,22859.0,35,0,2200038.999,1.0390270359021032,False
전북,2022,3-1. 의료서비스 여건,39596.0,39,0,2540795.1,1.5584098064420857,False
전북,2023,3-1. 의료서비스 여건,39465.0,40,0,2695319.0,1.464205164583487,False
전북,2024,3-1. 의료서비스 여건,43303.0,42,0,2862745.0,1.512639092898599,False
전북,2016,3-2. 산후조리 여건,2785.0,4,0,1401390.0,0.19873125967789124,False
전북,2017,3-2. 산후조리 여건,3237.0,4,0,1500137.7000000002,0.21578019137843144,False
전북,2018,3-2. 산후조리 여건,3588.0,7,0,1629235.5,0.22022598942878424,False
전북,2019,3-2. 산후조리 여건,6270.0,10,0,1908798.0,0.32847896948760424,False
전북,2020,3-2. 산후조리 여건,7199.0,13,0,2018401.0,0.356668471725886,False
전북,2021,3-2. 산후조리 여건,7603.4,14,0,2200038.999,0.3456029644681767,False
전북,2022,3-2. 산후조리 여건,7279.8,16,0,2540795.1,0.28651661048937005,False
전북,2023,3-2. 산후조리 여건,7215.0,16,0,2695319.0,0.2676863109709834,False
전북,2024,3-2. 산후조리 여건,10178.0,19,0,2862745.0,0.35553288888811263,False
전북,2016,3-3. 아동안전 수준,4484.0,4,0,1401390.0,0.3199680317399154,False
전북,2017,3-3. 아동안전 수준,6852.0,3,0,1500137.7000000002,0.4567580696092098,False
전북,2018,3-3. 아동안전 수준,6055.0,3,0,1629235.5,0.37164670178129555,False
전북,2019,3-3. 아동안전 수준,0.0,1,0,1908798.0,0.0,False
전북,2020,3-3. 아동안전 수준,0.0,1,0,2018401.0,0.0,False
전북,2021,3-3. 아동안전 수준,5765.0,6,0,2200038.999,0.2620408093956702,False
전북,2022,3-3. 아동안전 수준,837.0,6,0,2540795.1,0.03294244388301913,False
전북,2023,3-3. 아동안전 수준,832.0,6,0,2695319.0,0.0308683313552125,False
전북,2024,3-3. 아동안전 수준,784.0,4,0,2862745.0,0.02738630230775008,False
전북,2016,4-1. 일·가정 양립 여건,488.0,12,9,1401390.0,0.03482256902075796,True
전북,2017,4-1. 일·가정 양립 여건,985.0,15,0,1500137.7000000002,0.06566063902000462,False
전북,2018,4-1. 일·가정 양립 여건,1267.0,16,9,1629235.5,0.07776653528602832,True
전북,2019,4-1. 일·가정 양립 여건,1184.0,18,0,1908798.0,0.06202856457309784,False
전북,2020,4-1. 일·가정 양립 여건,1580.0,16,0,2018401.0,0.07827978682135016,False
전북,2021,4-1. 일·가정 양립 여건,401.0,15,0,2200038.999,0.018226949621450782,False
전북,2022,4-1. 일·가정 양립 여건,667.0,15,0,2540795.1,0.026251624934257787,False
전북,2023,4-1. 일·가정 양립 여건,588.0,14,0,2695319.0,0.021815599563539602,False
전북,2024,4-1. 일·가정 양립 여건,678.0,13,0,2862745.0,0.023683562454916523,False
전북,2016,4-2. 사회적 가치관,270.0,4,0,1401390.0,0.019266585318861988,False
전북,2017,4-2. 사회적 가치관,235.0,6,0,1500137.7000000002,0.015665228598681306,False
전북,2018,4-2. 사회적 가치관,248.0,9,0,1629235.5,0.015221863260406492,False
전북,2019,4-2. 사회적 가치관,331.0,25,0,1908798.0,0.017340755805485965,False
전북,2020,4-2. 사회적 가치관,395.0,37,0,2018401.0,0.01956994670533754,False
전북,2021,4-2. 사회적 가치관,561.4,33,0,2200038.999,0.02551772947003109,False
전북,2022,4-2. 사회적 가치관,320.0,24,0,2540795.1,0.012594482727080195,False
전북,2023,4-2. 사회적 가치관,403.0,22,0,2695319.0,0.014951848000181055,False
전북,2024,4-2. 사회적 가치관,401.0,20,0,2862745.0,0.014007534726285435,False
전북,2016,지표체계 외,768384.0,142,1,1401390.0,54.830132939438705,True
전북,2017,지표체계 외,824171.3,148,0,1500137.7000000002,54.939709867967444,False
전북,2018,지표체계 외,957425.3,164,1,1629235.5,58.76531047844219,True
전북,2019,지표체계 외,1159155.0,144,0,1908798.0,60.726960107879414,False
전북,2020,지표체계 외,1268284.0,145,0,2018401.0,62.83607667653751,False
전북,2021,지표체계 외,1528154.899,174,0,2200038.999,69.46035500709776,False
전북,2022,지표체계 외,1601979.6,171,0,2540795.1,63.05032625417139,False
전북,2023,지표체계 외,1750042.0,99,0,2695319.0,64.92893791050336,False
전북,2024,지표체계 외,1854448.0,89,0,2862745.0,64.77866523214607,False
제주,2016,1-1. 고용여건,5439.0,9,0,542630.0,1.0023404529790096,False
제주,2017,1-1. 고용여건,4916.0,5,0,542097.0,0.906848774296851,False
제주,2018,1-1. 고용여건,2790.0,4,0,2211904.0,0.1261356731576054,False
제주,2019,1-1. 고용여건,2861.0,4,0,689085.0,0.41518825689138494,False
제주,2020,1-1. 고용여건,1435.0,4,0,816440.0,0.17576306893341825,False
제주,2021,1-1. 고용여건,8395.0,16,0,704514.0,1.1916015863417901,False
제주,2022,1-1. 고용여건,8511.0,14,0,913167.7,0.9320303379105502,False
제주,2023,1-1. 고용여건,9964.0,14,0,1002935.0,0.9934841240957788,False
제주,2024,1-1. 고용여건,6114.0,13,0,1047248.0,0.5838158678746582,False
제주,2016,1-2. 주거안정성,300.0,1,0,542630.0,0.05528629084274737,False
제주,2017,1-2. 주거안정성,300.0,1,0,542097.0,0.05534064936717968,False
제주,2018,1-2. 주거안정성,300.0,1,0,2211904.0,0.013562975608344664,False
제주,2019,1-2. 주거안정성,550.0,1,0,689085.0,0.07981598786796984,False
제주,2020,1-2. 주거안정성,710.0,1,0,816440.0,0.08696291215521042,False
제주,2021,1-2. 주거안정성,15832.0,6,0,704514.0,2.2472229082743564,False
제주,2022,1-2. 주거안정성,19665.1,7,0,913167.7,2.1535036773639717,False
제주,2023,1-2. 주거안정성,38044.0,5,0,1002935.0,3.7932667620533733,False
제주,2024,1-2. 주거안정성,10426.0,5,0,1047248.0,0.995561700762379,False
제주,2016,1-3. 경제적 여건,3464.0,9,2,542630.0,0.6383723715975895,True
제주,2017,1-3. 경제적 여건,3339.0,9,2,542097.0,0.6159414274567098,True
제주,2018,1-3. 경제적 여건,6488.0,9,2,2211904.0,0.29332195248980064,True
제주,2019,1-3. 경제적 여건,8279.0,8,0,689085.0,1.2014482973798588,False
제주,2020,1-3. 경제적 여건,8898.0,10,0,816440.0,1.0898535103620597,False
제주,2021,1-3. 경제적 여건,4417.0,7,0,704514.0,0.626957022855472,False
제주,2022,1-3. 경제적 여건,80670.8,11,0,913167.7,8.834171423277455,False
제주,2023,1-3. 경제적 여건,112489.0,10,0,1002935.0,11.215981095484752,False
제주,2024,1-3. 경제적 여건,147291.0,11,0,1047248.0,14.064576871953921,False
제주,2016,2-1. 돌봄 여건,318277.0,40,2,542630.0,58.65451596852367,True
제주,2017,2-1. 돌봄 여건,284349.0,44,3,542097.0,52.453527689693914,True
제주,2018,2-1. 돌봄 여건,1912717.0,44,3,2211904.0,86.47378005555395,True
제주,2019,2-1. 돌봄 여건,353401.0,46,0,689085.0,51.285545324597116,False
제주,2020,2-1. 돌봄 여건,443336.0,48,0,816440.0,54.30111214541179,False
제주,2021,2-1. 돌봄 여건,347492.0,53,0,704514.0,49.323647223476044,False
제주,2022,2-1. 돌봄 여건,385433.8,54,0,913167.7,42.208435537087006,False
제주,2023,2-1. 돌봄 여건,368357.0,50,0,1002935.0,36.727903602925416,False
제주,2024,2-1. 돌봄 여건,410417.0,57,0,1047248.0,39.19004858448047,False
제주,2016,2-2. 여가 인프라,1927.0,6,1,542630.0,0.35512227484658054,True
제주,2017,2-2. 여가 인프라,4951.0,7,1,542097.0,0.9133051833896886,True
제주,2018,2-2. 여가 인프라,4927.0,7,0,2211904.0,0.2227492694077139,False
제주,2019,2-2. 여가 인프라,2790.0,4,0,689085.0,0.40488473845751977,False
제주,2020,2-2. 여가 인프라,1075.0,3,0,816440.0,0.13166919798148058,False
제주,2021,2-2. 여가 인프라,1669.0,4,0,704514.0,0.23690089905949346,False
제주,2022,2-2. 여가 인프라,2522.0,5,0,913167.7,0.27618147247214286,False
제주,2023,2-2. 여가 인프라,3242.0,4,0,1002935.0,0.32325125755906414,False
제주,2024,2-2. 여가 인프라,782.0,2,0,1047248.0,0.0746719019754633,False
제주,2016,2-3. 가사수행 격차,100.0,1,0,542630.0,0.018428763614249118,False
제주,2017,2-3. 가사수행 격차,100.0,1,0,542097.0,0.018446883122393225,False
제주,2018,2-3. 가사수행 격차,100.0,1,0,2211904.0,0.004520991869448222,False
제주,2019,2-3. 가사수행 격차,90.0,1,0,689085.0,0.013060798014758701,False
제주,2020,2-3. 가사수행 격차,90.0,1,0,816440.0,0.01102346773798442,False
제주,2021,2-3. 가사수행 격차,0.0,0,0,704514.0,0.0,False
제주,2022,2-3. 가사수행 격차,0.0,0,0,913167.7,0.0,False
제주,2023,2-3. 가사수행 격차,0.0,0,0,1002935.0,0.0,False
제주,2024,2-3. 가사수행 격차,0.0,0,0,1047248.0,0.0,False
제주,2016,3-1. 의료서비스 여건,8915.0,8,0,542630.0,1.642924276210309,False
제주,2017,3-1. 의료서비스 여건,9627.0,7,0,542097.0,1.7758814381927959,False
제주,2018,3-1. 의료서비스 여건,9704.0,7,0,2211904.0,0.43871705101125547,False
제주,2019,3-1. 의료서비스 여건,10861.0,7,0,689085.0,1.5761480804254917,False
제주,2020,3-1. 의료서비스 여건,11363.0,7,0,816440.0,1.3917740434079662,False
제주,2021,3-1. 의료서비스 여건,1073.0,5,0,704514.0,0.15230357381116627,False
제주,2022,3-1. 의료서비스 여건,2208.0,7,0,913167.7,0.24179567455134476,False
제주,2023,3-1. 의료서비스 여건,2826.0,8,0,1002935.0,0.2817729962559887,False
제주,2024,3-1. 의료서비스 여건,9257.0,8,0,1047248.0,0.8839358012619742,False
제주,2016,3-2. 산후조리 여건,1162.0,2,0,542630.0,0.21414223319757478,False
제주,2017,3-2. 산후조리 여건,827.0,2,0,542097.0,0.15255572342219198,False
제주,2018,3-2. 산후조리 여건,1011.0,2,0,2211904.0,0.04570722780012153,False
제주,2019,3-2. 산후조리 여건,1888.0,2,0,689085.0,0.2739865183540492,False
제주,2020,3-2. 산후조리 여건,2151.0,2,0,816440.0,0.26346087893782766,False
제주,2021,3-2. 산후조리 여건,2373.0,2,0,704514.0,0.33682794096355784,False
제주,2022,3-2. 산후조리 여건,2778.0,2,0,913167.7,0.30421575357954517,False
제주,2023,3-2. 산후조리 여건,2854.0,2,0,1002935.0,0.2845648023052341,False
제주,2024,3-2. 산후조리 여건,3075.0,2,0,1047248.0,0.2936267245198845,False
제주,2016,3-3. 아동안전 수준,3393.0,3,0,542630.0,0.6252879494314727,False
제주,2017,3-3. 아동안전 수준,6432.0,3,0,542097.0,1.1865035224323321,False
제주,2018,3-3. 아동안전 수준,7535.0,3,0,2211904.0,0.3406567373629235,False
제주,2019,3-3. 아동안전 수준,5136.0,2,0,689085.0,0.7453362067088967,False
제주,2020,3-3. 아동안전 수준,6182.0,2,0,816440.0,0.7571897506246632,False
제주,2021,3-3. 아동안전 수준,10227.0,5,0,704514.0,1.451639002205776,False
제주,2022,3-3. 아동안전 수준,6613.0,6,0,913167.7,0.7241824256377005,False
제주,2023,3-3. 아동안전 수준,5840.0,6,0,1002935.0,0.5822909759854826,False
제주,2024,3-3. 아동안전 수준,5878.0,5,0,1047248.0,0.5612806135700427,False
제주,2016,4-1. 일·가정 양립 여건,11723.0,9,4,542630.0,2.1604039584984243,True
제주,2017,4-1. 일·가정 양립 여건,12204.0,10,5,542097.0,2.251257616256869,True
제주,2018,4-1. 일·가정 양립 여건,12525.0,9,3,2211904.0,0.5662542316483897,True
제주,2019,4-1. 일·가정 양립 여건,16844.0,10,0,689085.0,2.444400908451062,False
제주,2020,4-1. 일·가정 양립 여건,640.0,11,0,816440.0,0.07838910391455588,False
제주,2021,4-1. 일·가정 양립 여건,620.0,7,0,704514.0,0.08800392894960213,False
제주,2022,4-1. 일·가정 양립 여건,750.0,6,0,913167.7,0.08213168293184264,False
제주,2023,4-1. 일·가정 양립 여건,795.0,6,0,1002935.0,0.07926735032679087,False
제주,2024,4-1. 일·가정 양립 여건,195.0,5,0,1047248.0,0.018620231311017067,False
제주,2016,4-2. 사회적 가치관,57.0,5,0,542630.0,0.010504395260121998,False
제주,2017,4-2. 사회적 가치관,53.0,3,0,542097.0,0.009776848054868408,False
제주,2018,4-2. 사회적 가치관,53.0,3,0,2211904.0,0.0023961256908075577,False
제주,2019,4-2. 사회적 가치관,59.0,3,0,689085.0,0.008562078698564037,False
제주,2020,4-2. 사회적 가치관,58.0,3,0,816440.0,0.007104012542256627,False
제주,2021,4-2. 사회적 가치관,539.0,2,0,704514.0,0.07650664145779928,False
제주,2022,4-2. 사회적 가치관,499.0,2,0,913167.7,0.05464494637731931,False
제주,2023,4-2. 사회적 가치관,539.0,3,0,1002935.0,0.05374226644797519,False
제주,2024,4-2. 사회적 가치관,419.0,2,0,1047248.0,0.04000962522726231,False
제주,2016,지표체계 외,187873.0,37,4,542630.0,34.62267106499825,True
제주,2017,지표체계 외,214999.0,42,3,542097.0,39.66061424431421,True
제주,2018,지표체계 외,253754.0,39,2,2211904.0,11.47219770839964,True
제주,2019,지표체계 외,286326.0,47,0,689085.0,41.55162280415333,False
제주,2020,지표체계 외,340502.0,46,0,816440.0,41.70569790799079,False
제주,2021,지표체계 외,311877.0,48,0,704514.0,44.26838927260495,False
제주,2022,지표체계 외,403517.0,46,0,913167.7,44.18870706881113,False
제주,2023,지표체계 외,457985.0,52,0,1002935.0,45.66447476656015,False
제주,2024,지표체계 외,453394.0,46,0,1047248.0,43.29385207706294,False
충남,2016,1-1. 고용여건,175.0,4,0,1317305.0,0.013284698684055705,False
충남,2017,1-1. 고용여건,1213.0,6,0,1301513.7999999998,0.09319916546409267,False
충남,2018,1-1. 고용여건,2130.0,16,1,1308334.9000000001,0.1628023528226603,True
충남,2019,1-1. 고용여건,907.0,9,0,1809236.0,0.05013165778262206,False
충남,2020,1-1. 고용여건,3456.0,12,0,1425058.0,0.24251644494469698,False
충남,2021,1-1. 고용여건,38843.0,39,0,1253034.0,3.0999158841659527,False
충남,2022,1-1. 고용여건,50692.0,42,0,1666990.0,3.0409300595684434,False
충남,2023,1-1. 고용여건,47876.0,49,0,1693900.0,2.8263769998228936,False
충남,2024,1-1. 고용여건,10102.0,1,0,1060854.0,0.9522516764795156,False
충남,2016,1-2. 주거안정성,0.0,0,0,1317305.0,0.0,False
충남,2017,1-2. 주거안정성,0.0,0,0,1301513.7999999998,0.0,False
충남,2018,1-2. 주거안정성,3860.0,2,0,1308334.9000000001,0.2950314938476379,False
충남,2019,1-2. 주거안정성,327.0,5,0,1809236.0,0.01807392733728491,False
충남,2020,1-2. 주거안정성,261.0,5,0,1425058.0,0.01831504401926097,False
충남,2021,1-2. 주거안정성,883.0,11,0,1253034.0,0.0704689577457595,False
충남,2022,1-2. 주거안정성,1436.0,11,0,1666990.0,0.08614328820208879,False
충남,2023,1-2. 주거안정성,3824.0,13,0,1693900.0,0.2257512249837653,False
충남,2024,1-2. 주거안정성,0.0,0,0,1060854.0,0.0,False
충남,2016,1-3. 경제적 여건,13646.0,25,1,1317305.0,1.0359028471007095,True
충남,2017,1-3. 경제적 여건,14860.5,32,0,1301513.7999999998,1.1417858189440637,False
충남,2018,1-3. 경제적 여건,82848.59999999999,35,0,1308334.9000000001,6.332369487353734,False
충남,2019,1-3. 경제적 여건,14431.0,42,0,1809236.0,0.7976294966494145,False
충남,2020,1-3. 경제적 여건,136821.0,51,1,1425058.0,9.601082903292358,True
충남,2021,1-3. 경제적 여건,149652.0,54,0,1253034.0,11.943171534052547,False
충남,2022,1-3. 경제적 여건,270844.0,57,0,1666990.0,16.24748798733046,False
충남,2023,1-3. 경제적 여건,313813.0,72,0,1693900.0,18.52606411240333,False
충남,2024,1-3. 경제적 여건,218266.0,16,0,1060854.0,20.574555970944164,False
충남,2016,2-1. 돌봄 여건,643404.0,102,0,1317305.0,48.842447269235294,False
충남,2017,2-1. 돌봄 여건,619663.6,110,0,1301513.7999999998,47.61098960302995,False
충남,2018,2-1. 돌봄 여건,396875.4,108,0,1308334.9000000001,30.334389153725088,False
충남,2019,2-1. 돌봄 여건,821397.0,106,0,1809236.0,45.400213128635514,False
충남,2020,2-1. 돌봄 여건,846980.0,154,1,1425058.0,59.43477388288757,True
충남,2021,2-1. 돌봄 여건,562142.0,171,0,1253034.0,44.862469813269236,False
충남,2022,2-1. 돌봄 여건,639040.0,172,0,1666990.0,38.334963017174665,False
충남,2023,2-1. 돌봄 여건,659145.0,168,0,1693900.0,38.91286380541945,False
충남,2024,2-1. 돌봄 여건,748705.0,27,0,1060854.0,70.57568713508174,False
충남,2016,2-2. 여가 인프라,4093.0,33,0,1317305.0,0.3107101240790857,False
충남,2017,2-2. 여가 인프라,3381.1,32,0,1301513.7999999998,0.25978210911017624,False
충남,2018,2-2. 여가 인프라,4691.2,41,0,1308334.9000000001,0.3585626279632225,False
충남,2019,2-2. 여가 인프라,5815.0,38,0,1809236.0,0.32140638368902674,False
충남,2020,2-2. 여가 인프라,9458.0,43,0,1425058.0,0.6636922848052501,False
충남,2021,2-2. 여가 인프라,8211.0,23,0,1253034.0,0.6552894813708168,False
충남,2022,2-2. 여가 인프라,12316.0,28,0,1666990.0,0.7388166695661041,False
충남,2023,2-2. 여가 인프라,28710.0,32,0,1693900.0,1.694905248243698,False
충남,2024,2-2. 여가 인프라,0.0,0,0,1060854.0,0.0,False
충남,2016,2-3. 가사수행 격차,23.0,4,0,1317305.0,0.0017459889699044642,False
충남,2017,2-3. 가사수행 격차,13.0,2,0,1301513.7999999998,0.0009988368928550739,False
충남,2018,2-3. 가사수행 격차,10.0,3,0,1308334.9000000001,0.0007643302949420671,False
충남,2019,2-3. 가사수행 격차,17.0,3,0,1809236.0,0.0009396231337426407,False
충남,2020,2-3. 가사수행 격차,13.0,2,0,1425058.0,0.0009122435718405847,False
충남,2021,2-3. 가사수행 격차,3.0,1,0,1253034.0,0.0002394188824884241,False
충남,2022,2-3. 가사수행 격차,13.0,2,0,1666990.0,0.000779848709350386,False
충남,2023,2-3. 가사수행 격차,10.0,1,0,1693900.0,0.0005903536218194699,False
충남,2024,2-3. 가사수행 격차,0.0,0,0,1060854.0,0.0,False
충남,2016,3-1. 의료서비스 여건,6670.0,47,0,1317305.0,0.5063368012722945,False
충남,2017,3-1. 의료서비스 여건,6947.2,42,0,1301513.7999999998,0.5337784355417515,False
충남,2018,3-1. 의료서비스 여건,3973.4,40,0,1308334.9000000001,0.30369899939228095,False
충남,2019,3-1. 의료서비스 여건,4697.0,41,0,1809236.0,0.2596123446581872,False
충남,2020,3-1. 의료서비스 여건,6769.0,52,1,1425058.0,0.4749982105991476,True
충남,2021,3-1. 의료서비스 여건,9194.0,74,0,1253034.0,0.7337390685328571,False
충남,2022,3-1. 의료서비스 여건,7859.0,49,0,1666990.0,0.47144853898343725,False
충남,2023,3-1. 의료서비스 여건,12547.0,73,0,1693900.0,0.7407166892968888,False
충남,2024,3-1. 의료서비스 여건,14786.0,18,0,1060854.0,1.3937827448451907,False
충남,2016,3-2. 산후조리 여건,2418.0,3,0,1317305.0,0.1835565795316954,False
충남,2017,3-2. 산후조리 여건,3026.0,5,0,1301513.7999999998,0.23249849521380417,False
충남,2018,3-2. 산후조리 여건,5590.6,7,0,1308334.9000000001,0.4273064946903121,False
충남,2019,3-2. 산후조리 여건,9779.0,10,0,1809236.0,0.540504389698193,False
충남,2020,3-2. 산후조리 여건,14607.0,15,0,1425058.0,1.025010911836571,False
충남,2021,3-2. 산후조리 여건,13510.0,17,0,1253034.0,1.0781830341395366,False
충남,2022,3-2. 산후조리 여건,19168.0,18,0,1666990.0,1.1498569277560153,False
충남,2023,3-2. 산후조리 여건,23785.0,18,0,1693900.0,1.404156089497609,False
충남,2024,3-2. 산후조리 여건,11715.0,7,0,1060854.0,1.104298989304843,False
충남,2016,3-3. 아동안전 수준,297.0,4,0,1317305.0,0.022546031480940254,False
충남,2017,3-3. 아동안전 수준,268.9,4,0,1301513.7999999998,0.02066055696067149,False
충남,2018,3-3. 아동안전 수준,72.0,4,0,1308334.9000000001,0.005503178123582883,False
충남,2019,3-3. 아동안전 수준,19.0,4,0,1809236.0,0.00105016703183001,False
충남,2020,3-3. 아동안전 수준,94.0,4,0,1425058.0,0.0065962227502319205,False
충남,2021,3-3. 아동안전 수준,616.0,9,0,1253034.0,0.04916067720428975,False
충남,2022,3-3. 아동안전 수준,1070.0,8,0,1666990.0,0.06418754761576255,False
충남,2023,3-3. 아동안전 수준,1260.0,12,0,1693900.0,0.0743845563492532,False
충남,2024,3-3. 아동안전 수준,72.0,1,0,1060854.0,0.0067869848254330945,False
충남,2016,4-1. 일·가정 양립 여건,195.0,5,0,1317305.0,0.0148029499622335,False
충남,2017,4-1. 일·가정 양립 여건,412.8,4,0,1301513.7999999998,0.03171691302850573,False
