지역,연도,당해계획예산_백만원,세부사업수,예산금액_존재_사업수,예산결측_사업수,음수예산_사업수,합계출산율,예산_QA_그룹수,예산_QA_일치건수,예산_QA_불일치건수,예산_QA_판정불가건수,예산_QA_허용초과건수,예산_QA_최대절대오차율,원자료_누락주의,소비자물가지수,기준연도,20_39세_인구_명,실질계획예산_2020년가격_백만원,log1p_실질계획예산,20_39세_1인당_실질예산_원,log1p_20_39세_1인당_실질예산,총액기준_재정대응지수_z,재정대응지수_z,재정대응점수_0_100,실질예산_전년증감액_백만원,실질예산_전년증감률,log실질예산_전년변화,log1인당실질예산_전년변화,전년도_합계출산율,전전년도_합계출산율,직전1년_출산율하락도
세종,2020,209363.0,107,107,0,0,1.277,6,4,2,0,0,0.09,,100.0,2020=100,98945,209363.0,12.251829642867902,2115953.3073929963,14.565016477867534,-2.2960153461351047,-0.8530480229489881,44.35983530530827,79123.82519830698,0.6075270771546568,0.47469411948184437,0.46309807869452335,1.472,1.566,0.09400000000000008
세종,2021,175466.0,93,93,0,0,1.277,8,7,1,0,0,0.0,,102.59,2020=100,100229,171036.16336874937,12.049636141513941,1706453.854361007,14.349928591872603,-2.518830589820068,-1.2818504641456163,37.813242309530565,-38326.836631250626,-0.18306404011812316,-0.20219350135396041,-0.21508788599493123,1.277,1.472,0.19500000000000006
세종,2022,231310.4,108,108,0,0,1.121,8,8,0,0,0,0.0,,108.06,2020=100,99462,214057.3755321118,12.274004039665844,2152152.3348827874,14.581979449994442,-2.271579379632645,-0.819230386849575,44.87613437068756,43021.21216336242,0.251532841453008,0.22436789815190217,0.23205085812183945,1.277,1.277,0.0
세종,2023,318453.0,112,112,0,0,0.971,8,8,0,0,0,0.0,,111.62,2020=100,97150,285301.0213223437,12.561303622077803,2936706.344028242,14.892799560690287,-1.9549780742640583,-0.19957474412069795,54.33651262591026,71243.64579023188,0.33282499896643025,0.2872995824119595,0.31082011069584503,1.121,1.277,0.15599999999999992
세종,2024,329034.0,120,120,0,0,1.028,8,8,0,0,0,0.0,,114.24,2020=100,95902,288019.9579831933,12.570788527245396,3003273.737598729,14.915213830492586,-1.9445258023458512,-0.1548893190703433,55.01873190113556,2718.9366608496057,0.009530062837656894,0.009484905167592927,0.022414269802299103,0.971,1.121,0.15000000000000002
울산,2016,577145.0,155,155,0,0,1.418,6,4,2,0,1,262.31,,95.718,2020=100,335848,602963.9148331557,13.309614289660255,1795347.641889056,14.40070979050907,-1.1303471012954727,-1.1806123035607776,39.35886091921151,,,,,,,
울산,2017,2222729.4,154,154,0,0,1.261,6,0,0,6,0,,,97.492,2020=100,328031,2279909.531038444,14.639646759388071,6950286.805327679,15.754293627522085,0.33533555846777663,1.517912771390015,80.55765938058151,1676945.6162052883,2.7811707715034837,1.3300324697278167,1.353583837013014,1.418,,
울산,2018,948045.0,189,189,0,0,1.131,6,0,0,6,0,,,99.158,2020=100,319567,956095.3226164303,13.770613942832933,2991846.225099683,14.911401555643057,-0.6223300316442786,-0.1624895274894701,54.902698347165455,-1323814.2084220136,-0.580643306411833,-0.8690328165551389,-0.842892071879028,1.261,1.418,0.15700000000000003
울산,2019,356752.0,160,160,0,0,1.084,6,4,1,1,0,0.01,,99.467,2020=100,308880,358663.6774005449,12.790143184739367,1161174.8167590809,13.964943684838483,-1.702799133903678,-2.0493621591742146,26.095522902826783,-597431.6452158855,-0.624866193865447,-0.9804707580935652,-0.9464578708045739,1.131,1.261,0.1299999999999999
울산,2020,1240133.6,194,194,0,0,0.984,6,4,2,0,2,25.6,,100.0,2020=100,296274,1240133.6,14.030730480077366,4185765.878882386,15.247200489773752,-0.3356841738669506,0.5069642729438146,65.12335275548219,881469.9225994551,2.45765037872808,1.240587295337999,1.282256804935269,1.084,1.131,0.04699999999999993
울산,2021,977844.0,249,249,0,0,0.94,8,8,0,0,0,0.0,,102.59,2020=100,282313,953157.2277999804,13.767536200124328,3376242.77946811,15.032274341649089,-0.6257216737446691,0.07848427479545103,58.5816825474466,-286976.37220001966,-0.23140762592031994,-0.2631942799530389,-0.21492614812466293,0.984,1.084,0.10000000000000009
울산,2022,938106.0,254,254,0,0,0.848,8,8,0,0,0,0.0,,108.06,2020=100,268844,868134.3697945586,13.674102937467131,3229137.975162394,14.98772608850528,-0.7286842073960339,-0.010327792005748376,57.22577502780013,-85022.85800542182,-0.08920129389530662,-0.09343326265719654,-0.044548253143808836,0.94,0.984,0.04400000000000004
울산,2023,3219772.0,274,274,0,0,0.814,8,8,0,0,0,0.0,,111.62,2020=100,259431,2884583.407991399,14.874891394858462,11118884.820978984,16.22415564581163,0.5945728258721118,2.454636750688786,94.85876882562394,2016449.0381968403,2.3227384012846155,1.2007884573913312,1.2364295573063515,0.848,0.94,0.09199999999999997
울산,2024,1273043.0,302,302,0,0,0.859,8,8,0,0,0,0.0,,114.24,2020=100,253450,1114358.368347339,13.923790240218905,4396758.210090113,15.296378284345973,-0.45353126313654274,0.6050058630951627,66.62016883140889,-1770225.03964406,-0.6136848165803976,-0.9511011546395576,-0.9277773614656581,0.814,0.848,0.03400000000000003
인천,2016,1094772.2,132,132,0,0,1.144,5,4,1,0,0,2.42,,95.718,2020=100,856765,1143747.4665162247,13.949821554820128,1334960.5393733692,14.104413039943337,-0.4248450112665697,-1.7713139573220185,30.34052767857964,,,,,,,
인천,2017,1161639.0,119,119,0,0,1.007,5,0,0,5,0,,,97.492,2020=100,849476,1191522.3813235958,13.990743198764063,1402655.7328560145,14.153878662617151,-0.3797497633664142,-1.6726985487427424,31.84610432893459,47774.9148073711,0.04177050984243058,0.04092164394393549,0.04946562267381438,1.144,,
인천,2018,1453723.0,217,214,3,0,1.006,5,0,0,5,0,,,99.158,2020=100,843463,1466067.2865527743,14.198094740529978,1738152.4578467272,14.368333876563685,-0.151250410035837,-1.2451574120476419,38.37344079438051,274544.9052291785,0.23041523141529408,0.20735154176591486,0.21445521394653433,1.007,1.144,0.137
인천,2019,2137311.0,252,252,0,0,0.94,6,4,1,1,0,0.0,,99.467,2020=100,828797,2148763.91164909,14.580403775340557,2592629.9342892044,14.768183722840071,0.2700503745287388,-0.4480107508012191,50.54360180036791,682696.6250963155,0.46566527427371285,0.38230903481057865,0.39984984627638553,1.006,1.007,0.0009999999999998899
인천,2020,2761790.0,305,305,0,0,0.829,6,4,2,0,0,0.0,,100.0,2020=100,807692,2761790.0,14.831389940283781,3419360.3502325146,15.044964351902664,0.5466346521088528,0.1037832699032993,58.96792620714001,613026.0883509102,0.28529243488664013,0.25098616494322457,0.2767806290625927,0.94,1.006,0.06600000000000006
인천,2021,3305518.2,367,367,0,0,0.778,8,6,2,0,0,0.03,,102.59,2020=100,793142,3222066.6731650257,14.985533845963735,4062408.3369245683,15.217286788306378,0.7164997154102956,0.4473278682476467,64.2128745683996,460276.67316502566,0.16665882386605269,0.15414390567995362,0.17232243640371436,0.829,0.94,0.11099999999999999
인천,2022,4451688.0,377,371,6,0,0.747,8,8,0,0,0,0.0,,108.06,2020=100,781788,4119644.64186563,15.231277708370786,5269516.3418543525,15.477449330337402,0.9873070273152227,0.9659918209606898,72.13139711812683,897577.9687006045,0.2785721276893742,0.2457438624070516,0.26016254203102385,0.778,0.829,0.050999999999999934
인천,2023,4389696.0,336,336,0,0,0.694,8,8,0,0,0,0.0,,111.62,2020=100,777188,3932714.5672818488,15.18484072926707,5060184.3663075715,15.436913674250276,0.9361339344823575,0.8851793279406213,70.89762032501869,-186930.07458378142,-0.045375291034599474,-0.046436979103717135,-0.04053565608712617,0.747,0.778,0.031000000000000028
인천,2024,4721370.0,328,328,0,0,0.762,8,8,0,0,0,0.0,,114.24,2020=100,773496,4132851.8907563025,15.23447849904387,5343081.141668868,15.49131322451982,0.9908342670584984,0.9936310887065846,72.55337008108096,200137.32347445376,0.05089037611310343,0.04963776977680112,0.054399550269543795,0.694,0.747,0.05300000000000005
전남,2016,1883686.0,446,436,10,0,1.466,5,1,4,0,0,6.39,,95.718,2020=100,425915,1967953.7808980546,14.492505379144408,4620531.75140123,15.346020570565866,0.1731872091113864,0.703973470774255,68.13112255973368,,,,,,,
전남,2017,1392937.0,451,447,4,0,1.325,5,0,0,5,0,,,97.492,2020=100,419647,1428770.5657900134,14.17232558814348,3404696.24658347,15.040666579246546,-0.17964776173163194,0.09521516576239508,58.83711563992541,-539183.2151080412,-0.27398164547441284,-0.3201797910009283,-0.3053539913193202,1.466,,
전남,2018,1647546.0,399,396,3,0,1.24,5,0,1,4,1,23.45,원자료에 자체사업 일부 세부내역이 없어 세부사업 합계가 과소대표될 수 있음,99.158,2020=100,411745,1661536.1342503882,14.323253716361753,4035352.303611187,15.210604415607996,-0.013326453466640449,0.4340057896340727,64.00948433979586,232765.56846037484,0.1629131884668069,0.15092812821827373,0.16993783636145032,1.325,1.466,0.14100000000000001
전남,2019,1540331.0,487,487,0,0,1.234,6,3,2,1,0,0.07,,99.467,2020=100,400334,1548584.9578252083,14.252852787235899,3868232.42049191,15.16830848029398,-0.09090758279959804,0.34968397749923197,62.72213023058709,-112951.17642517993,-0.06797996991870325,-0.07040092912585472,-0.042295935314015765,1.24,1.325,0.08499999999999996
전남,2020,1840688.0,499,499,0,0,1.145,6,5,1,0,0,1.54,,100.0,2020=100,386773,1840688.0,14.425650516015562,4759091.249906275,15.375567504220118,0.09951380952224137,0.7628786816475296,69.03043749796407,292103.0421747917,0.18862577781009415,0.17279772877966337,0.20725902392613804,1.234,1.24,0.006000000000000005
전남,2021,1966392.42,524,524,0,0,1.017,8,8,0,0,0,0.0,,102.59,2020=100,372163,1916748.630470806,14.466141408631664,5150293.367343895,15.454564429713974,0.1441343737088447,0.9203681392341452,71.4348533335367,76060.63047080603,0.041321848390822424,0.04049089261610206,0.07899692549385584,1.145,1.234,0.08899999999999997
전남,2022,2258897.4,552,547,5,0,0.969,7,6,1,0,0,0.0,,108.06,2020=100,358232,2090410.3275957801,14.55287141203904,5835353.423467976,15.579445562812374,0.23970998180013722,1.1693330425074842,75.23583890492326,173661.6971249741,0.09060222835913434,0.0867300034073768,0.1248811330984001,1.017,1.145,0.1280000000000001
전남,2023,2712169.0,628,628,0,0,0.972,8,6,2,0,0,0.02,,111.62,2020=100,347654,2429823.50833184,14.703329593915347,6989200.493398149,15.759876872119255,0.4055134138326924,1.5290436117067079,80.72759563619385,339413.1807360598,0.16236677376466324,0.15045818187630644,0.180431309306881,0.969,1.017,0.04799999999999993
전남,2024,2621833.0,468,466,2,0,1.028,8,5,3,0,0,0.19,,114.24,2020=100,338373,2295021.8837535013,14.646253372561494,6782520.720487455,15.729859525940977,0.3426159810051534,1.469200579357628,79.81396283287,-134801.62457833858,-0.055477948960533596,-0.05707622135385293,-0.030017346178278004,0.972,0.969,-0.0030000000000000027
전북,2016,1401390.0,280,266,14,0,1.251,5,5,0,0,0,0.0,,95.718,2020=100,444987,1464081.9908481163,14.196739659634488,3290168.006813944,15.00644949127443,-0.1527436958136662,0.0269994650723599,57.79565601788312,,,,,,,
전북,2017,1500137.7,318,318,0,0,1.151,5,0,0,5,0,,,97.492,2020=100,435899,1538729.0239199114,14.246467974378604,3530012.7412999603,15.07681232162144,-0.09794358357684656,0.16727586084767743,59.937277384340156,74647.03307179501,0.05098555513858427,0.04972831474411521,0.0703628303470083,1.251,,
전북,2018,1629235.5,380,365,15,0,1.044,6,0,0,6,0,,,99.158,2020=100,425428,1643070.15066863,14.312077701418719,3862157.993053184,15.166736909702475,-0.025642311673179107,0.3465508707552937,62.674296606768046,104341.12674871855,0.06780994257384543,0.06560972704011547,0.0899245880810362,1.151,1.251,0.09999999999999987
전북,2019,1908798.0,373,373,0,0,0.971,5,4,1,0,0,0.0,,99.467,2020=100,411844,1919026.410769401,14.467329058769742,4659595.406924468,15.35443939439502,0.14544315244385034,0.720757364452168,68.38736485277447,275956.260100771,0.1679515996249299,0.15525135735102324,0.18770248469254547,1.044,1.151,0.10699999999999998
전북,2020,2018401.0,410,410,0,0,0.909,5,3,2,0,0,0.16,,100.0,2020=100,400476,2018401.0,14.517816667192363,5040004.894175931,15.432917809526218,0.2010799988233197,0.8772131119892139,70.77599887761089,99374.58923059911,0.051783856997964284,0.05048760842262112,0.07847841513119747,0.971,1.044,0.07300000000000006
전북,2021,2200038.999,473,473,0,0,0.85,8,7,1,0,0,0.0,,102.59,2020=100,388760,2144496.538648991,14.578415835187885,5516247.912977135,15.523208642507571,0.2678596840931778,1.0572182732328996,73.52416543308388,126095.53864899091,0.06247298661117928,0.06059916799552134,0.09029083298135276,0.909,0.971,0.061999999999999944
전북,2022,2540795.1,498,498,0,0,0.817,8,8,0,0,0,0.0,,108.06,2020=100,374789,2351281.7878956133,14.670471604378665,6273614.721604992,15.65186341651123,0.36930423353467123,1.3137063637135944,77.44000866372292,206785.24924662244,0.09642601212911961,0.09205576919078062,0.12865477400365855,0.85,0.909,0.05900000000000005
전북,2023,2695319.0,403,403,0,0,0.78,8,6,2,0,0,0.01,,111.62,2020=100,363812,2414727.6473750225,14.697097477420408,6637295.2166916495,15.70821524224432,0.3986456829402837,1.426050210176456,79.15517949232192,63445.85947940918,0.026983520140388073,0.02662587304174302,0.056351825733090166,0.817,0.85,0.03300000000000003
전북,2024,2862745.0,419,419,0,0,0.808,8,5,3,0,0,0.01,,114.24,2020=100,353910,2505904.236694678,14.734160599155995,7080625.686458925,15.77287297678925,0.4394888774343706,1.554952841242173,81.12315583899851,91176.58931965567,0.0377585395267126,0.03706312173558679,0.06465773454493018,0.78,0.817,0.03699999999999992
제주,2016,542630.0,130,117,13,0,1.432,6,5,1,0,0,0.0,,95.718,2020=100,163482,566904.8663783197,13.24794854843017,3467689.8152599046,15.058999459292206,-1.1983021397471878,0.1317638708713819,59.39511035703459,,,,,,,
제주,2017,542097.0,134,120,14,0,1.305,6,0,0,6,0,,,97.492,2020=100,167063,556042.5470807861,13.22860189225345,3328340.488802345,15.017984686477119,-1.2196219639830757,0.049996203543762475,58.146750770474746,-10862.319297533599,-0.019160744494799764,-0.0193466561767206,-0.04101477281508714,1.432,,
제주,2018,2211904.0,129,119,10,0,1.22,6,0,0,6,0,,,99.158,2020=100,169441,2230686.3793138224,14.617820337784307,13164974.11673575,16.393070460803337,0.31128305719623556,2.791387863786931,100.0,1674643.8322330364,3.011718871199493,1.389218445530858,1.3750857743262177,1.305,1.432,0.127
제주,2019,689085.0,135,135,0,0,1.145,6,5,1,0,0,0.0,,99.467,2020=100,166985,692777.5040968362,13.448465608175146,4148740.9294058518,15.238315696707012,-0.9773343181758336,0.4892514159927051,64.85292783689324,-1537908.875216986,-0.689433032576305,-1.1693547296091609,-1.1547547640963245,1.22,1.305,0.08499999999999996
제주,2020,816440.0,138,138,0,0,1.021,6,6,0,0,0,0.0,,100.0,2020=100,165301,816440.0,13.612709929136978,4939111.076158039,15.412696131340223,-0.796338696882761,0.8368988705286238,70.16051513633488,123662.4959031638,0.17850247037738431,0.1642443209618314,0.1743804346332105,1.145,1.22,0.07499999999999996
제주,2021,704514.0,155,155,0,0,0.951,8,8,0,0,0,0.0,,102.59,2020=100,161949,686727.7512428112,13.439694662441795,4240395.1320651015,15.26016725021792,-0.9869998138413103,0.5328150013897783,65.51801981313194,-129712.24875718879,-0.15887542104403118,-0.17301526669518275,-0.15252888112230245,1.021,1.145,0.12400000000000011
제주,2022,913167.7,160,160,0,0,0.919,8,8,0,0,0,0.0,,108.06,2020=100,157259,845056.1724967611,13.647159563809973,5373658.566420753,15.497019717885404,-0.7583755393474257,1.0050076396197904,72.7270576382615,158328.42125394987,0.23055486103104728,0.2074649013681782,0.23685246766748413,0.951,1.021,0.06999999999999995
제주,2023,1002935.0,160,160,0,0,0.827,8,8,0,0,0,0.0,,111.62,2020=100,152204,898526.2497760258,13.708512312821574,5903433.876744539,15.591044921972538,-0.690765415232552,1.1924576992085671,75.58888660485378,53470.07727926469,0.06327399174102788,0.061352749011600594,0.09402520408713322,0.919,0.951,0.03199999999999992
제주,2024,1047248.0,156,156,0,0,0.826,8,8,0,0,0,0.0,,114.24,2020=100,147597,916708.6834733894,13.728546107299103,6210889.675761631,15.6418148696737,-0.6686883713683643,1.2936734297597372,77.13416277175175,18182.433697363595,0.02023584030171177,0.020033794477528843,0.05076994770116272,0.827,0.919,0.09200000000000008
충남,2016,1317305.0,421,420,1,0,1.395,6,2,4,0,2,72.29,,95.718,2020=100,540833,1376235.3998203054,14.134863084914109,2544658.702076806,14.749507486679436,-0.22093107069163803,-0.485243975819916,49.97515641223673,,,,,,,
충남,2017,1301513.7999999998,420,420,0,0,1.276,6,0,0,6,0,,,97.492,2020=100,540722,1334995.4868091738,14.104439218209409,2468912.836557739,14.719288869604851,-0.2544578716434618,-0.5454882648519513,49.05539756125603,-41239.913011131575,-0.02996574061132007,-0.030423866704699876,-0.03021861707458484,1.395,,
충남,2018,1308334.9,465,463,2,0,1.186,6,0,0,6,0,,,99.158,2020=100,537386,1319444.6237318218,14.092722224324056,2455301.4476220477,14.713760508210074,-0.2673698833072279,-0.5565096891917374,48.887131776236274,-15550.863077352056,-0.011648625954924219,-0.011716993885352522,-0.005528361394777193,1.276,1.395,0.119
충남,2019,1809236.0,454,454,0,0,1.112,5,3,2,0,0,0.11,,99.467,2020=100,524990,1818930.9017060935,14.413760019584567,3464696.2831789055,15.058135822627738,0.08641059976492405,0.130042111841032,59.36882399640415,499486.2779742717,0.37855796976273304,0.32103779526051035,0.34437531441766467,1.186,1.276,0.09000000000000008
충남,2020,1425058.0,545,537,8,0,1.029,6,2,4,0,0,0.29,,100.0,2020=100,511798,1425058.0,14.169723774336559,2784414.9449587534,14.839548694793349,-0.18251493487780096,-0.3057364704625505,52.71572517854929,-393872.90170609346,-0.21654088197449084,-0.24403624524800804,-0.2185871278343896,1.112,1.186,0.07399999999999984
충남,2021,1253034.0,624,624,0,0,0.963,8,5,3,0,0,0.0,,102.59,2020=100,497862,1221399.7465639925,14.015508911007265,2453289.7601423534,14.712940848683536,-0.3524581928087605,-0.5581437747391583,48.86218394018992,-203658.25343600754,-0.1429122558071374,-0.1542148633292939,-0.12660784610981324,1.029,1.112,0.08300000000000018
충남,2022,1666990.0,622,622,0,0,0.909,8,8,0,0,0,0.0,,108.06,2020=100,484574,1542652.230242458,14.249014368720902,3183522.496548428,14.973499159140244,-0.09513748213393268,-0.03869081214628274,56.792752425426514,321252.4836784655,0.26301993641492394,0.23350545771363684,0.26055831045670885,0.963,1.029,0.06599999999999995
충남,2023,1693900.0,660,660,0,0,0.842,8,4,4,0,0,0.01,,111.62,2020=100,476757,1517559.5771367138,14.232614720154773,3183088.191965118,14.973362727224174,-0.11320973305763,-0.038962804864038546,56.788599870660285,-25092.65310574416,-0.01626591697974622,-0.016399648566128633,-0.00013643191607037863,0.909,0.963,0.05399999999999994
충남,2024,1060854.0,106,106,0,0,0.883,8,0,8,0,6,96.58,,114.24,2020=100,472607,928618.6974789916,13.741454566359993,1964885.6184504072,14.490945101086615,-0.654463376835951,-1.0007178326155444,42.10533754882837,-588940.8796577222,-0.3880841902555934,-0.4911601537947803,-0.48241762613755945,0.842,0.909,0.06700000000000006
충북,2016,1198606.0,380,378,2,0,1.358,6,2,4,0,1,41.86,,95.718,2020=100,410724,1252226.3315154933,14.040434388852377,3048826.782743383,14.930267741181776,-0.3249905621340217,-0.12487761653665097,55.47692519185039,,,,,,,
충북,2017,1184144.7,399,389,10,0,1.235,6,0,0,6,0,,,97.492,2020=100,407345,1214607.044680589,14.009931985740481,2981764.9527564817,14.908026284558735,-0.35860390943174875,-0.16921851863633314,54.799965801642216,-37619.286834904226,-0.030041922844232127,-0.030502403111896115,-0.02224145662304089,1.358,,
충북,2018,1087783.0,416,400,16,0,1.172,6,0,0,6,0,,,99.158,2020=100,406509,1097019.9076221788,13.908108797983843,2698636.2113069547,14.808257466999205,-0.4708120577691073,-0.3681191323409833,51.76331945956214,-117587.13705841033,-0.09681084723934952,-0.10182318775663823,-0.09976881755953038,1.235,1.358,0.123
충북,2019,1216343.0,422,422,0,0,1.05,6,2,3,1,0,0.11,,99.467,2020=100,400285,1222860.8483215538,14.016704446981713,3054975.4507951927,14.93228244214411,-0.3511407239598758,-0.12086107842743114,55.53824629855798,125840.940699375,0.11471162904612986,0.10859564899786989,0.12402497514490562,1.172,1.235,0.06300000000000017
충북,2020,1730007.0,467,467,0,0,0.983,6,4,2,0,0,0.9,,100.0,2020=100,393886,1730007.0,14.363636590740727,4392151.536231295,15.29532999204002,0.03117507568833731,0.6029159718035129,66.58826213877516,507146.1516784462,0.414721063622679,0.34693214375901427,0.36304754989591004,1.05,1.172,0.12199999999999989
충북,2021,1856518.64,438,438,0,0,0.949,7,5,2,0,0,0.36,,102.59,2020=100,385022,1809648.7376937324,14.408643869429213,4700117.753514688,15.363098333066342,0.08077265276880143,0.7380199546871276,68.65091547997191,79641.73769373237,0.0460355002573587,0.04500727868848564,0.06776834102632101,0.983,1.05,0.06700000000000006
충북,2022,1864639.7,492,492,0,0,0.871,8,8,0,0,0,0.0,,108.06,2020=100,375742,1725559.5965204516,14.361062539142019,4592405.417867716,15.33991471869836,0.028338496221720997,0.6918007527512915,67.94527979651077,-84089.14117328078,-0.046467106804631286,-0.047581330287194135,-0.023183614367981775,0.949,0.983,0.03400000000000003
충북,2023,1875132.0,484,484,0,0,0.886,8,6,2,0,0,0.82,,111.62,2020=100,369437,1679924.7446694141,14.334260150801072,4547256.351338426,15.330034829256654,-0.0011974713021439072,0.6721040567158111,67.64456730069104,-45634.85185103747,-0.02644640726582792,-0.026802388340946948,-0.009879889441705814,0.871,0.949,0.07799999999999996
충북,2024,2209471.0,501,501,0,0,0.882,8,5,3,0,0,0.0,,114.24,2020=100,363020,1934060.74929972,14.475132882768886,5327697.507850036,15.48842990323681,0.1540428894996906,0.9878828560751202,72.465610927056,254136.0046303058,0.15127820781062207,0.14087273196781425,0.15839507398015584,0.886,0.871,-0.015000000000000013
