지역,연도,당해계획예산_백만원,분모대안,예산단계,행정범위,회계범위,금액기준,분모금액_원,분모금액_백만원,출처,계획예산_총세출비율_pct,100pct_초과
부산,2021,3944822.1,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,20204508206000,20204508.206,행정안전부 지방재정365 기능별 회계별 세출예산,19.524464836162316,False
부산,2022,5106355.100000001,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,21881765237000,21881765.237,행정안전부 지방재정365 기능별 회계별 세출예산,23.336120485223173,False
부산,2023,4317819.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,23589078362000,23589078.362,행정안전부 지방재정365 기능별 회계별 세출예산,18.304314114092897,False
부산,2024,4796613.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,24466262971000,24466262.971,행정안전부 지방재정365 기능별 회계별 세출예산,19.60500876527589,False
서울,2016,4173074.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,39210741290000,39210741.29,행정안전부 지방재정365 기능별 회계별 세출예산,10.642680711227126,False
서울,2017,4761473.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,42320286156000,42320286.156,행정안전부 지방재정365 기능별 회계별 세출예산,11.251041598462672,False
서울,2018,5912413.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,45777692409000,45777692.409,행정안전부 지방재정365 기능별 회계별 세출예산,12.915489376737579,False
서울,2019,5907309.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,51497257566000,51497257.566,행정안전부 지방재정365 기능별 회계별 세출예산,11.47111376257088,False
서울,2020,6677517.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,57038639890000,57038639.89,행정안전부 지방재정365 기능별 회계별 세출예산,11.707006010097201,False
서울,2021,7529092.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,58825841762000,58825841.762,행정안전부 지방재정365 기능별 회계별 세출예산,12.798953273735561,False
서울,2022,7957659.899999999,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,64781476910000,64781476.91,행정안전부 지방재정365 기능별 회계별 세출예산,12.28385069246795,False
서울,2023,8314712.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,69339637562000,69339637.562,행정안전부 지방재정365 기능별 회계별 세출예산,11.991282753050742,False
서울,2024,4872683.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,68735866398000,68735866.398,행정안전부 지방재정365 기능별 회계별 세출예산,7.088996262570976,False
세종,2016,97707.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,1117265816000,1117265.816,행정안전부 지방재정365 기능별 회계별 세출예산,8.74518835184697,False
세종,2017,89445.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,1242038463000,1242038.463,행정안전부 지방재정365 기능별 회계별 세출예산,7.201467801887228,False
세종,2018,104743.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,1503339125000,1503339.125,행정안전부 지방재정365 기능별 회계별 세출예산,6.967356749928263,False
세종,2019,129545.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,1551612540000,1551612.54,행정안전부 지방재정365 기능별 회계별 세출예산,8.349056008531615,False
세종,2020,209363.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,1605095545000,1605095.545,행정안전부 지방재정365 기능별 회계별 세출예산,13.043647192977536,False
세종,2021,175466.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,1817284784000,1817284.784,행정안전부 지방재정365 기능별 회계별 세출예산,9.65539366998849,False
세종,2022,231310.4,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,1921327954000,1921327.954,행정안전부 지방재정365 기능별 회계별 세출예산,12.039089917909974,False
세종,2023,318453.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,2002807077000,2002807.077,행정안전부 지방재정365 기능별 회계별 세출예산,15.900333270092592,False
세종,2024,329034.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,1905977882000,1905977.882,행정안전부 지방재정365 기능별 회계별 세출예산,17.26326433834241,False
울산,2016,577145.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5051290919000,5051290.919,행정안전부 지방재정365 기능별 회계별 세출예산,11.42569313973025,False
울산,2017,2222729.4,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5499606839000,5499606.839,행정안전부 지방재정365 기능별 회계별 세출예산,40.41615091896572,False
울산,2018,948045.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5861825604000,5861825.604,행정안전부 지방재정365 기능별 회계별 세출예산,16.17320377721698,False
울산,2019,356752.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5949726035000,5949726.035,행정안전부 지방재정365 기능별 회계별 세출예산,5.996108020795616,False
울산,2020,1240133.6,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,6329132073000,6329132.073,행정안전부 지방재정365 기능별 회계별 세출예산,19.59405469338197,False
울산,2021,977844.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,6624962937000,6624962.937,행정안전부 지방재정365 기능별 회계별 세출예산,14.759992007484342,False
울산,2022,938106.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,7135800801000,7135800.801,행정안전부 지방재정365 기능별 회계별 세출예산,13.146471239339183,False
울산,2023,3219772.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,7674733029000,7674733.029,행정안전부 지방재정365 기능별 회계별 세출예산,41.9528860200565,False
울산,2024,1273043.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,7987164529000,7987164.529,행정안전부 지방재정365 기능별 회계별 세출예산,15.938609945717323,False
인천,2016,1094772.2,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,12151803113000,12151803.113,행정안전부 지방재정365 기능별 회계별 세출예산,9.009133787139891,False
인천,2017,1161639.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,12559542709000,12559542.709,행정안전부 지방재정365 기능별 회계별 세출예산,9.249054897258201,False
인천,2018,1453723.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,13910508147000,13910508.147,행정안전부 지방재정365 기능별 회계별 세출예산,10.450538432081046,False
인천,2019,2137311.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,15781219366000,15781219.366,행정안전부 지방재정365 기능별 회계별 세출예산,13.543383121615749,False
인천,2020,2761790.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,17413403637000,17413403.637,행정안전부 지방재정365 기능별 회계별 세출예산,15.860138876765879,False
인천,2021,3305518.2,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,18393677896000,18393677.896,행정안전부 지방재정365 기능별 회계별 세출예산,17.97094751082293,False
인천,2022,4451688.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,20157525611000,20157525.611,행정안전부 지방재정365 기능별 회계별 세출예산,22.084496311247175,False
인천,2023,4389696.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,21446846389000,21446846.389,행정안전부 지방재정365 기능별 회계별 세출예산,20.467792422159825,False
인천,2024,4721370.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,23074864457000,23074864.457,행정안전부 지방재정365 기능별 회계별 세출예산,20.461095270129416,False
전남,2016,1883686.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,16028080727000,16028080.727,행정안전부 지방재정365 기능별 회계별 세출예산,11.752411483845654,False
전남,2017,1392937.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,16374959250000,16374959.25,행정안전부 지방재정365 기능별 회계별 세출예산,8.506506665047121,False
전남,2018,1647546.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,17876403936000,17876403.936,행정안전부 지방재정365 기능별 회계별 세출예산,9.21631669265498,False
전남,2019,1540331.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,19596257091000,19596257.091,행정안전부 지방재정365 기능별 회계별 세출예산,7.860332679077935,False
전남,2020,1840688.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,21529258068000,21529258.068,행정안전부 지방재정365 기능별 회계별 세출예산,8.54970475148842,False
전남,2021,1966392.42,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,23050548609000,23050548.609,행정안전부 지방재정365 기능별 회계별 세출예산,8.530783598062518,False
전남,2022,2258897.4,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,25152552432000,25152552.432,행정안전부 지방재정365 기능별 회계별 세출예산,8.980787958227841,False
전남,2023,2712169.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,26558629969000,26558629.969,행정안전부 지방재정365 기능별 회계별 세출예산,10.212006429419446,False
전남,2024,2621833.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,26547985327000,26547985.327,행정안전부 지방재정365 기능별 회계별 세출예산,9.875826612475661,False
전북,2016,1401390.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,13099890400000,13099890.4,행정안전부 지방재정365 기능별 회계별 세출예산,10.697723089347374,False
전북,2017,1500137.7,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,13449604593000,13449604.593,행정안전부 지방재정365 기능별 회계별 세출예산,11.153768050406208,False
전북,2018,1629235.5,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,14690433415000,14690433.415,행정안전부 지방재정365 기능별 회계별 세출예산,11.090452228158444,False
전북,2019,1908798.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,16333595522000,16333595.522,행정안전부 지방재정365 기능별 회계별 세출예산,11.686330774072417,False
전북,2020,2018401.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,17943078088000,17943078.088,행정안전부 지방재정365 기능별 회계별 세출예산,11.248911642143883,False
전북,2021,2200038.999,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,20066756264000,20066756.264,행정안전부 지방재정365 기능별 회계별 세출예산,10.96360054438343,False
전북,2022,2540795.1,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,21289354403000,21289354.403,행정안전부 지방재정365 기능별 회계별 세출예산,11.934580316075543,False
전북,2023,2695319.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,22652679618000,22652679.618,행정안전부 지방재정365 기능별 회계별 세출예산,11.898455482760097,False
전북,2024,2862745.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,23117401896000,23117401.896,행정안전부 지방재정365 기능별 회계별 세출예산,12.38350664524866,False
제주,2016,542630.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,4102809954000,4102809.954,행정안전부 지방재정365 기능별 회계별 세출예산,13.225813676087226,False
제주,2017,542097.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,4449307793000,4449307.793,행정안전부 지방재정365 기능별 회계별 세출예산,12.183850280101312,False
제주,2018,2211904.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5029742949000,5029742.949,행정안전부 지방재정365 기능별 회계별 세출예산,43.97648194804398,False
제주,2019,689085.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5285111397000,5285111.397,행정안전부 지방재정365 기능별 회계별 세출예산,13.038230384153247,False
제주,2020,816440.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5822869117000,5822869.117,행정안전부 지방재정365 기능별 회계별 세출예산,14.021266554255613,False
제주,2021,704514.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,5829867586000,5829867.586,행정안전부 지방재정365 기능별 회계별 세출예산,12.084562635553485,False
제주,2022,913167.7,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,6392244966000,6392244.966,행정안전부 지방재정365 기능별 회계별 세출예산,14.285555463801666,False
제주,2023,1002935.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,7063922036000,7063922.036,행정안전부 지방재정365 기능별 회계별 세출예산,14.197990788810003,False
제주,2024,1047248.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,7210363118000,7210363.118,행정안전부 지방재정365 기능별 회계별 세출예산,14.52420610254209,False
충남,2016,1317305.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,13853262572000,13853262.572,행정안전부 지방재정365 기능별 회계별 세출예산,9.508987454424753,False
충남,2017,1301513.7999999998,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,13711533221000,13711533.221,행정안전부 지방재정365 기능별 회계별 세출예산,9.492109883135875,False
충남,2018,1308334.9,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,15043327767000,15043327.767,행정안전부 지방재정365 기능별 회계별 세출예산,8.697110907003212,False
충남,2019,1809236.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,16617524995000,16617524.995,행정안전부 지방재정365 기능별 회계별 세출예산,10.887517849645937,False
충남,2020,1425058.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,18089224298000,18089224.298,행정안전부 지방재정365 기능별 회계별 세출예산,7.8779386916970155,False
충남,2021,1253034.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,20054981810000,20054981.81,행정안전부 지방재정365 기능별 회계별 세출예산,6.247993699875613,False
충남,2022,1666990.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,21889680919000,21889680.919,행정안전부 지방재정365 기능별 회계별 세출예산,7.615414798271779,False
충남,2023,1693900.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,22975382093000,22975382.093,행정안전부 지방재정365 기능별 회계별 세출예산,7.372673904370397,False
충남,2024,1060854.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,24262284035000,24262284.035,행정안전부 지방재정365 기능별 회계별 세출예산,4.372440774618109,False
충북,2016,1198606.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,9808174364000,9808174.364,행정안전부 지방재정365 기능별 회계별 세출예산,12.22048013745935,False
충북,2017,1184144.7,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,10030984729000,10030984.729,행정안전부 지방재정365 기능별 회계별 세출예산,11.80486993043253,False
충북,2018,1087783.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,10856422302000,10856422.302,행정안전부 지방재정365 기능별 회계별 세출예산,10.019718925263305,False
충북,2019,1216343.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,11896586776000,11896586.776,행정안전부 지방재정365 기능별 회계별 세출예산,10.224302339002246,False
충북,2020,1730007.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,13136258088000,13136258.088,행정안전부 지방재정365 기능별 회계별 세출예산,13.169709276497581,False
충북,2021,1856518.64,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,14282328364000,14282328.364,행정안전부 지방재정365 기능별 회계별 세출예산,12.998711363334397,False
충북,2022,1864639.7,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,15625146694000,15625146.694,행정안전부 지방재정365 기능별 회계별 세출예산,11.933582042567414,False
충북,2023,1875132.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,16720825573000,16720825.573,행정안전부 지방재정365 기능별 회계별 세출예산,11.214350582233658,False
충북,2024,2209471.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,17251043005000,17251043.005,행정안전부 지방재정365 기능별 회계별 세출예산,12.807753127504304,False
강원,2016,966330.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,13458725778000,13458725.778,행정안전부 지방재정365 세출예산,7.179951623500565,False
강원,2017,1189656.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,13956736738000,13956736.738,행정안전부 지방재정365 세출예산,8.523883643666675,False
강원,2018,1070709.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,15170609261000,15170609.261,행정안전부 지방재정365 세출예산,7.057785099986303,False
강원,2019,1610182.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,16559410309000,16559410.309,행정안전부 지방재정365 세출예산,9.723667509614579,False
강원,2020,1479594.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,18557509095000,18557509.095,행정안전부 지방재정365 세출예산,7.973020476108246,False
강원,2021,1968341.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,19788901013000,19788901.013,행정안전부 지방재정365 세출예산,9.946691828449342,False
강원,2022,1320745.8,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,20828959354000,20828959.354,행정안전부 지방재정365 세출예산,6.340911120681427,False
강원,2023,2579093.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,22717302003000,22717302.003,행정안전부 지방재정365 세출예산,11.352989891402643,False
강원,2024,2540007.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,22673272053000,22673272.053,행정안전부 지방재정365 세출예산,11.202648625494355,False
경기,2016,4814583.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,50595268977000,50595268.977,행정안전부 지방재정365 세출예산,9.51587588592256,False
경기,2017,5514545.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,56831964463000,56831964.463,행정안전부 지방재정365 세출예산,9.70324543961559,False
경기,2018,7061650.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,63815402910000,63815402.91,행정안전부 지방재정365 세출예산,11.065745381188256,False
경기,2019,8641670.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,69874263175000,69874263.175,행정안전부 지방재정365 세출예산,12.367457783929613,False
경기,2020,10166623.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,77403678169000,77403678.169,행정안전부 지방재정365 세출예산,13.134547660387163,False
경기,2021,10065813.95,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,79867186308000,79867186.308,행정안전부 지방재정365 세출예산,12.603190891415872,False
경기,2022,9215575.7,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,92196390703000,92196390.703,행정안전부 지방재정365 세출예산,9.995592701331347,False
경기,2023,12285412.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,94704678649000,94704678.649,행정안전부 지방재정365 세출예산,12.972339038848238,False
경기,2024,13821287.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,97677570086000,97677570.086,행정안전부 지방재정365 세출예산,14.149908712748566,False
경남,2016,1481184.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,19573962475000,19573962.475,행정안전부 지방재정365 세출예산,7.567113720033837,False
경남,2017,1707499.35,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,20218978620000,20218978.62,행정안전부 지방재정365 세출예산,8.445032670003387,False
경남,2018,1999188.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,21797169103000,21797169.103,행정안전부 지방재정365 세출예산,9.171778181621056,False
경남,2019,2831100.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,24280481005000,24280481.005,행정안전부 지방재정365 세출예산,11.659983175032657,False
경남,2020,1717208.36,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,27776357270000,27776357.27,행정안전부 지방재정365 세출예산,6.182266246462347,False
경남,2021,3255588.1419999995,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,30041412896000,30041412.896,행정안전부 지방재정365 세출예산,10.837000753827658,False
경남,2022,3325544.7,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,31816697661000,31816697.661,행정안전부 지방재정365 세출예산,10.452199456502232,False
경남,2023,3893879.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,34988991526000,34988991.526,행정안전부 지방재정365 세출예산,11.128868910401415,False
경남,2024,4041141.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,34800879160000,34800879.16,행정안전부 지방재정365 세출예산,11.612180776872076,False
경북,2016,1659180.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,21596525082000,21596525.082,행정안전부 지방재정365 세출예산,7.682624837561819,False
경북,2017,1817693.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,22440180083000,22440180.083,행정안전부 지방재정365 세출예산,8.100171180787578,False
경북,2018,2487285.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,23886851328000,23886851.328,행정안전부 지방재정365 세출예산,10.412778837386666,False
경북,2019,2232261.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,25731429699000,25731429.699,행정안전부 지방재정365 세출예산,8.675231132169667,False
경북,2020,2646517.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,28469985308000,28469985.308,행정안전부 지방재정365 세출예산,9.29581442128927,False
경북,2021,3199705.6,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,30613064531000,30613064.531,행정안전부 지방재정365 세출예산,10.452091775261021,False
경북,2022,3356569.7,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,33400062193000,33400062.193,행정안전부 지방재정365 세출예산,10.04959116723882,False
경북,2023,3406826.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,37607081680000,37607081.68,행정안전부 지방재정365 세출예산,9.05900125138346,False
경북,2024,4062706.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,38692007412000,38692007.412,행정안전부 지방재정365 세출예산,10.500116876179408,False
광주,2016,1102184.9,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,6057228051000,6057228.051,행정안전부 지방재정365 세출예산,18.19619289087255,False
광주,2017,1244520.8,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,6213455179000,6213455.179,행정안전부 지방재정365 세출예산,20.029448417141307,False
광주,2018,3239297.3600000003,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,6959971990000,6959971.99,행정안전부 지방재정365 세출예산,46.54181603969358,False
광주,2019,1088029.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,7797690187000,7797690.187,행정안전부 지방재정365 세출예산,13.953221709345659,False
광주,2020,194720.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,8790161279000,8790161.279,행정안전부 지방재정365 세출예산,2.215203951549704,False
광주,2021,824741.7,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,9719564634000,9719564.634,행정안전부 지방재정365 세출예산,8.485376979900641,False
광주,2022,870927.5,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,10922773857000,10922773.857,행정안전부 지방재정365 세출예산,7.973501158241547,False
광주,2023,1223803.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,11094906837000,11094906.837,행정안전부 지방재정365 세출예산,11.03031344002623,False
광주,2024,1240977.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,11065354968000,11065354.968,행정안전부 지방재정365 세출예산,11.214976867789533,False
대구,2016,774602.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,10527366075000,10527366.075,행정안전부 지방재정365 세출예산,7.357984841426729,False
대구,2017,959658.5,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,11032285450000,11032285.45,행정안전부 지방재정365 세출예산,8.698637325414744,False
대구,2018,1446836.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,12079951315000,12079951.315,행정안전부 지방재정365 세출예산,11.977167475860808,False
대구,2019,1765898.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,13058127831000,13058127.831,행정안전부 지방재정365 세출예산,13.52336278871277,False
대구,2020,1929459.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,15658420138000,15658420.138,행정안전부 지방재정365 세출예산,12.322181822913098,False
대구,2021,2164115.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,15588659062000,15588659.062,행정안전부 지방재정365 세출예산,13.882624486126566,False
대구,2022,2523629.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,16936083840000,16936083.84,행정안전부 지방재정365 세출예산,14.90090049058236,False
대구,2023,2696432.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,18187994619000,18187994.619,행정안전부 지방재정365 세출예산,14.825339772110915,False
대구,2024,2848338.0,지역통합_4개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별+기금,총계,18800155413000,18800155.413,행정안전부 지방재정365 세출예산,15.150608797789092,False
