지역,연도,당해계획예산_백만원,분모대안,예산단계,행정범위,회계범위,금액기준,분모금액_원,분모금액_백만원,출처,계획예산_총세출비율_pct,100pct_초과
광주,2017,1244520.8,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4236416938000,4236416.938,행정안전부 지방재정365 기능별 회계별 세출예산,29.376730813174746,False
광주,2018,3239297.3600000003,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4731652999000,4731652.999,행정안전부 지방재정365 기능별 회계별 세출예산,68.46016309067046,False
광주,2019,1088029.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5328381528000,5328381.528,행정안전부 지방재정365 기능별 회계별 세출예산,20.419502512771267,False
광주,2020,194720.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5992342346000,5992342.346,행정안전부 지방재정365 기능별 회계별 세출예산,3.249480566309421,False
광주,2021,824741.7,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6576718245000,6576718.245,행정안전부 지방재정365 기능별 회계별 세출예산,12.5403228369562,False
광주,2022,870927.5,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7351309295000,7351309.295,행정안전부 지방재정365 기능별 회계별 세출예산,11.847243328373656,False
광주,2023,1223803.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7552199990000,7552199.99,행정안전부 지방재정365 기능별 회계별 세출예산,16.204589412627566,False
광주,2024,1240977.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7337396771000,7337396.771,행정안전부 지방재정365 기능별 회계별 세출예산,16.913042032901675,False
대구,2016,774602.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7213154474000,7213154.474,행정안전부 지방재정365 기능별 회계별 세출예산,10.738741320348437,False
대구,2017,959658.5,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7510292544000,7510292.544,행정안전부 지방재정365 기능별 회계별 세출예산,12.777911038454484,False
대구,2018,1446836.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8258854381000,8258854.381,행정안전부 지방재정365 기능별 회계별 세출예산,17.518604073326863,False
대구,2019,1765898.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8991961705000,8991961.705,행정안전부 지방재정365 기능별 회계별 세출예산,19.63862901037566,False
대구,2020,1929459.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9916317896000,9916317.896,행정안전부 지방재정365 기능별 회계별 세출예산,19.457413731948797,False
대구,2021,2164115.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10125520177000,10125520.177,행정안전부 지방재정365 기능별 회계별 세출예산,21.372877266254054,False
대구,2022,2523629.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10923797052000,10923797.052,행정안전부 지방재정365 기능별 회계별 세출예산,23.10212271417069,False
대구,2023,2696432.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11628223160000,11628223.16,행정안전부 지방재정365 기능별 회계별 세출예산,23.18868465885204,False
대구,2024,2848338.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11677339559000,11677339.559,행정안전부 지방재정365 기능별 회계별 세출예산,24.392011430417977,False
대전,2016,709547.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4016882713000,4016882.713,행정안전부 지방재정365 기능별 회계별 세출예산,17.664120431091114,False
대전,2017,935218.2,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4032992448000,4032992.448,행정안전부 지방재정365 기능별 회계별 세출예산,23.189187980349026,False
대전,2018,997696.4,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4596154462000,4596154.462,행정안전부 지방재정365 기능별 회계별 세출예산,21.70719909978517,False
대전,2019,685088.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5043640457000,5043640.457,행정안전부 지방재정365 기능별 회계별 세출예산,13.583204549189777,False
대전,2020,1247751.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5698709818000,5698709.818,행정안전부 지방재정365 기능별 회계별 세출예산,21.89532437778884,False
대전,2021,1337995.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6015945285000,6015945.285,행정안전부 지방재정365 기능별 회계별 세출예산,22.240810655910078,False
대전,2022,1500606.3,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6814220276000,6814220.276,행정안전부 지방재정365 기능별 회계별 세출예산,22.021687577156925,False
대전,2023,1222344.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7046459578000,7046459.578,행정안전부 지방재정365 기능별 회계별 세출예산,17.346924174749024,False
대전,2024,1676350.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7070570075000,7070570.075,행정안전부 지방재정365 기능별 회계별 세출예산,23.708837932703748,False
부산,2016,1757736.53,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10573185713000,10573185.713,행정안전부 지방재정365 기능별 회계별 세출예산,16.62447419077127,False
부산,2017,3477747.6,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10791668762000,10791668.762,행정안전부 지방재정365 기능별 회계별 세출예산,32.22622632975881,False
부산,2018,2341626.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11717637267000,11717637.267,행정안전부 지방재정365 기능별 회계별 세출예산,19.983772723487906,False
부산,2019,2525413.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12543135277000,12543135.277,행정안전부 지방재정365 기능별 회계별 세출예산,20.13382574794342,False
부산,2020,3494318.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13774503587000,13774503.587,행정안전부 지방재정365 기능별 회계별 세출예산,25.368014011756053,False
부산,2021,3944822.1,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14415991457000,14415991.457,행정안전부 지방재정365 기능별 회계별 세출예산,27.364209473671025,False
부산,2022,5106355.100000001,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15653932673000,15653932.673,행정안전부 지방재정365 기능별 회계별 세출예산,32.620269977316774,False
부산,2023,4317819.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16813047287000,16813047.287,행정안전부 지방재정365 기능별 회계별 세출예산,25.681358806018327,False
부산,2024,4796613.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,17229915871000,17229915.871,행정안전부 지방재정365 기능별 회계별 세출예산,27.838864890067576,False
서울,2016,4173074.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,27534501217000,27534501.217,행정안전부 지방재정365 기능별 회계별 세출예산,15.15580023444737,False
서울,2017,4761473.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,29961328578000,29961328.578,행정안전부 지방재정365 기능별 회계별 세출예산,15.892062288239961,False
서울,2018,5912413.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,31985643433000,31985643.433,행정안전부 지방재정365 기능별 회계별 세출예산,18.484583598840747,False
서울,2019,5907309.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,36427604106000,36427604.106,행정안전부 지방재정365 기능별 회계별 세출예산,16.21657296705661,False
서울,2020,6677517.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,40235802629000,40235802.629,행정안전부 지방재정365 기능별 회계별 세출예산,16.595958235432768,False
서울,2021,7529092.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,40740257041000,40740257.041,행정안전부 지방재정365 기능별 회계별 세출예산,18.48071796018102,False
서울,2022,7957659.899999999,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,44918585220000,44918585.22,행정안전부 지방재정365 기능별 회계별 세출예산,17.71574029107411,False
서울,2023,8314712.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,47811752081000,47811752.081,행정안전부 지방재정365 기능별 회계별 세출예산,17.390519355813776,False
서울,2024,4872683.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,47888961761000,47888961.761,행정안전부 지방재정365 기능별 회계별 세출예산,10.174960618937941,False
세종,2016,97707.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1048827518000,1048827.518,행정안전부 지방재정365 기능별 회계별 세출예산,9.315831089778865,False
세종,2017,89445.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1195710363000,1195710.363,행정안전부 지방재정365 기능별 회계별 세출예산,7.480490490655721,False
세종,2018,104743.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1423054846000,1423054.846,행정안전부 지방재정365 기능별 회계별 세출예산,7.360433105893096,False
세종,2019,129545.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1468577881000,1468577.881,행정안전부 지방재정365 기능별 회계별 세출예산,8.82111883040134,False
세종,2020,209363.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1520953720000,1520953.72,행정안전부 지방재정365 기능별 회계별 세출예산,13.765244612439623,False
세종,2021,175466.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1665746650000,1665746.65,행정안전부 지방재정365 기능별 회계별 세출예산,10.533774748999196,False
세종,2022,231310.4,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1771604264000,1771604.264,행정안전부 지방재정365 기능별 회계별 세출예산,13.056550195794742,False
세종,2023,318453.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1893247236000,1893247.236,행정안전부 지방재정365 기능별 회계별 세출예산,16.820465597130287,False
세종,2024,329034.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,1792182760000,1792182.76,행정안전부 지방재정365 기능별 회계별 세출예산,18.35939990852272,False
울산,2016,577145.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,3723980614000,3723980.614,행정안전부 지방재정365 기능별 회계별 세출예산,15.498066714694234,False
울산,2017,2222729.4,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4199822615000,4199822.615,행정안전부 지방재정365 기능별 회계별 세출예산,52.92436380673187,False
울산,2018,948045.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4361542030000,4361542.03,행정안전부 지방재정365 기능별 회계별 세출예산,21.7364636974506,False
울산,2019,356752.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4457310384000,4457310.384,행정안전부 지방재정365 기능별 회계별 세출예산,8.003750451855453,False
울산,2020,1240133.6,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4720368466000,4720368.466,행정안전부 지방재정365 기능별 회계별 세출예산,26.271966032577087,False
울산,2021,977844.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4865303731000,4865303.731,행정안전부 지방재정365 기능별 회계별 세출예산,20.098313570220146,False
울산,2022,938106.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5286892471000,5286892.471,행정안전부 지방재정365 기능별 회계별 세출예산,17.7439962160335,False
울산,2023,3219772.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5644715797000,5644715.797,행정안전부 지방재정365 기능별 회계별 세출예산,57.04046254571779,False
울산,2024,1273043.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5780757929000,5780757.929,행정안전부 지방재정365 기능별 회계별 세출예산,22.02207765202548,False
인천,2016,1094772.2,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8960219625000,8960219.625,행정안전부 지방재정365 기능별 회계별 세출예산,12.218140244525534,False
인천,2017,1161639.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9324193142000,9324193.142,행정안전부 지방재정365 기능별 회계별 세출예산,12.45833266545606,False
인천,2018,1453723.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10316113071000,10316113.071,행정안전부 지방재정365 기능별 회계별 세출예산,14.091770708549264,False
인천,2019,2137311.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11539820376000,11539820.376,행정안전부 지방재정365 기능별 회계별 세출예산,18.521180836099347,False
인천,2020,2761790.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12535613166000,12535613.166,행정안전부 지방재정365 기능별 회계별 세출예산,22.031550937537922,False
인천,2021,3305518.2,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13307454090000,13307454.09,행정안전부 지방재정365 기능별 회계별 세출예산,24.83959875152949,False
인천,2022,4451688.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14562995311000,14562995.311,행정안전부 지방재정365 기능별 회계별 세출예산,30.568491611320276,False
인천,2023,4389696.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15533484476000,15533484.476,행정안전부 지방재정365 기능별 회계별 세출예산,28.25957052187677,False
인천,2024,4721370.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16563973976000,16563973.976,행정안전부 지방재정365 기능별 회계별 세출예산,28.50384821203489,False
전남,2016,1883686.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11703884511000,11703884.511,행정안전부 지방재정365 기능별 회계별 세출예산,16.094536802969998,False
전남,2017,1392937.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12035927742000,12035927.742,행정안전부 지방재정365 기능별 회계별 세출예산,11.573158545471102,False
전남,2018,1647546.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13185409095000,13185409.095,행정안전부 지방재정365 기능별 회계별 세출예산,12.49522095317286,False
전남,2019,1540331.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14541430272000,14541430.272,행정안전부 지방재정365 기능별 회계별 세출예산,10.592706296339761,False
전남,2020,1840688.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15974487009000,15974487.009,행정안전부 지방재정365 기능별 회계별 세출예산,11.522673616767532,False
전남,2021,1966392.42,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16695307870000,16695307.87,행정안전부 지방재정365 기능별 회계별 세출예산,11.77811415825062,False
전남,2022,2258897.4,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,18502101927000,18502101.927,행정안전부 지방재정365 기능별 회계별 세출예산,12.208869072889525,False
전남,2023,2712169.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,19545034459000,19545034.459,행정안전부 지방재정365 기능별 회계별 세출예산,13.876511733398935,False
전남,2024,2621833.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,19174871341000,19174871.341,행정안전부 지방재정365 기능별 회계별 세출예산,13.6732755770515,False
전북,2016,1401390.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9478473289000,9478473.289,행정안전부 지방재정365 기능별 회계별 세출예산,14.784975990029398,False
전북,2017,1500137.7,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9784204602000,9784204.602,행정안전부 지방재정365 기능별 회계별 세출예산,15.332239676318249,False
전북,2018,1629235.5,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10738753671000,10738753.671,행정안전부 지방재정365 기능별 회계별 세출예산,15.17155109349188,False
전북,2019,1908798.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11891403652000,11891403.652,행정안전부 지방재정365 기능별 회계별 세출예산,16.051914945120558,False
전북,2020,2018401.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13008886514000,13008886.514,행정안전부 지방재정365 기능별 회계별 세출예산,15.515555446100803,False
전북,2021,2200038.999,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13989774511000,13989774.511,행정안전부 지방재정365 기능별 회계별 세출예산,15.726050461143132,False
전북,2022,2540795.1,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15129740896000,15129740.896,행정안전부 지방재정365 기능별 회계별 세출예산,16.79338144298119,False
전북,2023,2695319.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16148751730000,16148751.73,행정안전부 지방재정365 기능별 회계별 세출예산,16.690571785761176,False
전북,2024,2862745.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16229932294000,16229932.294,행정안전부 지방재정365 기능별 회계별 세출예산,17.638674938023744,False
제주,2016,542630.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,3890498595000,3890498.595,행정안전부 지방재정365 기능별 회계별 세출예산,13.947569617359031,False
제주,2017,542097.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4285850389000,4285850.389,행정안전부 지방재정365 기능별 회계별 세출예산,12.648528315205262,False
제주,2018,2211904.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,4784074371000,4784074.371,행정안전부 지방재정365 기능별 회계별 세출예산,46.23473275014437,False
제주,2019,689085.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5116992495000,5116992.495,행정안전부 지방재정365 기능별 회계별 세출예산,13.466601732821184,False
제주,2020,816440.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5647320940000,5647320.94,행정안전부 지방재정365 기능별 회계별 세출예산,14.457120618329867,False
제주,2021,704514.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,5559803500000,5559803.5,행정안전부 지방재정365 기능별 회계별 세출예산,12.671562942827025,False
제주,2022,913167.7,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6094351579000,6094351.579,행정안전부 지방재정365 기능별 회계별 세출예산,14.98383688835094,False
제주,2023,1002935.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6701520126000,6701520.126,행정안전부 지방재정365 기능별 회계별 세출예산,14.965783600483363,False
제주,2024,1047248.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,6871871526000,6871871.526,행정안전부 지방재정365 기능별 회계별 세출예산,15.239632988447113,False
충남,2016,1317305.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10288195424000,10288195.424,행정안전부 지방재정365 기능별 회계별 세출예산,12.804043330349554,False
충남,2017,1301513.7999999998,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10253514801000,10253514.801,행정안전부 지방재정365 기능별 회계별 세출예산,12.693342968335758,False
충남,2018,1308334.9,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11213848862000,11213848.862,행정안전부 지방재정365 기능별 회계별 세출예산,11.667135129968724,False
충남,2019,1809236.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12225713132000,12225713.132,행정안전부 지방재정365 기능별 회계별 세출예산,14.798613221706011,False
충남,2020,1425058.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,13362276827000,13362276.827,행정안전부 지방재정365 기능별 회계별 세출예산,10.664784291255726,False
충남,2021,1253034.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,14422887284000,14422887.284,행정안전부 지방재정365 기능별 회계별 세출예산,8.687816630100484,False
충남,2022,1666990.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,15895999923000,15895999.923,행정안전부 지방재정365 기능별 회계별 세출예산,10.48685208904678,False
충남,2023,1693900.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,16624199177000,16624199.177,행정안전부 지방재정365 기능별 회계별 세출예산,10.189363000074936,False
충남,2024,1060854.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,17359127235000,17359127.235,행정안전부 지방재정365 기능별 회계별 세출예산,6.111217376534196,False
충북,2016,1198606.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7126733448000,7126733.448,행정안전부 지방재정365 기능별 회계별 세출예산,16.818448574590214,False
충북,2017,1184144.7,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,7426389159000,7426389.159,행정안전부 지방재정365 기능별 회계별 세출예산,15.945093566298524,False
충북,2018,1087783.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8016426191000,8016426.191,행정안전부 지방재정365 기능별 회계별 세출예산,13.56942575260343,False
충북,2019,1216343.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,8731174047000,8731174.047,행정안전부 지방재정365 기능별 회계별 세출예산,13.931036003318834,False
충북,2020,1730007.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,9608095076000,9608095.076,행정안전부 지방재정365 기능별 회계별 세출예산,18.005723156522187,False
충북,2021,1856518.64,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,10250433486000,10250433.486,행정안전부 지방재정365 기능별 회계별 세출예산,18.111611011725753,False
충북,2022,1864639.7,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,11274717944000,11274717.944,행정안전부 지방재정365 기능별 회계별 세출예산,16.53823811168859,False
충북,2023,1875132.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12050078674000,12050078.674,행정안전부 지방재정365 기능별 회계별 세출예산,15.561159812557088,False
충북,2024,2209471.0,지역통합_3개회계_순계,당초예산,광역본청+기초,일반+기타특별+공기업특별,순계,12242686246000,12242686.246,행정안전부 지방재정365 기능별 회계별 세출예산,18.047272923635457,False
강원,2016,966330.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,12439345023000,12439345.023,행정안전부 지방재정365 기능별 회계별 세출예산,7.768335054725815,False
강원,2017,1189656.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,12386132413000,12386132.413,행정안전부 지방재정365 기능별 회계별 세출예산,9.604741499060543,False
강원,2018,1070709.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,13336680004000,13336680.004,행정안전부 지방재정365 기능별 회계별 세출예산,8.028302393690693,False
강원,2019,1610182.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,14641842129000,14641842.129,행정안전부 지방재정365 기능별 회계별 세출예산,10.997127177125023,False
강원,2020,1479594.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,16181747002000,16181747.002,행정안전부 지방재정365 기능별 회계별 세출예산,9.143598647396527,False
강원,2021,1968341.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,17771025175000,17771025.175,행정안전부 지방재정365 기능별 회계별 세출예산,11.076125212905731,False
강원,2022,1320745.8,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,18954696506000,18954696.506,행정안전부 지방재정365 기능별 회계별 세출예산,6.9679079249932885,False
강원,2023,2579093.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,20262898329000,20262898.329,행정안전부 지방재정365 기능별 회계별 세출예산,12.728154472891152,False
강원,2024,2540007.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,20331055375000,20331055.375,행정안전부 지방재정365 기능별 회계별 세출예산,12.493237331512605,False
경기,2016,4814583.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,47124571518000,47124571.518,행정안전부 지방재정365 기능별 회계별 세출예산,10.216714645693896,False
경기,2017,5514545.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,50549773355000,50549773.355,행정안전부 지방재정365 기능별 회계별 세출예산,10.909138921894975,False
경기,2018,7061650.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,56924137377000,56924137.377,행정안전부 지방재정365 기능별 회계별 세출예산,12.405370244316142,False
경기,2019,8641670.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,62361716444000,62361716.444,행정안전부 지방재정365 기능별 회계별 세출예산,13.857331858015979,False
경기,2020,10166623.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,68450930241000,68450930.241,행정안전부 지방재정365 기능별 회계별 세출예산,14.852424889195307,False
경기,2021,10065813.95,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,70739757911000,70739757.911,행정안전부 지방재정365 기능별 회계별 세출예산,14.22935877539209,False
경기,2022,9215575.7,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,79127240123000,79127240.123,행정안전부 지방재정365 기능별 회계별 세출예산,11.646527397739098,False
경기,2023,12285412.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,81241363038000,81241363.038,행정안전부 지방재정365 기능별 회계별 세출예산,15.122114573894576,False
경기,2024,13821287.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,84968755868000,84968755.868,행정안전부 지방재정365 기능별 회계별 세출예산,16.266316787633723,False
경남,2016,1481184.0,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,18897926368000,18897926.368,행정안전부 지방재정365 기능별 회계별 세출예산,7.837812314202367,False
경남,2017,1707499.35,지역통합_3개회계_총계,당초예산,광역본청+기초,일반+기타특별+공기업특별,총계,18999377265000,18999377.265,행정안전부 지방재정365 기능별 회계별 세출예산,8.987133242232611,False
