region,year,category,subcategory,subcategory_contribution,subcategory_weight_total,subcategory_score
경기,2022,보건·안전,아동안전 수준,2.966041577514597,0.0430861723446893,68.83975568278068
경기,2023,보건·안전,아동안전 수준,2.8693768283201395,0.0430861723446893,66.59623429450001
경기,2024,보건·안전,아동안전 수준,2.6473976915715185,0.0430861723446893,61.44425339972969
경남,2016,보건·안전,아동안전 수준,1.5757273391959348,0.0430861723446893,36.57153219808241
경남,2017,보건·안전,아동안전 수준,1.9687778159366571,0.0430861723446893,45.69395954197174
경남,2018,보건·안전,아동안전 수준,2.47429043591882,0.0430861723446893,57.4265547685345
경남,2019,보건·안전,아동안전 수준,2.694863359676196,0.0430861723446893,62.54589844085686
경남,2020,보건·안전,아동안전 수준,3.1610672580907977,0.0430861723446893,73.366165664526
경남,2021,보건·안전,아동안전 수준,3.316677634590228,0.0430861723446893,76.97777393769881
경남,2022,보건·안전,아동안전 수준,3.451009929347505,0.0430861723446893,80.09553277880957
경남,2023,보건·안전,아동안전 수준,3.2852550621149987,0.0430861723446893,76.24847795327372
경남,2024,보건·안전,아동안전 수준,3.124317297803084,0.0430861723446893,72.51322472575534
경북,2016,보건·안전,아동안전 수준,1.2275732088675004,0.0430861723446893,28.491117731389902
경북,2017,보건·안전,아동안전 수준,1.396284113197134,0.0430861723446893,32.406780115598615
경북,2018,보건·안전,아동안전 수준,1.7339976471336316,0.0430861723446893,40.24487562417128
경북,2019,보건·안전,아동안전 수준,1.8963878808779528,0.0430861723446893,44.01383965386506
경북,2020,보건·안전,아동안전 수준,2.4703434790061216,0.0430861723446893,57.33494865228164
경북,2021,보건·안전,아동안전 수준,2.5679654047669125,0.0430861723446893,59.6006854408693
경북,2022,보건·안전,아동안전 수준,2.688480992833028,0.0430861723446893,62.39776815924101
경북,2023,보건·안전,아동안전 수준,2.6219254813791086,0.0430861723446893,60.853061172473296
경북,2024,보건·안전,아동안전 수준,2.4977576930252705,0.0430861723446893,57.97121343347026
광주,2016,보건·안전,아동안전 수준,0.6147536808426,0.0430861723446893,14.268004034439883
광주,2017,보건·안전,아동안전 수준,1.0160307024690614,0.0430861723446893,23.581363745677297
광주,2018,보건·안전,아동안전 수준,1.507010088732351,0.0430861723446893,34.97665275709039
광주,2019,보건·안전,아동안전 수준,2.1836388427245597,0.0430861723446893,50.68073407067701
광주,2020,보건·안전,아동안전 수준,3.1445176529303307,0.0430861723446893,72.98206087498771
