지역,지표_id,연도,측정값,반기별_원값_상반기,반기별_원값_하반기,관측상태,QA_상태,반영유형,방법,한계
전국,youth_regular_employment_rate,2016,64.1,61.32440806430528,66.92027880200524,관측,PASS,원자료 마이크로데이터 직접계산,원자료 마이크로데이터 전국 가중합(연평균),하반기 가중치(시도가중값)의 전국 합산 타당성은 공식 코드북으로 검증하지 못함 — 기존 노트북이 시도별 계산에 쓰던 것과 동일한 가중치를 전국 단위로 확장 적용
전국,youth_regular_employment_rate,2017,67.7,68.53745622575254,66.89763061518474,관측,PASS,원자료 마이크로데이터 직접계산,원자료 마이크로데이터 전국 가중합(연평균),하반기 가중치(시도가중값)의 전국 합산 타당성은 공식 코드북으로 검증하지 못함 — 기존 노트북이 시도별 계산에 쓰던 것과 동일한 가중치를 전국 단위로 확장 적용
전국,youth_regular_employment_rate,2018,67.9,68.247646533098,67.61624860495031,관측,PASS,원자료 마이크로데이터 직접계산,원자료 마이크로데이터 전국 가중합(연평균),하반기 가중치(시도가중값)의 전국 합산 타당성은 공식 코드북으로 검증하지 못함 — 기존 노트북이 시도별 계산에 쓰던 것과 동일한 가중치를 전국 단위로 확장 적용
전국,youth_regular_employment_rate,2019,67.8,68.13943014604274,67.55230189836293,관측,PASS,원자료 마이크로데이터 직접계산,원자료 마이크로데이터 전국 가중합(연평균),하반기 가중치(시도가중값)의 전국 합산 타당성은 공식 코드북으로 검증하지 못함 — 기존 노트북이 시도별 계산에 쓰던 것과 동일한 가중치를 전국 단위로 확장 적용
전국,youth_regular_employment_rate,2020,57.5,47.644019069256935,67.43686313526842,관측,PASS,원자료 마이크로데이터 직접계산,원자료 마이크로데이터 전국 가중합(연평균),하반기 가중치(시도가중값)의 전국 합산 타당성은 공식 코드북으로 검증하지 못함 — 기존 노트북이 시도별 계산에 쓰던 것과 동일한 가중치를 전국 단위로 확장 적용
전국,youth_regular_employment_rate,2021,63.5,69.37818717029555,57.61350155393541,관측,PASS,원자료 마이크로데이터 직접계산,원자료 마이크로데이터 전국 가중합(연평균),하반기 가중치(시도가중값)의 전국 합산 타당성은 공식 코드북으로 검증하지 못함 — 기존 노트북이 시도별 계산에 쓰던 것과 동일한 가중치를 전국 단위로 확장 적용
전국,youth_regular_employment_rate,2022,60.9,70.21964289028287,51.59050524291532,관측,PASS,원자료 마이크로데이터 직접계산,원자료 마이크로데이터 전국 가중합(연평균),하반기 가중치(시도가중값)의 전국 합산 타당성은 공식 코드북으로 검증하지 못함 — 기존 노트북이 시도별 계산에 쓰던 것과 동일한 가중치를 전국 단위로 확장 적용
전국,youth_regular_employment_rate,2023,71.7,72.29805157905821,71.12601565333365,관측,PASS,원자료 마이크로데이터 직접계산,원자료 마이크로데이터 전국 가중합(연평균),하반기 가중치(시도가중값)의 전국 합산 타당성은 공식 코드북으로 검증하지 못함 — 기존 노트북이 시도별 계산에 쓰던 것과 동일한 가중치를 전국 단위로 확장 적용
전국,youth_regular_employment_rate,2024,70.9,71.30970942489512,70.56733379004729,관측,PASS,원자료 마이크로데이터 직접계산,원자료 마이크로데이터 전국 가중합(연평균),하반기 가중치(시도가중값)의 전국 합산 타당성은 공식 코드북으로 검증하지 못함 — 기존 노트북이 시도별 계산에 쓰던 것과 동일한 가중치를 전국 단위로 확장 적용
