,가족·생활,경제·고용·주거,보건·안전,사회·문화
가족·생활,1.0,0.5699871383608024,-0.219716575575484,0.5921363370677234
경제·고용·주거,0.5699871383608024,1.0,0.19392130518117204,0.7503686917181279
보건·안전,-0.219716575575484,0.19392130518117204,1.0,0.345700413786189
사회·문화,0.5921363370677234,0.7503686917181279,0.345700413786189,1.0
