,가족·생활,경제·고용·주거,보건·안전,사회·문화
가족·생활,1.0,0.5517068071247638,-0.2135519279482128,0.575613498988112
경제·고용·주거,0.5517068071247638,1.0,0.19542505997614357,0.7399012236473537
보건·안전,-0.2135519279482128,0.19542505997614357,1.0,0.3303211236647769
사회·문화,0.575613498988112,0.7399012236473537,0.3303211236647769,1.0
