,가족·생활,경제·고용·주거,보건·안전,사회·문화
가족·생활,1.0,0.9053387403481222,0.5371110156308401,0.918628667678223
경제·고용·주거,0.9053387403481222,1.0,0.443462394982922,0.9004994617209838
보건·안전,0.5371110156308401,0.443462394982922,1.0,0.5820709030402531
사회·문화,0.918628667678223,0.9004994617209838,0.5820709030402531,1.0
