,가족·생활,경제·고용·주거,보건·안전,사회·문화
가족·생활,1.0,0.47493593772143733,-0.37413058354657813,0.37661683422566694
경제·고용·주거,0.47493593772143733,1.0,-0.39503918014587186,0.3172341437922359
보건·안전,-0.37413058354657813,-0.39503918014587186,1.0,0.03145993976411167
사회·문화,0.37661683422566694,0.3172341437922359,0.03145993976411167,1.0
